FORWARD_TEXT_FORMAT_1.0
STDEP =   290.0000
ENDEP =  2716.0000
RLEV  =     0.1250
CURVENAME =  RT, RI, RXO, CALI, AC, GR, DEN, CNL, R025, RA2, BZSP, R2M, SP
END
#DEPTH            RT         RI        RXO       CALI         AC         GR        DEN        CNL       R025        RA2       BZSP        R2M         SP
 466.0000       2.273      2.201      0.462    -45.816    154.641      2.197     11.164    348.250      5.497      9.641     -0.390      9.641     -0.390
 466.1250       2.445      2.368      0.462    -45.971    142.136      2.197     11.164    348.250      5.625      9.643     -0.410      9.643     -0.410
 466.2500       2.436      2.369      0.445    -46.228    130.444      2.197     11.164    348.250      5.731      9.746     -0.427      9.746     -0.427
 466.3750       2.566      2.500      0.447    -46.342    122.199      2.197     11.164    348.250      5.815      9.784     -0.439      9.784     -0.439
 466.5000       3.064      3.024      0.450    -46.346    120.354      2.197     11.164    348.250      5.847      9.767     -0.476      9.767     -0.476
 466.6250       3.857      3.771      0.451    -46.367    123.045      2.197     11.164    348.250      5.816      9.916     -0.522      9.916     -0.522
 466.7500       4.693      4.421      0.454    -46.528    124.853      2.197     11.164    348.250      5.751     10.364     -0.567     10.364     -0.567
 466.8750       5.267      4.950      0.459    -46.733    115.879      2.197     11.164    348.250      5.716     10.898     -0.615     10.898     -0.615
 467.0000       5.591      5.323      0.459    -47.079    116.111      2.197     11.164    348.250      5.754     11.310     -0.671     11.310     -0.671
 467.1250       5.688      5.410      0.459    -47.331    111.431      2.197     11.164    348.250      5.865     12.235     -0.746     12.235     -0.746
 467.2500       5.611      5.315      0.458    -47.559    108.150      2.197     11.164    348.250      5.892     12.489     -0.763     12.489     -0.763
 467.3750       5.425      5.151      0.459    -47.802    108.704      2.197     11.164    348.250      5.953     13.063     -0.799     13.063     -0.799
 467.5000       5.206      4.998      0.464    -47.995    108.108      2.197     11.164    348.250      6.000     13.092     -0.830     13.092     -0.830
 467.6250       5.075      4.894      0.461    -47.867    109.339      2.197     11.164    348.250      5.925     12.377     -0.874     12.377     -0.874
 467.7500       4.980      4.788      0.459    -47.823    113.549      2.197     11.164    348.250      5.898     12.179     -0.885     12.179     -0.885
 467.8750       4.754      4.524      0.458    -47.874    115.930      2.197     11.164    348.250      5.830     11.931     -0.889     11.931     -0.889
 468.0000       4.409      4.144      0.457    -47.889    118.367      2.197    162.625    149.500      5.807     11.957     -0.878     11.957     -0.878
 468.1250       4.064      3.803      0.457    -47.752    123.141      2.197    162.625    149.500      5.826     12.546     -0.882     12.546     -0.882
 468.2500       3.941      3.734      0.456    -47.573    125.551      2.197    162.625    149.500      5.832     12.717     -0.884     12.717     -0.884
 468.3750       4.001      3.811      0.453    -47.272    126.171      2.197    162.625    149.500      5.813     13.194     -0.869     13.194     -0.869
 468.5000       4.128      3.892      0.451    -47.021    122.358      2.197    162.625    149.500      5.724     13.547     -0.814     13.547     -0.814
 468.6250       4.281      4.032      0.453    -46.829    120.680      2.197    162.625    149.500      5.577     13.712     -0.745     13.712     -0.745
 468.7500       4.370      4.158      0.458    -46.719    122.420      2.197    162.625    149.500      5.388     13.697     -0.689     13.697     -0.689
 468.8750       4.291      4.094      0.461    -46.735    123.429      2.197    162.625    149.500      5.145     13.589     -0.643     13.589     -0.643
 469.0000       4.208      4.024      0.454    -46.992    127.172      2.197    162.625    149.500      4.870     13.336     -0.598     13.336     -0.598
 469.1250       4.219      4.026      0.457    -47.140    121.375      2.197    162.625    149.500      4.521     12.095     -0.510     12.095     -0.510
 469.2500       4.226      4.036      0.462    -47.204    118.434      2.197    162.625    149.500      4.443     11.740     -0.488     11.740     -0.488
 469.3750       4.235      4.053      0.461    -47.240    118.396      2.197    162.625    149.500      4.307     10.824     -0.448     10.824     -0.448
 469.5000       4.245      4.065      0.453    -47.281    118.475      2.197    162.625    149.500      4.206     10.276     -0.442     10.276     -0.442
 469.6250       4.159      3.993      0.452    -47.281    118.014      2.197    162.625    149.500      4.130      9.791     -0.455      9.791     -0.455
 469.7500       4.048      3.861      0.461    -47.430    111.852      2.197    162.625    149.500      4.116      9.681     -0.458      9.681     -0.458
 469.8750       3.991      3.793      0.464    -47.622    110.250      2.197    162.625    149.500      4.139      9.390     -0.473      9.390     -0.473
 470.0000       3.939      3.762      0.463    -47.882    111.960      2.197    164.125    152.250      4.199      9.146     -0.494      9.146     -0.494
 470.1250       3.884      3.735      0.462    -48.149    116.417      2.197    164.125    152.250      4.293      8.972     -0.543      8.972     -0.543
 470.2500       3.852      3.696      0.460    -48.308    123.121      2.197    164.125    152.250      4.409      8.885     -0.616      8.885     -0.616
 470.3750       3.872      3.701      0.469    -48.257    125.121      2.197    164.125    152.250      4.550      8.885     -0.682      8.885     -0.682
 470.5000       3.872      3.710      0.467    -48.340    132.897      2.197    164.125    152.250      4.733      8.924     -0.732      8.924     -0.732
 470.6250       3.857      3.720      0.466    -48.358    135.875      2.197    164.125    152.250      4.941      9.050     -0.778      9.050     -0.778
 470.7500       3.834      3.715      0.467    -48.299    135.562      2.197    164.125    152.250      5.124      9.413     -0.799      9.413     -0.799
 470.8750       3.794      3.682      0.469    -48.213    133.259      2.197    164.125    152.250      5.292     10.016     -0.762     10.016     -0.762
 471.0000       3.697      3.623      0.468    -48.188    125.157      2.197    164.125    152.250      5.477     10.509     -0.689     10.509     -0.689
 471.1250       3.634      3.546      0.469    -48.034    124.461      2.197    164.125    152.250      5.630     10.745     -0.570     10.745     -0.570
 471.2500       3.592      3.501      0.468    -47.761    124.751      2.197    164.125    152.250      5.649     10.856     -0.383     10.856     -0.383
 471.3750       3.583      3.505      0.468    -47.382    125.201      2.197    164.125    152.250      5.496     10.781     -0.056     10.781     -0.056
 471.5000       3.638      3.565      0.466    -47.050    124.706      2.197    164.125    152.250      5.311     10.400      0.317     10.400      0.317
 471.6250       3.778      3.674      0.462    -46.941    123.135      2.197    164.125    152.250      5.239      9.952      0.561      9.952      0.561
 471.7500       3.933      3.802      0.460    -46.966    125.802      2.197    164.125    152.250      5.140      9.237      1.014      9.237      1.014
 471.8750       4.167      3.966      0.458    -47.015    130.273      2.197    164.125    152.250      5.066      8.802      1.524      8.802      1.524
 472.0000       4.355      4.132      0.466    -47.189    131.610      2.197    164.125    153.750      5.007      8.618      2.073      8.618      2.073
 472.1250       4.384      4.190      0.472    -47.419    130.696      2.197    164.125    153.750      4.963      8.634      3.028      8.634      3.028
 472.2500       4.247      4.098      0.470    -47.563    128.009      2.197    164.125    153.750      4.955      8.651      3.266      8.651      3.266
 472.3750       4.079      3.930      0.466    -47.439    122.594      2.197    164.125    153.750      4.947      8.833      3.842      8.833      3.842
 472.5000       3.870      3.741      0.470    -47.490    126.594      2.197    164.125    153.750      4.948      9.011      4.403      9.011      4.403
 472.6250       3.721      3.619      0.468    -47.665    126.096      2.197    164.125    153.750      4.957      9.024      4.937      9.024      4.937
 472.7500       3.706      3.597      0.472    -47.840    128.052      2.197    164.125    153.750      4.983      8.780      5.400      8.780      5.400
 472.8750       3.796      3.655      0.477    -48.022    132.532      2.197    164.125    153.750      4.998      8.443      5.799      8.443      5.799
 473.0000       3.906      3.749      0.475    -48.257    135.933      2.197    164.125    153.750      4.979      8.375      6.171      8.375      6.171
 473.1250       3.922      3.832      0.471    -48.513    132.959      2.197    164.125    153.750      4.943      9.106      6.673      9.106      6.673
 473.2500       4.056      4.007      0.474    -48.650    130.462      2.197    164.125    153.750      4.937      9.325      6.790      9.325      6.790
 473.3750       4.224      4.140      0.476    -48.688    124.021      2.197    164.125    153.750      5.015      9.717      7.050      9.717      7.050
 473.5000       4.452      4.296      0.472    -48.688    121.903      2.197    164.125    153.750      5.137      9.874      7.299      9.874      7.299
 473.6250       4.765      4.554      0.467    -48.688    123.804      2.197    164.125    153.750      5.232     10.072      7.522     10.072      7.522
 473.7500       5.157      4.966      0.471    -48.688    119.758      2.197    164.125    153.750      5.264     10.429      7.729     10.429      7.729
 473.8750       5.335      5.257      0.475    -48.688    118.681      2.197    164.125    153.750      5.266     10.624      7.908     10.624      7.908
 474.0000       5.459      5.494      0.474    -48.431    112.398      2.197    164.125    152.250      5.268     10.440      8.059     10.440      8.059
 474.1250       5.505      5.590      0.472    -48.218    109.877      2.197    164.125    152.250      5.242     10.145      8.182     10.145      8.182
 474.2500       5.477      5.574      0.470    -47.973    109.014      2.197    164.125    152.250      5.159     10.193      8.284     10.193      8.284
 474.3750       5.410      5.521      0.471    -47.602    107.554      2.197    164.125    152.250      5.052     10.616      8.363     10.616      8.363
 474.5000       5.393      5.502      0.473    -47.294    113.195      2.197    164.125    152.250      5.012     10.796      8.418     10.796      8.418
 474.6250       5.260      5.344      0.474    -47.257    116.272      2.197    164.125    152.250      5.043     10.526      8.464     10.526      8.464
 474.7500       5.158      5.178      0.474    -47.363    117.175      2.197    164.125    152.250      5.060     10.223      8.516     10.223      8.516
 474.8750       5.036      4.979      0.472    -47.464    111.882      2.197    164.125    152.250      5.010     10.432      8.566     10.432      8.566
 475.0000       4.852      4.741      0.470    -47.538    104.517      2.197    164.125    152.250      4.953     10.899      8.604     10.899      8.604
 475.1250       4.597      4.482      0.470    -47.662    104.459      2.197    164.125    152.250      4.929     11.199      8.652     11.199      8.652
 475.2500       4.362      4.207      0.465    -47.739    105.536      2.197    164.125    152.250      4.930     11.231      8.699     11.231      8.699
 475.3750       4.217      4.040      0.469    -47.596    116.000      2.197    164.125    152.250      4.904     11.365      8.678     11.365      8.678
 475.5000       4.217      4.035      0.474    -47.531    124.682      2.197    164.125    152.250      4.855     11.694      8.619     11.694      8.619
 475.6250       4.277      4.152      0.475    -47.650    128.712      2.197    164.125    152.250      4.851     11.827      8.550     11.827      8.550
 475.7500       4.356      4.338      0.473    -47.932    128.215      2.197    164.125    152.250      4.862     11.895      8.387     11.895      8.387
 475.8750       4.597      4.583      0.473    -48.214    124.933      2.197    164.125    152.250      4.864     11.926      8.165     11.926      8.165
 476.0000       4.830      4.806      0.474    -48.345    115.101      2.197    104.000    122.000      4.842     12.140      7.895     12.140      7.895
 476.1250       5.107      5.055      0.473    -48.512    110.714      2.197    106.000    124.000      4.824     12.404      7.566     12.404      7.566
 476.2500       5.304      5.311      0.465    -48.552    110.478      2.197    106.000    123.000      4.828     12.513      7.184     12.513      7.184
 476.3750       5.307      5.393      0.463    -48.492    111.671      2.197    105.000    121.000      4.846     12.507      6.779     12.507      6.779
 476.5000       5.042      5.107      0.476    -48.474    112.198      2.197    104.000    121.000      4.855     12.605      6.367     12.605      6.367
 476.6250       4.580      4.716      0.476    -48.526    117.531      2.197    103.000    122.000      4.848     12.845      5.950     12.845      5.950
 476.7500       4.187      4.348      0.474    -48.326    124.323      2.197    102.000    122.000      4.823     13.119      5.525     13.119      5.525
 476.8750       3.837      4.007      0.474    -48.216    132.397      2.197    102.000    123.000      4.779     13.335      5.100     13.335      5.100
 477.0000       3.586      3.726      0.472    -47.993    138.685      2.197    103.000    125.000      4.695     13.604      4.680     13.604      4.680
 477.1250       3.494      3.576      0.471    -47.604    141.047      2.197    103.000    125.000      4.540     14.057      4.256     14.057      4.256
 477.2500       3.605      3.684      0.473    -47.372    139.555      2.197    102.000    122.000      4.311     14.544      3.823     14.544      3.823
 477.3750       3.867      3.887      0.470    -47.090    132.375      2.197    100.000    118.000      4.012     14.334      3.331     14.334      3.331
 477.5000       3.937      3.966      0.470    -46.828    128.441      2.197    100.000    115.000      3.726     13.498      2.867     13.498      2.867
 477.6250       4.054      4.048      0.470    -46.733    124.924      2.197    101.000    113.000      3.603     12.865      2.683     12.865      2.683
 477.7500       4.207      4.185      0.469    -46.813    121.821      2.197    102.000    113.000      3.436     11.902      2.445     11.902      2.445
 477.8750       4.300      4.373      0.466    -46.993    120.727      2.197    101.000    116.000      3.329     11.118      2.249     11.118      2.249
 478.0000       4.452      4.560      0.463    -47.172    123.804      2.197     98.000    120.000      3.249     10.449      2.067     10.449      2.067
 478.1250       4.725      4.765      0.469    -47.211    118.754      2.197     95.000    122.000      3.177      9.900      1.922      9.900      1.922
 478.2500       5.030      5.078      0.468    -47.290    119.916      2.197     93.000    123.000      3.112      9.427      1.830      9.427      1.830
 478.3750       5.193      5.305      0.469    -47.319    123.439      2.197     91.000    122.000      3.093      8.881      1.767      8.881      1.767
 478.5000       5.221      5.411      0.471    -47.288    126.445      2.197     94.000    124.000      3.107      8.310      1.689      8.310      1.689
 478.6250       5.349      5.590      0.466    -47.326    129.897      2.197     94.000    124.000      3.109      7.922      1.570      7.922      1.570
 478.7500       5.497      5.782      0.465    -47.685    127.128      2.197     91.000    123.000      3.090      7.832      1.396      7.832      1.396
 478.8750       5.707      5.901      0.466    -47.918    115.714      2.197     94.000    117.000      3.070      7.908      1.209      7.908      1.209
 479.0000       5.612      5.790      0.470    -48.108    108.684      2.197     98.000    109.000      3.061      7.896      1.039      7.896      1.039
 479.1250       5.431      5.647      0.470    -48.248    109.516      2.197     97.000    106.000      3.067      7.731      0.888      7.731      0.888
 479.2500       5.385      5.620      0.465    -48.313    116.152      2.197    102.000    100.000      3.080      7.471      0.756      7.471      0.756
 479.3750       4.969      5.240      0.466    -48.313    122.101      2.197    103.000     96.000      3.084      7.256      0.652      7.256      0.652
 479.5000       4.447      4.595      0.461    -48.313    122.052      2.197    100.000     94.000      3.089      7.106      0.567      7.106      0.567
 479.6250       4.265      4.446      0.456    -48.313    121.494      2.197     96.000     94.000      3.134      6.855      0.509      6.855      0.509
 479.7500       4.223      4.453      0.454    -48.364    122.835      2.197     92.000    108.000      3.227      6.395      0.482      6.395      0.482
 479.8750       4.126      4.410      0.455    -48.358    128.107      2.197     87.000    110.000      3.300      6.012      0.465      6.012      0.465
 480.0000       3.873      4.340      0.457    -48.066    137.902      2.197     85.000     77.000      3.273      6.023      0.439      6.023      0.439
 480.1250       3.531      4.119      0.453    -47.630    140.261      2.197     84.000    101.000      3.210      6.243      0.413      6.243      0.413
 480.2500       3.447      4.094      0.453    -47.281    141.666      2.197     83.000     97.000      3.208      6.257      0.403      6.257      0.403
 480.3750       3.231      3.881      0.451    -46.979    136.659      2.197     80.000     84.000      3.238      5.997      0.384      5.997      0.384
 480.5000       2.978      3.616      0.449    -46.739    130.097      2.197     78.000     78.000      3.252      5.851      0.354      5.851      0.354
 480.6250       2.903      3.525      0.449    -46.599    126.216      2.197     76.000     71.000      3.290      5.918      0.319      5.918      0.319
 480.7500       3.150      3.686      0.452    -46.624    120.370      2.197     78.000     68.000      3.364      6.016      0.268      6.016      0.268
 480.8750       3.486      4.083      0.451    -46.873    121.628      2.197     83.000     75.000      3.446      5.991      0.207      5.991      0.207
 481.0000       3.999      4.693      0.451    -46.976    122.462      2.197     88.000     87.000      3.497      5.913      0.143      5.913      0.143
 481.1250       4.765      5.667      0.452    -47.000    120.652      2.197     88.000     92.000      3.527      5.853      0.065      5.853      0.065
 481.2500       5.812      6.994      0.452    -46.992    114.380      2.197     84.000     90.000      3.552      5.838     -0.031      5.838     -0.031
 481.3750       7.092      8.487      0.451    -46.971    102.962      2.197     80.000     84.000      3.573      5.853     -0.127      5.853     -0.127
 481.5000       8.364      9.655      0.452    -46.997     91.218      2.197     80.000     79.000      3.586      5.872     -0.208      5.872     -0.208
 481.6250       9.467     10.761      0.454    -47.045     85.038      2.197     79.000     75.000      3.592      5.900     -0.279      5.900     -0.279
 481.7500       9.908     11.248      0.452    -47.264     85.005      2.197     78.000     75.000      3.587      5.955     -0.336      5.955     -0.336
 481.8750       9.938     11.229      0.449    -47.615     84.784      2.197     79.000     76.000      3.570      5.996     -0.372      5.996     -0.372
 482.0000       9.924     11.037      0.449    -47.960     81.298      2.197     81.000     78.000      3.555      5.957     -0.400      5.957     -0.400
 482.1250      10.107     11.096      0.459    -48.062     80.067      2.197     84.000     81.000      3.549      5.851     -0.418      5.851     -0.418
 482.2500      10.259     11.026      0.473    -48.063     77.049      2.197     86.000     84.000      3.561      5.739     -0.427      5.739     -0.427
 482.3750      11.065     11.489      0.480    -48.063     82.394      2.197     86.000     87.000      3.591      5.612     -0.425      5.612     -0.425
 482.5000      12.775     12.746      0.484    -48.077     87.503      2.197     84.000     87.000      3.631      5.455     -0.418      5.455     -0.418
 482.6250      15.181     14.835      0.486    -48.068     89.186      2.197     83.000     84.000      3.657      5.342     -0.424      5.342     -0.424
 482.7500      17.909     17.608      0.486    -47.994     87.444      2.197     83.000     82.000      3.674      5.304     -0.451      5.304     -0.451
 482.8750      21.160     20.758      0.487    -47.943     79.751      2.197     88.000     83.000      3.749      5.333     -0.471      5.333     -0.471
 483.0000      25.156     23.897      0.490    -47.660     77.334      2.197     94.000     87.000      3.827      5.481     -0.476      5.481     -0.476
 483.1250      26.573     24.506      0.492    -47.231     79.748      2.197     99.000     96.000      3.880      5.846     -0.480      5.846     -0.480
 483.2500      26.083     23.837      0.493    -46.839     83.969      2.197     98.000    101.000      3.909      6.404     -0.500      6.404     -0.500
 483.3750      25.405     23.289      0.494    -46.600     87.124      2.197     94.000     97.000      3.908      6.900     -0.511      6.900     -0.511
 483.5000      26.579     23.500      0.491    -46.497     87.607      2.197     90.000     89.000      3.935      7.110     -0.497      7.110     -0.497
 483.6250      26.281     23.363      0.488    -46.369     86.838      2.197     89.000     87.000      4.005      7.048     -0.470      7.048     -0.470
 483.7500      26.958     23.158      0.484    -46.241     84.665      2.197     90.000     88.000      4.095      6.965     -0.439      6.965     -0.439
 483.8750      25.318     21.571      0.482    -46.263     86.209      2.197     90.000     89.000      4.179      7.171     -0.427      7.171     -0.427
 484.0000      20.750     18.307      0.483    -46.316     90.299      2.197     87.000     12.891      4.265      7.576     -0.427      7.576     -0.427
 484.1250      14.503     13.912      0.485    -46.220     94.234      2.197     85.000     12.891      4.346      7.973     -0.422      7.973     -0.422
 484.2500       9.726     10.062      0.486    -46.014    100.439      2.197     90.000     12.891      4.400      8.225     -0.409      8.225     -0.409
 484.3750       7.424      7.710      0.482    -45.953     94.038      2.197     93.000     12.891      4.420      8.302     -0.424      8.302     -0.424
 484.5000       6.240      6.333      0.482    -45.956     91.512      2.197     93.000     12.891      4.422      8.310     -0.476      8.310     -0.476
 484.6250       5.612      5.598      0.482    -45.969     88.921      2.197     92.000     12.891      4.392      8.328     -0.532      8.328     -0.532
 484.7500       5.323      5.334      0.482    -45.989     87.027      2.197     93.000     12.891      4.317      8.383     -0.573      8.383     -0.573
 484.8750       5.488      5.559      0.481    -46.074     92.432      2.197     94.000     12.891      4.210      8.316     -0.586      8.316     -0.586
 485.0000       5.807      5.805      0.484    -46.305     88.637      2.197     93.000     12.891      4.117      7.944     -0.586      7.944     -0.586
 485.1250       5.761      5.763      0.483    -46.280     87.573      2.197     92.000     12.891      4.042      7.304     -0.595      7.304     -0.595
 485.2500       5.755      5.656      0.481    -46.108     88.161      2.197     92.000     12.891      3.967      6.681     -0.622      6.681     -0.622
 485.3750       5.882      5.684      0.481    -45.969     87.744      2.197     94.000     12.891      3.860      6.381     -0.616      6.381     -0.616
 485.5000       6.067      5.883      0.482    -45.955     85.188      2.197     97.000     12.891      3.857      6.412     -0.610      6.412     -0.610
 485.6250       6.099      5.879      0.480    -45.878     84.829      2.197     98.000     12.891      3.874      6.491     -0.595      6.491     -0.595
 485.7500       6.546      6.220      0.477    -45.704     83.882      2.197     95.000     12.891      3.924      6.538     -0.598      6.538     -0.598
 485.8750       7.216      6.683      0.478    -45.373     85.664      2.197     93.000     12.891      3.980      6.584     -0.628      6.584     -0.628
 486.0000       7.558      6.884      0.480    -45.002     86.044      2.197     98.000     13.000      4.031      6.711     -0.662      6.711     -0.662
 486.1250       7.414      6.693      0.481    -44.597     85.194      2.197     99.000     13.000      4.135      7.096     -0.714      7.096     -0.714
 486.2500       7.016      6.250      0.479    -44.090     86.563      2.197     93.000     13.000      4.163      7.199     -0.726      7.199     -0.726
 486.3750       6.797      5.936      0.482    -43.654     86.563      2.197     87.000     13.000      4.277      7.465     -0.757      7.465     -0.757
 486.5000       6.579      5.616      0.483    -43.505     89.124      2.197     81.000     13.000      4.395      7.709     -0.781      7.709     -0.781
 486.6250       6.397      5.413      0.481    -43.452     89.331      2.197     82.000     13.000      4.499      7.945     -0.782      7.945     -0.782
 486.7500       6.518      5.437      0.478    -43.384     87.916      2.197     86.000     13.000      4.536      8.209     -0.738      8.209     -0.738
 486.8750       7.089      5.728      0.475    -43.281     86.574      2.197     87.000     13.000      4.463      8.470     -0.669      8.470     -0.669
 487.0000       7.892      6.195      0.475    -43.281     86.010      2.197     83.000     13.000      4.319      8.576     -0.594      8.576     -0.594
 487.1250       7.044      5.568      0.475    -43.256     84.791      2.197     79.000     13.000      4.161      8.394     -0.501      8.394     -0.501
 487.2500       6.150      4.803      0.475    -43.113     88.455      2.197     80.000     13.000      4.013      7.957     -0.396      7.957     -0.396
 487.3750       5.264      4.039      0.475    -43.073     89.834      2.197     83.000     13.000      3.887      7.462     -0.271      7.462     -0.271
 487.5000       4.416      3.356      0.474    -43.175     87.504      2.197     88.000     13.000      3.770      7.088     -0.137      7.088     -0.137
 487.6250       3.679      2.820      0.476    -43.329     83.854      2.197     87.000     13.000      3.612      6.712      0.030      6.712      0.030
 487.7500       3.393      2.625      0.476    -43.483     78.418      2.197     80.000     13.000      3.576      6.628      0.067      6.628      0.067
 487.8750       3.212      2.495      0.472    -43.568     78.678      2.197     74.000     13.000      3.525      6.433      0.130      6.433      0.130
 488.0000       3.136      2.406      0.470    -43.713     76.199      2.197     69.000     12.891      3.497      6.325      0.162      6.325      0.162
 488.1250       3.136      2.371      0.470    -43.790     72.545      2.197     67.000     12.891      3.494      6.325      0.185      6.325      0.185
 488.2500       3.175      2.380      0.470    -43.703     69.969      2.197     73.000     12.891      3.513      6.378      0.189      6.378      0.189
 488.3750       3.217      2.390      0.469    -43.499     68.820      2.197     85.000     12.891      3.532      6.470      0.141      6.470      0.141
 488.5000       3.278      2.394      0.466    -43.448     75.948      2.197     84.000     12.891      3.538      6.585      0.073      6.585      0.073
 488.6250       3.318      2.402      0.466    -43.478     77.843      2.197     81.000     12.891      3.529      6.648      0.046      6.648      0.046
 488.7500       3.257      2.367      0.467    -43.324     78.268      2.197     79.000     12.891      3.513      6.727     -0.012      6.727     -0.012
 488.8750       3.144      2.289      0.466    -42.998     76.397      2.197     75.000     12.891      3.507      6.750     -0.053      6.750     -0.053
 489.0000       3.075      2.202      0.466    -42.649     71.886      2.197     81.000     12.891      3.518      6.725     -0.082      6.725     -0.082
 489.1250       3.056      2.177      0.464    -42.367     76.604      2.197     91.000     12.891      3.538      6.647     -0.121      6.647     -0.121
 489.2500       3.165      2.229      0.464    -41.993     75.363      2.197     84.000     12.891      3.555      6.525     -0.147      6.525     -0.147
 489.3750       3.262      2.267      0.467    -41.679     77.550      2.197     85.000     12.891      3.574      6.379     -0.175      6.379     -0.175
 489.5000       3.350      2.300      0.468    -41.592     78.846      2.197     88.000     12.891      3.601      6.240     -0.204      6.240     -0.204
 489.6250       3.425      2.335      0.466    -41.714     77.153      2.197     90.000     12.891      3.688      6.070     -0.270      6.070     -0.270
 489.7500       3.453      2.355      0.464    -41.813     75.320      2.197     91.000     12.891      3.712      6.032     -0.287      6.032     -0.287
 489.8750       3.426      2.325      0.465    -41.813     73.833      2.197     90.000     12.891      3.806      5.989     -0.308      5.989     -0.308
 490.0000       3.369      2.277      0.466    -41.771     70.121      2.197     84.000     12.891      3.917      5.993     -0.308      5.993     -0.308
 490.1250       3.321      2.239      0.467    -41.750     69.145      2.197     73.000     12.891      4.053      5.987     -0.267      5.987     -0.267
 490.2500       3.288      2.225      0.467    -41.779     70.813      2.197     68.000     12.891      4.231      5.921     -0.195      5.921     -0.195
 490.3750       3.280      2.235      0.464    -41.868     72.834      2.197     67.000     12.891      4.419      5.976     -0.088      5.976     -0.088
 490.5000       3.378      2.254      0.462    -42.022     72.578      2.197     72.000     12.891      4.567      6.359      0.068      6.359      0.068
 490.6250       3.392      2.280      0.465    -42.297     72.611      2.197     76.000     12.891      4.693      7.007      0.279      7.007      0.279
 490.7500       3.450      2.341      0.465    -42.468     73.737      2.197     78.000     12.891      4.793      7.638      0.532      7.638      0.532
 490.8750       3.530      2.406      0.467    -42.544     75.482      2.197     80.000     12.891      4.803      7.970      0.823      7.970      0.823
 491.0000       3.584      2.447      0.467    -42.621     75.778      2.197     81.000     12.891      4.753      7.924      1.160      7.924      1.160
 491.1250       3.565      2.448      0.462    -42.807     71.792      2.197     80.000     12.891      4.698      6.867      1.769      6.867      1.769
 491.2500       3.511      2.415      0.469    -42.730     65.844      2.197     75.000     12.891      4.689      6.556      1.923      6.556      1.923
 491.3750       3.432      2.381      0.468    -42.675     63.307      2.197     72.000     12.891      4.636      5.940      2.385      5.940      2.385
 491.5000       3.347      2.341      0.468    -42.672     64.964      2.197     73.000     12.891      4.517      5.975      2.884      5.975      2.884
 491.6250       3.258      2.299      0.468    -42.708     67.875      2.197     73.000     12.891      4.408      6.472      3.434      6.472      3.434
 491.7500       3.170      2.260      0.469    -42.692     70.048      2.197     70.000     12.891      4.384      6.930      4.016      6.930      4.016
 491.8750       3.118      2.240      0.467    -42.385     74.304      2.197     67.000     12.891      4.434      7.029      4.661      7.029      4.661
 492.0000       3.117      2.222      0.467    -41.978     73.593      2.197    347.000      1.831      4.503      6.985      5.334      6.985      5.334
 492.1250       2.998      2.178      0.467    -41.663     70.990      2.197    347.000      1.831      4.583      6.985      6.039      6.985      6.039
 492.2500       2.889      2.139      0.469    -41.368     67.375      2.197    347.000      1.831      4.670      7.078      6.749      7.078      6.749
 492.3750       2.853      2.137      0.470    -41.132     63.439      2.197    347.000      1.831      4.759      7.200      7.448      7.200      7.448
 492.5000       2.889      2.184      0.468    -41.070     59.880      2.197    347.000      1.831      4.849      7.290      8.115      7.290      8.115
 492.6250       2.940      2.264      0.466    -41.147     58.598      2.197    347.000      1.831      4.922      7.380      8.733      7.380      8.733
 492.7500       3.112      2.431      0.466    -41.403     62.072      2.197    347.000      1.831      4.975      7.508      9.304      7.508      9.304
 492.8750       3.386      2.664      0.466    -41.467     66.511      2.197    347.000      1.831      5.041      7.641      9.771      7.641      9.771
 493.0000       3.662      2.872      0.467    -41.426     70.859      2.197    347.000      1.831      5.140      7.737     10.167      7.737     10.167
 493.1250       3.869      3.015      0.470    -41.428     73.240      2.197    347.000      1.831      5.259      7.875     10.499      7.875     10.499
 493.2500       4.043      3.177      0.473    -41.531     69.701      2.197    347.000      1.831      5.403      8.210     10.749      8.210     10.749
 493.3750       4.227      3.314      0.472    -41.710     65.499      2.197    347.000      1.831      5.579      8.806     10.929      8.806     10.929
 493.5000       4.412      3.475      0.474    -41.830     63.945      2.197    347.000      1.831      5.792      9.416     11.044      9.416     11.044
 493.6250       4.919      3.952      0.478    -42.018     65.441      2.197    347.000      1.831      6.015      9.808     11.105      9.808     11.105
 493.7500       5.965      4.764      0.481    -42.292     68.374      2.197    347.000      1.831      6.197      9.887     11.132      9.887     11.132
 493.8750       7.778      5.833      0.479    -42.581     70.437      2.197    347.000      1.831      6.309      9.750     11.129      9.750     11.129
 494.0000      11.127      7.443      0.485    -42.735     71.462      2.197    349.750      1.836      6.368      9.625     11.105      9.625     11.105
 494.1250      17.194     11.488      0.487    -42.727     65.988      2.197    349.750      1.836      6.389      9.620     11.048      9.620     11.048
 494.2500      17.832     12.632      0.488    -42.771     64.558      2.197    349.750      1.836      6.399      9.763     10.980      9.763     10.980
 494.3750      13.894     10.203      0.487    -42.813     64.456      2.197    349.750      1.836      6.409     10.067     10.908     10.067     10.908
 494.5000       8.530      6.069      0.487    -42.800     63.848      2.197    349.750      1.836      6.419     10.529     10.827     10.529     10.827
 494.6250       5.581      4.215      0.491    -42.746     64.986      2.197    349.750      1.836      6.430     11.115     10.746     11.115     10.746
