FORWARD_TEXT_FORMAT_1.0
STDEP =   290.0000
ENDEP =  2716.0000
RLEV  =     0.1250
CURVENAME =  RT, RI, RXO, CALI, AC, GR, DEN, CNL, R025, RA2, BZSP, R2M, SP
END
#DEPTH            RT         RI        RXO       CALI         AC         GR        DEN        CNL       R025        RA2       BZSP        R2M         SP
2036.7500      10.697     10.572     22.360    -39.794     90.926     12.205     12.283      2.596      4.304      3.631    -17.379      3.631    -17.379
2036.8750      10.081     10.063     12.270    -39.871    100.054     12.218     12.296      2.599      4.328      3.713    -17.419      3.713    -17.419
2037.0000       8.841      8.881     12.498    -39.973    104.110     12.243     12.291      2.597      4.370      3.852    -17.556      3.852    -17.556
2037.1250       8.103      8.153     16.127    -40.075    103.172     12.255     12.284      2.595      4.416      4.026    -17.776      4.026    -17.776
2037.2500       8.174      8.194     20.026    -40.204     97.450     12.251     12.268      2.589      4.439      4.212    -18.074      4.212    -18.074
2037.3750       8.981      8.923     22.621    -40.320     90.543     12.240     12.241      2.582      4.421      4.411    -18.473      4.411    -18.473
2037.5000      10.166      9.987     23.698    -40.353     87.626     12.234     12.211      2.587      4.374      4.647    -18.978      4.647    -18.978
2037.6250      11.559     11.388     22.569    -40.481     83.319     12.234     12.218      2.594      4.311      4.927    -19.597      4.927    -19.597
2037.7500      11.968     11.749     24.698    -40.544     83.038     12.218     12.252      2.594      4.243      5.215    -20.301      5.215    -20.301
2037.8750      11.705     11.529     20.284    -40.546     84.229     12.207     12.266      2.589      4.159      5.446    -21.089      5.446    -21.089
2038.0000      11.227     11.075     15.397    -40.553     86.254     12.208     12.260      2.583      4.054      5.608    -21.921      5.608    -21.921
2038.1250      10.764     10.561     16.157    -40.589     89.223     12.221     12.250      2.579      3.929      5.725    -22.772      5.725    -22.772
2038.2500       9.937      9.827     19.644    -40.563     93.838     12.234     12.250      2.575      3.780      5.832    -23.607      5.832    -23.607
2038.3750       9.227      9.184     16.896    -40.487     94.339     12.234     12.263      2.576      3.616      5.909    -24.379      5.909    -24.379
2038.5000       8.985      8.942     12.847    -40.547     98.412     12.234     12.266      2.574      3.452      5.858    -25.063      5.858    -25.063
2038.6250       8.771      8.714     11.892    -40.621    101.173     12.234     12.259      2.579      3.314      5.601    -25.640      5.601    -25.640
2038.7500       8.512      8.465     13.481    -40.697    100.907     12.234     12.254      2.585      3.210      5.196    -26.114      5.196    -26.114
2038.8750       8.385      8.382     14.262    -40.815     98.855     12.234     12.266      2.584      3.152      4.823    -26.456      4.823    -26.456
2039.0000       8.392      8.409     15.153    -40.841     98.649     12.234     12.266      2.583      3.130      4.575    -26.703      4.575    -26.703
2039.1250       8.349      8.275     12.626    -40.912     97.270     12.234     12.266      2.579      3.123      4.433    -26.872      4.433    -26.872
2039.2500       8.114      8.136     11.914    -41.005     99.942     12.217     12.278      2.579      3.118      4.363    -26.986      4.363    -26.986
2039.3750       7.960      8.046     12.472    -41.142     99.988     12.183     12.281      2.579      3.093      4.332    -27.064      4.332    -27.064
2039.5000       8.050      8.051     13.509    -41.299     95.352     12.148     12.266      2.575      3.051      4.280    -27.111      4.280    -27.111
2039.6250       8.217      8.214     15.659    -41.376     95.225     12.149     12.266      2.571      2.989      4.180    -27.140      4.180    -27.140
2039.7500       8.717      8.729     16.082    -41.530     90.917     12.194     12.266      2.568      2.922      4.049    -27.151      4.049    -27.151
2039.8750       9.272      9.211     16.313    -41.563     90.646     12.213     12.266      2.575      2.870      3.929    -27.156      3.929    -27.156
2040.0000       9.718      9.607     14.981    -41.577     89.461     12.226     12.266      2.582      2.844      3.826    -27.142      3.826    -27.142
2040.1250       9.855      9.729     13.094    -41.594     88.044     12.234     12.266      2.588      2.834      3.728    -27.119      3.728    -27.119
2040.2500       9.612      9.463     12.443    -41.590     89.328     12.235     12.266      2.593      2.831      3.641    -27.090      3.641    -27.090
2040.3750       9.542      9.344     12.668    -41.565     92.353     12.242     12.266      2.597      2.833      3.592    -27.044      3.592    -27.044
2040.5000       9.598      9.372     13.413    -41.516     95.425     12.236     12.271      2.593      2.834      3.581    -26.992      3.581    -26.992
2040.6250       9.746      9.489     14.445    -41.465     94.850     12.234     12.273      2.589      2.837      3.567    -26.927      3.567    -26.927
2040.7500      10.175      9.856     15.374    -41.413     92.597     12.228     12.273      2.589      2.841      3.508    -26.864      3.508    -26.864
2040.8750      10.910     10.520     16.206    -41.368     89.664     12.215     12.273      2.596      2.853      3.395    -26.814      3.395    -26.814
2041.0000      11.722     11.329     17.382    -41.345     84.974     12.203     12.273      2.608      2.874      3.288    -26.782      3.288    -26.782
2041.1250      12.022     11.702     16.690    -41.370     82.461     12.196     12.267      2.614      2.911      3.231    -26.773      3.231    -26.773
2041.2500      11.382     11.129     16.218    -41.458     81.917     12.201     12.266      2.612      2.961      3.231    -26.797      3.231    -26.797
2041.3750      10.390     10.172     15.592    -41.530     85.742     12.203     12.266      2.605      3.017      3.255    -26.857      3.255    -26.857
2041.5000       9.502      9.344     15.661    -41.572     92.774     12.198     12.266      2.598      3.066      3.265    -26.950      3.265    -26.950
2041.6250       8.977      8.933     17.443    -41.594     99.934     12.194     12.272      2.594      3.105      3.264    -27.066      3.264    -27.066
2041.7500       8.641      8.602     21.033    -41.594    103.114     12.232     12.310      2.592      3.134      3.267    -27.200      3.267    -27.200
2041.8750       8.546      8.462     27.296    -41.786    102.447     12.234     12.319      2.589      3.150      3.279    -27.345      3.279    -27.345
2042.0000       9.079      8.912     34.187    -41.881    100.934     12.225     12.316      2.595      3.156      3.287    -27.490      3.287    -27.490
2042.1250       9.508      9.327     29.898    -41.945    100.806     12.219     12.316      2.599      3.150      3.279    -27.625      3.279    -27.625
2042.2500       9.432      9.303     16.989    -42.007    101.313     12.219     12.313      2.602      3.133      3.254    -27.731      3.254    -27.731
2042.3750       8.971      8.853     11.569    -42.031     99.350     12.218     12.288      2.612      3.099      3.224    -27.808      3.224    -27.808
2042.5000       8.906      8.856     13.870    -42.031     97.863     12.198     12.275      2.606      3.060      3.194    -27.856      3.194    -27.856
2042.6250       8.953      8.879     15.875    -42.031     93.060     12.201     12.268      2.605      3.019      3.158    -27.885      3.158    -27.885
2042.7500       8.948      8.865     20.060    -41.999     93.230     12.211     12.226      2.600      2.985      3.111    -27.877      3.111    -27.877
2042.8750       9.118      9.029     21.431    -41.969     95.519     12.211     12.169      2.596      2.968      3.075    -27.827      3.075    -27.827
2043.0000       9.513      9.400     16.968    -41.950     96.086     12.194     12.132      2.594      2.966      3.069    -27.746      3.069    -27.746
2043.1250       9.453      9.349     13.814    -41.847     97.573     12.188     12.125      2.587      2.977      3.095    -27.633      3.095    -27.633
2043.2500       9.128      9.024     12.151    -41.844     95.646     12.194     12.125      2.585      2.996      3.141    -27.505      3.141    -27.505
2043.3750       8.908      8.819     12.785    -41.805     95.393     12.200     12.125      2.572      3.017      3.198    -27.368      3.198    -27.368
2043.5000       8.817      8.736     14.006    -41.795     96.834     12.203     12.125      2.560      3.038      3.291    -27.227      3.291    -27.227
2043.6250       8.906      8.788     15.102    -41.805     97.359     12.188     12.125      2.552      3.049      3.442    -27.078      3.442    -27.078
2043.7500       9.244      9.027     16.189    -41.788     93.510     12.142     12.125      2.549      3.054      3.605    -26.925      3.605    -26.925
2043.8750       9.882      9.632     16.381    -41.865     88.536     12.155     12.125      2.565      3.046      3.669    -26.780      3.669    -26.780
2044.0000      10.198     10.011     16.373    -41.942     86.763     12.134     12.125      2.571      3.003      3.618    -26.635      3.618    -26.635
2044.1250      10.252     10.067     19.495    -42.019     90.203     12.125     12.121      2.577      2.930      3.496    -26.495      3.496    -26.495
2044.2500      10.179      9.981     19.766    -42.063     94.661     12.119     12.120      2.583      2.848      3.331    -26.352      3.331    -26.352
2044.3750      10.120      9.940     15.199    -42.068     96.649     12.116     12.125      2.585      2.764      3.122    -26.187      3.122    -26.187
2044.5000      10.180      9.993     15.033    -42.094     97.059     12.148     12.125      2.586      2.687      2.917    -25.992      2.917    -25.992
2044.6250       9.739      9.464     16.914    -42.221     92.839     12.148     12.125      2.572      2.609      2.708    -25.609      2.708    -25.609
2044.7500       9.711      9.499     16.456    -42.290     95.365     12.153     12.125      2.572      2.592      2.664    -25.510      2.664    -25.510
2044.8750       9.767      9.606     15.160    -42.313     95.589     12.153     12.189      2.577      2.587      2.612    -25.214      2.612    -25.214
2045.0000       9.773      9.630     14.942    -42.313     93.420     12.155     12.285      2.580      2.605      2.578    -24.888      2.578    -24.888
2045.1250       9.854      9.738     16.772    -42.313     92.885     12.178     12.338      2.579      2.642      2.555    -24.548      2.555    -24.548
2045.2500      10.801     10.629     16.156    -42.313     88.628     12.229     12.357      2.579      2.702      2.552    -24.199      2.552    -24.199
2045.3750      11.007     10.843     19.042    -42.221     86.854     12.234     12.377      2.571      2.792      2.597    -23.864      2.597    -23.864
2045.5000      10.709     10.558     16.944    -42.170     86.236     12.239     12.383      2.572      2.917      2.720    -23.592      2.720    -23.592
2045.6250      10.226     10.146     13.353    -42.086     85.748     12.248     12.386      2.576      3.083      2.944    -23.392      2.944    -23.392
2045.7500       9.719      9.766     11.250    -41.938     86.221     12.275     12.388      2.577      3.289      3.254    -23.265      3.254    -23.265
2045.8750       9.084      9.214      9.966    -41.813     90.747     12.344     12.375      2.578      3.535      3.584    -23.210      3.584    -23.210
2046.0000       8.422      8.546     10.921    -41.813     93.516     12.337     12.388      2.581      3.762      3.848    -23.232      3.848    -23.232
2046.1250       8.169      8.247     10.791    -41.833     97.872     12.341     12.391      2.583      3.931      4.007    -23.304      4.007    -23.304
2046.2500       8.315      8.369     11.759    -41.829    101.362     12.344     12.383      2.585      4.027      4.048    -23.418      4.048    -23.418
2046.3750       8.624      8.665     13.349    -41.813    103.111     12.339     12.380      2.588      4.049      3.974    -23.554      3.974    -23.554
2046.5000       8.863      8.873     14.188    -41.813    103.302     12.320     12.391      2.592      4.017      3.855    -23.680      3.855    -23.680
2046.6250       9.246      9.256     14.297    -41.813    102.789     12.262     12.391      2.600      3.879      3.693    -23.830      3.693    -23.830
2046.7500       9.693      9.682     15.921    -41.836    101.044     12.258     12.402      2.608      3.841      3.656    -23.863      3.656    -23.863
2046.8750       9.675      9.650     16.528    -41.844    100.717     12.258     12.406      2.604      3.730      3.582    -23.912      3.582    -23.912
2047.0000       9.410      9.390     15.409    -41.844    101.174     12.270     12.406      2.596      3.624      3.505    -23.933      3.505    -23.933
2047.1250       9.139      9.151     13.105    -41.892    101.186     12.292     12.406      2.591      3.536      3.437    -23.932      3.437    -23.932
2047.2500       9.004      9.069     11.442    -42.065     99.480     12.306     12.406      2.588      3.466      3.392    -23.918      3.392    -23.918
2047.3750       9.021      9.066     15.371    -42.116     96.249     12.338     12.406      2.599      3.416      3.381    -23.901      3.381    -23.901
2047.5000       9.094      9.142     14.141    -42.104     94.755     12.349     12.459      2.609      3.393      3.394    -23.881      3.394    -23.881
2047.6250       9.064      9.128     14.363    -42.000     95.185     12.348     12.500      2.613      3.400      3.445    -23.885      3.445    -23.885
2047.7500       8.921      9.006     17.843    -41.886     98.414     12.356     12.516      2.611      3.424      3.562    -23.930      3.562    -23.930
2047.8750       8.779      8.873     22.839    -41.848    103.629     12.388     12.516      2.604      3.466      3.770    -24.037      3.770    -24.037
2048.0000       8.942      9.000     22.814    -41.874    104.757     12.420     12.516      2.596      3.513      4.035    -24.193      4.035    -24.193
2048.1250       9.018      9.025     21.886    -41.777    105.593     12.410     12.546      2.596      3.551      4.309    -24.403      4.309    -24.403
2048.2500       9.324      9.270     18.094    -41.637    101.568     12.439     12.588      2.595      3.570      4.540    -24.669      4.540    -24.669
2048.3750       9.945      9.843     14.759    -41.483     96.142     12.481     12.639      2.596      3.558      4.663    -24.994      4.663    -24.994
2048.5000      10.399     10.276     14.058    -41.368     91.980     12.512     12.683      2.598      3.506      4.680    -25.340      4.680    -25.340
2048.6250       9.949      9.831     15.941    -41.346     90.125     12.526     12.700      2.595      3.425      4.619    -25.690      4.619    -25.690
2048.7500       9.684      9.563     13.255    -41.371     90.125     12.558     12.757      2.598      3.327      4.517    -26.029      4.517    -26.029
2048.8750       9.882      9.708     12.527    -41.353     94.590     12.579     12.760      2.589      3.240      4.392    -26.329      4.392    -26.329
2049.0000      10.125      9.899     12.901    -41.295     94.189     12.606     12.770      2.591      3.163      4.261    -26.596      4.261    -26.596
2049.1250      10.386     10.094     14.036    -41.229     92.126     12.636     12.765      2.599      3.089      4.132    -26.817      4.132    -26.817
2049.2500      10.807     10.420     15.543    -41.172     91.471     12.650     12.734      2.607      3.018      4.014    -26.993      4.014    -26.993
2049.3750      11.658     11.158     16.709    -41.095     87.522     12.618     12.734      2.608      2.947      3.901    -27.108      3.901    -27.108
2049.5000      12.429     11.877     18.466    -41.094     87.036     12.611     12.709      2.609      2.881      3.772    -27.191      3.772    -27.191
2049.6250      12.511     11.899     18.472    -41.094     85.223     12.609     12.698      2.605      2.832      3.632    -27.246      3.632    -27.246
2049.7500      12.545     11.916     17.719    -41.080     84.105     12.620     12.730      2.598      2.803      3.517    -27.279      3.517    -27.279
2049.8750      12.509     11.920     16.712    -41.063     84.329     12.633     12.790      2.588      2.796      3.466    -27.308      3.466    -27.308
2050.0000      12.012     11.481     15.988    -41.055     85.391     12.636     12.837      2.576      2.797      3.457    -27.334      3.457    -27.334
2050.1250      11.428     10.838     19.263    -40.978     86.775     12.668     12.843      2.561      2.799      3.464    -27.374      3.464    -27.374
2050.2500      11.150     10.661     15.086    -40.923     88.522     12.678     12.844      2.564      2.791      3.470    -27.413      3.470    -27.413
2050.3750      10.921     10.517     14.695    -40.872     89.091     12.680     12.861      2.567      2.766      3.448    -27.470      3.448    -27.470
2050.5000      10.582     10.225     15.377    -40.821     89.542     12.697     12.884      2.574      2.734      3.402    -27.548      3.402    -27.548
2050.6250      10.304      9.961     14.486    -40.741     89.318     12.725     12.907      2.584      2.725      3.365    -27.589      3.365    -27.589
2050.7500      10.706     10.360     13.846    -40.561     84.692     12.719     12.945      2.585      2.717      3.291    -27.664      3.291    -27.664
2050.8750      10.246      9.988     14.076    -40.407     85.204     12.725     12.855      2.581      2.727      3.202    -27.741      3.202    -27.741
2051.0000      10.056      9.798     15.366    -40.214     85.071     12.752     12.836      2.569      2.738      3.118    -27.825      3.118    -27.825
2051.1250      10.092      9.821     14.987    -40.096     87.290     12.780     12.821      2.553      2.749      3.063    -27.904      3.063    -27.904
2051.2500      10.139      9.879     13.733    -40.045     90.357     12.799     12.816      2.545      2.760      3.037    -27.987      3.037    -27.987
2051.3750       9.979      9.749     13.785    -40.003     91.270     12.806     12.846      2.551      2.775      3.012    -28.094      3.012    -28.094
2051.5000       9.755      9.475     14.952    -40.029     91.424     12.812     12.865      2.563      2.793      2.979    -28.194      2.979    -28.194
2051.6250       9.667      9.445     14.821    -40.008     94.705     12.836     12.885      2.580      2.808      2.962    -28.245      2.962    -28.245
2051.7500       9.406      9.203     14.343    -39.911     98.720     12.853     12.891      2.586      2.834      2.953    -28.328      2.953    -28.328
2051.8750       9.047      8.851     13.900    -39.844    100.525     12.862     12.891      2.588      2.865      3.008    -28.411      3.008    -28.411
2052.0000       8.782      8.601     13.553    -39.844     98.117     12.862     12.886      2.590      2.879      3.101    -28.487      3.101    -28.487
2052.1250       8.851      8.676     13.071    -39.841     91.346     12.843     12.866      2.590      2.871      3.168    -28.559      3.168    -28.559
2052.2500       9.264      9.076     13.090    -39.764     88.423     12.811     12.841      2.580      2.833      3.157    -28.621      3.157    -28.621
2052.3750       9.631      9.415     14.848    -39.708     88.417     12.805     12.862      2.567      2.781      3.070    -28.672      3.070    -28.672
2052.5000       9.949      9.714     16.780    -39.657     90.667     12.808     12.886      2.559      2.730      2.973    -28.704      2.973    -28.704
2052.6250      10.097      9.858     17.721    -39.596     93.673     12.808     12.882      2.558      2.689      2.899    -28.722      2.899    -28.722
2052.7500       9.978      9.746     16.978    -39.511     96.167     12.798     12.843      2.562      2.656      2.841    -28.725      2.841    -28.725
2052.8750       9.720      9.512     14.638    -39.383     98.833     12.804     12.836      2.581      2.623      2.782    -28.714      2.782    -28.714
2053.0000       9.194      9.111     13.789    -39.231     97.269     12.805     12.836      2.585      2.584      2.720    -28.682      2.720    -28.682
2053.1250       8.809      8.727     12.703    -39.132     94.870     12.805     12.836      2.588      2.548      2.665    -28.636      2.665    -28.636
2053.2500       8.667      8.586     11.318    -39.068     93.716     12.792     12.836      2.590      2.519      2.617    -28.585      2.617    -28.585
2053.3750       8.687      8.644      9.811    -39.003     95.284     12.772     12.836      2.592      2.506      2.574    -28.533      2.574    -28.533
2053.5000       8.653      8.622      8.721    -38.897     99.828     12.763     12.835      2.594      2.512      2.538    -28.487      2.538    -28.487
2053.6250       8.590      8.577     12.503    -38.743    100.084     12.725     12.822      2.595      2.540      2.518    -28.446      2.518    -28.446
2053.7500       8.947      8.869     12.843    -38.762     99.175     12.724     12.734      2.579      2.586      2.519    -28.420      2.519    -28.420
2053.8750       9.484      9.327     13.234    -38.781     95.044     12.723     12.695      2.568      2.657      2.547    -28.406      2.547    -28.406
2054.0000      10.039      9.810     15.098    -38.761     90.443     12.703     12.688      2.566      2.736      2.616    -28.405      2.616    -28.405
2054.1250      10.527     10.242     18.039    -38.700     87.922     12.662     12.675      2.571      2.807      2.740    -28.417      2.740    -28.417
2054.2500      11.017     10.675     18.924    -38.597     85.820     12.611     12.695      2.584      2.850      2.884    -28.438      2.884    -28.438
2054.3750      12.120     11.580     17.441    -38.767     89.171     12.616     12.658      2.601      2.863      2.947    -28.460      2.947    -28.460
2054.5000      13.196     12.563     16.730    -38.832     89.717     12.612     12.620      2.611      2.843      2.903    -28.472      2.903    -28.472
2054.6250      13.571     12.942     17.349    -38.938     87.506     12.606     12.602      2.609      2.800      2.800    -28.470      2.800    -28.470
2054.7500      13.246     12.678     20.273    -39.078     84.482     12.602     12.613      2.599      2.748      2.700    -28.450      2.700    -28.450
2054.8750      12.719     12.212     24.960    -39.123     83.592     12.600     12.647      2.588      2.699      2.624    -28.412      2.624    -28.412
2055.0000      12.220     11.673     16.345    -39.097     86.771     12.581     12.634      2.573      2.658      2.554    -28.368      2.554    -28.368
2055.1250      11.188     10.700     13.062    -39.116     92.491     12.578     12.627      2.573      2.630      2.492    -28.301      2.492    -28.301
2055.2500       9.930      9.585     12.708    -39.192     95.325     12.578     12.629      2.572      2.622      2.452    -28.212      2.452    -28.212
2055.3750       9.093      8.855     12.664    -39.272     95.473     12.586     12.636      2.575      2.635      2.449    -28.096      2.449    -28.096
2055.5000       8.947      8.718     11.454    -39.313     94.963     12.607     12.643      2.584      2.664      2.463    -27.974      2.463    -27.974
2055.6250       8.919      8.705      9.993    -39.313     96.553     12.633     12.656      2.588      2.709      2.481    -27.843      2.481    -27.843
2055.7500       8.737      8.549     11.558    -39.287     95.747     12.652     12.688      2.589      2.758      2.506    -27.694      2.506    -27.694
2055.8750       8.885      8.634     11.864    -39.182     98.728     12.661     12.685      2.590      2.804      2.554    -27.511      2.554    -27.511
2056.0000       9.119      8.859     11.498    -39.182     98.862     12.678     12.687      2.592      2.844      2.613    -27.291      2.613    -27.291
2056.1250       9.195      8.973     11.210    -39.216     95.802     12.689     12.700      2.590      2.869      2.671    -27.040      2.671    -27.040
2056.2500       8.999      8.777     11.467    -39.125     93.030     12.671     12.709      2.580      2.878      2.728    -26.736      2.728    -26.736
2056.3750       8.985      8.762     11.050    -39.125     92.210     12.665     12.697      2.585      2.870      2.769    -26.382      2.769    -26.382
2056.5000       9.196      8.893     10.893    -39.263     95.527     12.641     12.695      2.573      2.845      2.767    -25.958      2.767    -25.958
2056.6250       9.214      8.870     10.743    -39.313    101.720     12.620     12.687      2.575      2.811      2.716    -25.447      2.716    -25.447
2056.7500       9.141      8.784     11.704    -39.277    104.958     12.595     12.686      2.580      2.774      2.639    -24.839      2.639    -24.839
2056.8750       9.146      8.756     13.177    -39.237    102.986     12.558     12.688      2.581      2.746      2.559    -23.933      2.559    -23.933
2057.0000       9.354      8.844     12.089    -39.315     99.840     12.507     12.656      2.594      2.731      2.490    -22.924      2.490    -22.924
2057.1250       9.577      9.018     10.666    -39.469     97.840     12.488     12.630      2.586      2.738      2.454    -22.328      2.454    -22.328
2057.2500      10.082      9.380     11.661    -39.541     96.290     12.484     12.589      2.575      2.765      2.392    -21.264      2.392    -21.264
2057.3750      10.776      9.912     13.224    -39.577     94.527     12.499     12.563      2.573      2.819      2.352    -20.071      2.352    -20.071
2057.5000      11.660     10.638     13.721    -39.612     92.286     12.516     12.555      2.577      2.901      2.352    -18.777      2.352    -18.777
2057.6250      12.711     11.523     12.657    -39.678     89.722     12.517     12.555      2.582      3.009      2.389    -17.425      2.389    -17.425
2057.7500      13.660     12.229     13.157    -39.832     87.773     12.523     12.555      2.593      3.148      2.453    -16.061      2.453    -16.061
2057.8750      13.048     11.691     13.172    -39.867     90.089     12.547     12.567      2.579      3.338      2.564    -14.736      2.564    -14.736
2058.0000      11.821     10.643     11.062    -39.965     92.611     12.564     12.584      2.575      3.564      2.756    -13.486      2.756    -13.486
2058.1250      10.556      9.629      8.555    -40.056     97.292     12.583     12.637      2.573      3.810      3.027    -12.355      3.027    -12.355
2058.2500       9.489      8.798      6.978    -40.087    103.064     12.602     12.664      2.567      4.052      3.321    -11.376      3.321    -11.376
2058.3750       8.513      7.900      6.639    -40.058    105.315     12.604     12.519      2.566      4.239      3.564    -10.575      3.564    -10.575
2058.5000       8.266      7.635      7.687    -39.955    105.366     12.649     12.429      2.553      4.377      3.739     -9.958      3.739     -9.958
2058.6250       8.589      7.880      8.218    -39.916    102.827     12.715     12.388      2.548      4.486      3.858     -9.514      3.858     -9.514
2058.7500       8.660      7.959      8.438    -40.016    102.969     12.805     12.324      2.543      4.572      3.945     -9.217      3.945     -9.217
2058.8750       8.187      7.565      7.826    -40.145    104.733     12.965     12.344      2.546      4.633      4.031     -9.052      4.031     -9.052
2059.0000       7.265      6.739      6.232    -40.196    105.378     13.205     12.361      2.558      4.693      4.131     -8.994      4.131     -8.994
2059.1250       6.472      6.065      5.175    -40.248    103.942     13.397     11.598      2.533      4.766      4.234     -9.019      4.234     -9.019
2059.2500       5.753      5.370      4.173    -40.348    100.258     13.327     11.550      2.493      4.841      4.332     -9.113      4.332     -9.113
2059.3750       5.185      4.881      5.020    -40.394     97.066     13.215     11.843      2.471      4.908      4.426     -9.306      4.426     -9.306
2059.5000       4.951      4.679      6.039    -40.459     97.882     13.051     12.072      2.479      4.964      4.529     -9.550      4.529     -9.550
2059.6250       4.977      4.676      6.406    -40.584    101.316     12.850     12.138      2.514      5.017      4.660     -9.844      4.660     -9.844
2059.7500       5.007      4.685      6.298    -40.756    102.301     12.690     12.207      2.558      5.074      4.834    -10.193      4.834    -10.193
2059.8750       5.189      4.839      5.853    -40.833    102.147     12.940     12.258      2.566      5.127      5.063    -10.616      5.063    -10.616
2060.0000       5.202      4.894      5.866    -40.997    102.695     13.009     12.255      2.578      5.170      5.364    -11.099      5.364    -11.099
2060.1250       5.261      4.958      5.917    -41.063    104.472     12.742     12.213      2.569      5.187      5.766    -11.647      5.766    -11.647
2060.2500       5.392      5.055      5.968    -41.105    105.211     12.463     12.139      2.548      5.156      6.597    -12.767      6.597    -12.767
2060.3750       5.524      5.152      6.047    -41.208    103.151     12.410     12.106      2.529      5.148      6.663    -12.904      6.663    -12.904
2060.5000       5.497      5.144      6.104    -41.311     99.202     12.353     12.324      2.510      5.109      6.946    -13.595      6.946    -13.595
2060.6250       5.300      4.996      6.168    -41.363     96.561     12.496     12.140      2.503      5.073      7.127    -14.299      7.127    -14.299
2060.7500       5.134      4.828      6.271    -41.356    100.096     13.012     12.133      2.506      5.053      7.288    -14.988      7.288    -14.988
2060.8750       4.950      4.657      6.364    -41.413    102.874     13.049     12.149      2.509      5.041      7.482    -15.641      7.482    -15.641
2061.0000       4.752      4.478      5.934    -41.508    103.188     12.817     12.103      2.508      5.021      7.706    -16.227      7.706    -16.227
2061.1250       4.587      4.293      4.538    -41.534    103.099     13.058     12.003      2.505      4.971      7.903    -16.734      7.903    -16.734
2061.2500       4.574      4.283      3.966    -41.559    102.227     12.936     12.028      2.533      4.898      7.982    -17.166      7.982    -17.166
2061.3750       4.601      4.307      6.066    -41.608    102.080     12.543     12.105      2.583      4.831      7.884    -17.530      7.884    -17.530
2061.5000       4.607      4.302      6.912    -41.710    102.505     12.152     12.129      2.617      4.799      7.737    -17.849      7.737    -17.849
2061.6250       4.666      4.361      7.429    -41.781    102.578     11.974     12.125      2.628      4.806      7.648    -18.154      7.648    -18.154
2061.7500       4.805      4.507      8.322    -41.787    101.923     12.050     12.124      2.620      4.833      7.652    -18.471      7.652    -18.471
2061.8750       4.942      4.601      8.431    -41.813    101.311     12.164     12.117      2.599      4.837      7.743    -18.842      7.743    -18.842
2062.0000       4.976      4.678      8.681    -41.813    100.849     12.087     12.098      2.586      4.826      7.884    -19.295      7.884    -19.295
2062.1250       5.093      4.760      8.729    -41.813    105.622     12.095     12.114      2.582      4.789      8.081    -19.848      8.081    -19.848
2062.2500       5.175      4.828      8.737    -41.842    110.288     12.117     12.110      2.580      4.721      8.349    -20.484      8.349    -20.484
2062.3750       5.256      4.904      8.732    -41.920    113.222     12.123     12.100      2.585      4.619      8.660    -21.186      8.660    -21.186
2062.5000       5.410      5.020      8.692    -42.035    114.029     12.113     12.117      2.599      4.511      8.932    -21.921      8.932    -21.921
2062.6250       5.498      5.133      8.724    -42.060    107.465     12.081     12.117      2.602      4.377      9.139    -22.651      9.139    -22.651
2062.7500       5.779      5.313      8.692    -42.039    110.422     12.043     12.117      2.604      3.992      9.245    -23.882      9.245    -23.882
2062.8750       5.877      5.436      8.689    -42.031    108.895     12.067     12.086      2.594      3.935      9.187    -24.001      9.187    -24.001
2063.0000       5.839      5.433      8.677    -42.043    107.055     12.133     12.072      2.574      3.650      8.774    -24.568      8.774    -24.568
2063.1250       5.730      5.316      8.629    -42.043    105.228     12.195     12.104      2.549      3.378      8.030    -25.048      8.030    -25.048
2063.2500       5.563      5.191      8.551    -41.963     96.733     12.197     12.171      2.520      3.155      7.122    -25.449      7.122    -25.449
2063.3750       5.471      5.063      8.449    -41.783     96.220     12.248     12.152      2.515      3.013      6.321    -25.765      6.321    -25.765
2063.5000       5.334      4.935      8.393    -41.666     94.663     12.691     12.096      2.539      2.933      5.745    -26.014      5.745    -26.014
2063.6250       5.232      4.828      8.364    -41.533     94.640     12.784     12.036      2.559      2.888      5.358    -26.212      5.358    -26.212
2063.7500       5.183      4.772      8.373    -41.409     95.665     12.497     12.029      2.564      2.852      5.068    -26.370      5.068    -26.370
2063.8750       5.182      4.772      8.441    -41.352     96.556     12.180     12.098      2.561      2.813      4.815    -26.486      4.815    -26.486
2064.0000       5.226      4.738      8.563    -41.403     98.094     12.430     12.123      2.573      2.775      4.581    -26.566      4.581    -26.566
2064.1250       5.176      4.728      8.546    -41.551     99.488     12.590     12.077      2.589      2.745      4.366    -26.604      4.366    -26.604
2064.2500       5.321      4.882      7.969    -41.649     99.875     12.540     12.099      2.600      2.726      4.171    -26.590      4.171    -26.590
2064.3750       5.590      5.128      7.656    -41.751    100.514     12.403     12.125      2.608      2.720      4.014    -26.533      4.014    -26.533
2064.5000       5.896      5.389      7.828    -41.908    100.951     12.256     12.125      2.610      2.720      3.907    -26.456      3.907    -26.456
2064.6250       6.180      5.612      8.078    -42.134     99.353     12.137     12.125      2.596      2.728      3.844    -26.355      3.844    -26.355
2064.7500       6.476      5.890      9.207    -42.288    100.020     12.457     12.132      2.586      2.747      3.790    -26.236      3.790    -26.236
2064.8750       6.726      6.136      9.037    -42.356     96.628     12.707     12.149      2.578      2.771      3.697    -26.096      3.697    -26.096
