FORWARD_TEXT_FORMAT_1.0
STDEP =   284.0000
ENDEP =  2717.0000
RLEV  =     0.1250
CURVENAME =  RXO, CALI, RT, RI, AC, GR, DEN, CNL, SP
END
#DEPTH           RXO       CALI         RT         RI         AC         GR        DEN        CNL         SP
 576.2500       0.000     12.656     72.977    -24.392      0.459      4.054      5.329    113.586      0.415
 576.3750       0.000     12.821     72.933    -24.535      0.486      3.840      5.002    109.825      0.452
 576.5000       0.000     12.935     70.666    -24.736      0.603      3.914      5.102    105.253      0.482
 576.6250       0.000     12.917     68.701    -24.830      0.793      4.252      5.591    101.225      0.519
 576.7500       0.000     12.900     67.479    -24.880      1.107      4.732      6.277     98.733      0.561
 576.8750       0.000     12.969     67.771    -24.869      1.475      5.154      6.856     98.480      0.613
 577.0000       0.000     13.132     69.056    -24.816      1.641      5.288      7.009     99.824      0.628
 577.1250       0.000     13.341     70.748    -24.731      1.561      5.091      6.701    102.089      0.611
 577.2500       0.000     13.526     72.421    -24.637      1.385      4.707      6.151    104.507      0.585
 577.3750       0.000     13.613     73.920    -24.577      1.230      4.320      5.625    106.217      0.486
 577.5000       0.000     13.607     75.230    -24.579      1.125      4.034      5.252    106.808      0.335
 577.6250       0.000     13.530     76.241    -24.653      1.071      3.879      5.064    106.115      0.170
 577.7500       0.000     13.400     76.735    -24.795      1.052      3.861      5.071    104.225     -0.007
 577.8750       0.000     13.207     75.975    -24.969      1.018      4.006      5.309    101.417     -0.230
 578.0000       0.000     12.963     73.963    -25.107      0.923      4.291      5.747     98.480     -0.397
 578.1250       0.000     12.701     71.294    -25.158      0.786      4.702      6.359     96.071     -0.594
 578.2500       0.000     12.477     69.016    -25.106      0.656      5.175      7.046     94.759     -0.788
 578.3750       0.000     12.351     68.114    -24.954      0.565      5.523      7.518     95.151     -0.917
 578.5000       0.000     12.322     68.310    -24.751      0.512      5.573      7.538     96.863     -0.982
 578.6250       0.000     12.391     69.019    -24.518      0.496      5.307      7.105     99.287     -1.011
 578.7500       0.000     12.551     69.447    -24.262      0.516      4.875      6.460    101.604     -0.997
 578.8750       0.000     12.780     69.115    -23.977      0.587      4.489      5.910    102.869     -0.947
 579.0000       0.000     12.985     68.615    -23.676      0.709      4.247      5.581    102.902     -0.921
 579.1250       0.000     13.093     68.561    -23.384      0.876      4.165      5.488    101.960     -0.811
 579.2500       0.000     13.085     69.136    -23.142      1.040      4.221      5.593    100.633     -0.661
 579.3750       0.000     13.007     69.944    -23.042      1.132      4.379      5.829     99.600     -0.512
 579.5000       0.000     12.947     70.467    -23.137      1.169      4.554      6.072     99.061     -0.384
 579.6250       0.000     12.920     70.527    -23.403      1.188      4.695      6.257     98.866     -0.256
 579.7500       0.000     12.884     70.153    -23.742      1.217      4.794      6.380     98.729     -0.109
 579.8750       0.000     12.781     69.585    -23.999      1.290      4.876      6.488     98.387      0.033
 580.0000       0.000     12.629     69.008    -24.101      1.425      4.972      6.627     97.899      0.189
 580.1250       0.000     12.477     68.450    -24.066      1.619      5.078      6.786     97.473      0.302
 580.2500       0.000     12.371     68.127    -23.987      1.717      5.161      6.915     97.312      0.375
 580.3750       0.000     12.330     68.365    -23.989      1.462      5.158      6.920     97.542      0.453
 580.5000       0.000     12.326     68.986    -24.102      1.106      5.056      6.787     97.947      0.556
 580.6250       0.000     12.340     69.415    -24.302      0.844      4.896      6.573     98.259      0.676
 580.7500       0.000     12.364     69.093    -24.552      0.695      4.751      6.378     98.235      0.726
 580.8750       0.000     12.393     67.873    -24.810      0.637      4.713      6.328     97.695      0.790
 581.0000       0.000     12.416     66.172    -25.060      0.629      4.812      6.470     96.883      0.824
 581.1250       0.000     12.422     64.237    -25.324      0.660      5.053      6.817     96.102      0.912
 581.2500       0.000     12.409     62.410    -25.622      0.713      5.397      7.301     95.634      1.019
 581.3750       0.000     12.384     61.253    -25.943      0.757      5.726      7.723     95.710      1.140
 581.5000       0.000     12.368     61.044    -26.245      0.774      5.899      7.885     96.201      1.245
 581.6250       0.000     12.371     61.671    -26.467      0.758      5.862      7.734     96.970      1.330
 581.7500       0.000     12.396     62.923    -26.534      0.738      5.656      7.367     97.963      1.483
 581.8750       0.000     12.459     64.712    -26.363      0.751      5.361      6.919     99.359      1.626
 582.0000       0.000     12.572     66.660    -26.016      0.803      5.032      6.457    101.373      1.776
 582.1250       0.000     12.738     68.452    -25.581      0.889      4.673      5.972    104.256      1.914
 582.2500       0.000     12.947     69.778    -25.159      0.986      4.297      5.468    104.896      2.068
 582.3750       0.000     13.166     69.914    -24.848      1.056      3.951      5.006    111.760      2.195
 582.5000       0.000     13.351     68.795    -24.655      1.073      3.686      4.655    114.478      2.312
 582.6250       0.000     13.457     66.847    -24.580      1.036      3.538      4.469    115.171      2.434
 582.7500       0.000     13.471     66.423    -24.573      1.025      3.517      4.444    113.358      2.495
 582.8750       0.000     13.285     63.541    -24.883      0.994      3.699      4.732    109.070      2.575
 583.0000       0.000     13.027     62.985    -25.232      1.086      4.022      5.193    103.927      2.641
 583.1250       0.000     12.737     62.989    -25.610      1.298      4.476      5.824     99.248      2.644
 583.2500       0.000     12.487     63.220    -25.961      1.672      4.985      6.522     95.948      2.614
 583.3750       0.000     12.326     63.432    -26.298      2.136      5.401      7.092     94.556      2.592
 583.5000       0.000     12.236     63.764    -26.676      2.295      5.637      7.418     94.316      2.592
 583.6250       0.000     12.196     64.287    -27.121      2.040      5.697      7.509     94.490      2.592
 583.7500       0.000     12.188     64.720    -27.606      1.671      5.658      7.476     94.529      2.629
 583.8750       0.000     12.199     64.244    -28.053      1.442      5.622      7.469     94.222      2.661
 584.0000       0.000     12.208     62.669    -28.412      1.367      5.646      7.560     93.759      2.721
 584.1250       0.000     12.197     60.522    -28.670      1.427      5.734      7.748     93.351      2.814
 584.2500       0.000     12.160     58.755    -28.830      1.609      5.865      8.000     93.164      2.931
 584.3750       0.000     12.098     58.379    -28.877      1.885      5.997      8.246     93.276      3.021
 584.5000       0.000     12.027     59.265    -28.843      2.157      6.091      8.420     93.536      3.093
 584.6250       0.000     11.955     60.827    -28.758      2.329      6.139      8.502     93.833      3.160
 584.7500       0.000     11.889     62.174    -28.656      2.319      6.154      8.518     94.127      3.227
 584.8750       0.000     11.836     62.689    -28.582      2.208      6.154      8.504     94.505      3.290
 585.0000       0.000     11.800     62.620    -28.562      2.115      6.156      8.495     95.065      3.313
 585.1250       0.000     11.781     62.209    -28.604      2.051      6.165      8.498     95.845      3.373
 585.2500       0.000     11.774     61.521    -28.709      2.007      6.174      8.503     96.791      3.410
 585.3750       0.000     11.773     60.499    -28.885      1.972      6.179      8.492     97.756      3.465
 585.5000       0.000     11.774     59.271    -29.114      1.938      6.180      8.471     98.540      3.532
 585.6250       0.000     11.777     58.098    -29.361      1.910      6.185      8.454     98.997      3.585
 585.7500       0.000     11.784     57.327    -29.572      1.900      6.196      8.452     99.057      3.642
 585.8750       0.000     11.795     57.467    -29.664      1.921      6.220      8.475     98.695      3.652
 586.0000       0.000     11.810     58.345    -29.618      1.970      6.255      8.521     98.084      3.703
 586.1250       0.000     11.826     59.540    -29.449      2.033      6.298      8.583     97.350      3.717
 586.2500       0.000     11.842     60.581    -29.209      2.094      6.344      8.650     96.602      3.742
 586.3750       0.000     11.857     61.016    -28.963      2.127      6.386      8.706     95.946      3.759
 586.5000       0.000     11.869     60.680    -28.764      2.127      6.421      8.750     95.438      3.733
 586.6250       0.000     11.878     59.736    -28.631      2.097      6.445      8.778     95.110      3.684
 586.7500       0.000     11.882     58.546    -28.568      2.049      6.458      8.789     94.889      3.620
 586.8750       0.000     11.884     57.396    -28.572      1.994      6.466      8.793     94.467      3.588
 587.0000       0.000     11.886     56.354    -28.615      1.939      6.498      8.834     93.612      3.562
 587.1250       0.000     11.889     55.376    -28.688      1.889      6.588      8.965     92.319      3.556
 587.2500       0.000     11.894     54.471    -28.788      1.857      6.762      9.223     90.850      3.562
 587.3750       0.000     11.909     53.805    -28.939      1.850      7.032      9.630     89.802      3.633
 587.5000       0.000     11.935     53.673    -29.146      1.876      7.345     10.098     89.611      3.721
 587.6250       0.000     11.970     54.306    -29.409      1.945      7.624     10.504     90.367      3.837
 587.7500       0.000     12.008     55.571    -29.709      2.062      7.784     10.716     91.779      3.956
 587.8750       0.000     12.037     57.172    -30.010      2.218      7.756     10.640     93.312      4.089
 588.0000       0.000     12.053     58.572    -30.285      2.363      7.607     10.392     94.505      4.179
 588.1250       0.000     12.057     59.321    -30.520      2.446      7.407     10.075     95.219      4.244
 588.2500       0.000     12.047     59.379    -30.710      2.432      7.211      9.768     95.553      4.298
 588.3750       0.000     12.019     59.167    -30.830      2.320      7.053      9.518     95.737      4.254
 588.5000       0.000     11.972     59.051    -30.872      2.172      6.926      9.315     95.950      4.215
 588.6250       0.000     11.910     59.087    -30.839      2.025      6.817      9.142     96.202      4.159
 588.7500       0.000     11.845     59.277    -30.751      1.910      6.724      8.999     96.466      4.117
 588.8750       0.000     11.793     59.345    -30.647      1.859      6.649      8.890     96.701      4.025
 589.0000       0.000     11.761     59.090    -30.565      1.859      6.586      8.799     96.892      3.934
 589.1250       0.000     11.745     58.617    -30.507      1.892      6.528      8.713     97.049      3.806
 589.2500       0.000     11.741     58.189    -30.436      1.929      6.469      8.624     97.169      3.656
 589.3750       0.000     11.740     57.941    -30.258      1.940      6.403      8.530     97.225      3.493
 589.5000       0.000     11.740     57.931    -29.919      1.923      6.332      8.435     97.211      3.287
 589.6250       0.000     11.740     58.270    -29.411      1.885      6.262      8.346     97.125      3.005
 589.7500       0.000     11.739     58.901    -28.771      1.840      6.203      8.268     96.992      2.667
 589.8750       0.000     11.735     59.796    -28.079      1.802      6.166      8.204     96.872      2.358
 590.0000       0.000     11.728     60.825    -27.434      1.777      6.148      8.145     96.851      2.061
 590.1250       0.000     11.716     61.737    -26.897      1.769      6.134      8.079     96.996      1.765
 590.2500       0.000     11.707     62.254    -26.508      1.780      6.100      7.979     97.335      1.457
 590.3750       0.000     11.719     62.222    -26.311      1.814      6.018      7.812     97.882      1.162
 590.5000       0.000     11.776     62.007    -26.255      1.859      5.890      7.581     98.561      0.847
 590.6250       0.000     11.896     61.908    -26.291      1.900      5.730      7.306     99.326      0.634
 590.7500       0.000     12.083     62.224    -26.359      1.907      5.554      7.010    100.138      0.411
 590.8750       0.000     12.324     63.041    -26.423      1.858      5.364      6.704    101.012      0.170
 591.0000       0.000     12.577     64.035    -26.525      1.777      5.157      6.391    101.964     -0.080
 591.1250       0.000     12.818     65.177    -26.738      1.653      4.932      6.071    102.944     -0.323
 591.2500       0.000     13.041     66.511    -27.122      1.430      4.701      5.757    103.818     -0.547
 591.3750       0.000     13.246     68.090    -27.683      1.158      4.495      5.484    104.336     -0.776
 591.5000       0.000     13.428     69.685    -28.301      0.933      4.339      5.281    104.365     -0.952
 591.6250       0.000     13.573     71.056    -28.867      0.780      4.251      5.171    103.803     -1.155
 591.7500       0.000     13.667     71.985    -29.284      0.704      4.238      5.166    102.662     -1.309
 591.8750       0.000     13.650     72.396    -29.468      0.704      4.314      5.282    101.050     -1.486
 592.0000       0.000     13.497     72.494    -29.450      0.746      4.459      5.492     99.310     -1.666
 592.1250       0.000     13.204     72.139    -29.255      0.799      4.662      5.782     97.682     -1.832
 592.2500       0.000     12.820     71.252    -28.939      0.844      4.904      6.128     96.249     -2.008
 592.3750       0.000     12.449     69.725    -28.571      0.905      5.147      6.489     94.576     -2.146
 592.5000       0.000     12.180     67.543    -28.209      1.020      5.353      6.805     92.054     -2.282
 592.6250       0.000     12.041     64.786    -27.880      1.248      5.519      7.057     88.368     -2.378
 592.7500       0.000     12.002     61.655    -27.599      1.657      5.693      7.299     83.622     -2.489
 592.8750       0.000     12.015     58.620    -27.399      2.250      6.015      7.726     78.277     -2.518
 593.0000       0.000     12.046     56.109    -27.307      2.809      6.617      8.552     73.197     -2.525
 593.1250       0.000     12.089     54.387    -27.348      3.318      7.667     10.048     69.161     -2.506
 593.2500       0.000     12.135     53.480    -27.512      4.053      9.355     12.522     66.989     -2.464
 593.3750       0.000     12.176     53.513    -27.724      5.460     11.721     16.016     67.909     -2.414
 593.5000       0.000     12.202     54.664    -27.860      7.545     13.426     18.418     71.789     -2.348
 593.6250       0.000     12.211     57.333    -27.835      8.468     12.687     17.166     78.110     -2.289
 593.7500       0.000     12.205     61.238    -27.615      6.359      9.984     13.224     85.677     -2.205
 593.8750       0.000     12.191     64.925    -27.235      4.048      7.566      9.822     92.763     -2.153
 594.0000       0.000     12.170     66.773    -26.828      2.824      6.069      7.751     98.063     -2.092
 594.1250       0.000     12.134     66.185    -26.470      2.271      5.276      6.691    101.041     -2.063
 594.2500       0.000     12.075     63.843    -26.190      2.083      4.966      6.328    101.877     -2.037
 594.3750       0.000     11.992     61.420    -25.988      2.112      5.053      6.524    101.160     -2.002
 594.5000       0.000     11.907     60.135    -25.825      2.209      5.366      7.015    100.041     -1.964
 594.6250       0.000     11.842     60.090    -25.690      2.295      5.754      7.560     99.084     -1.921
 594.7500       0.000     11.810     60.596    -25.589      2.355      6.028      7.881     98.916     -1.897
 594.8750       0.000     11.810     61.053    -25.531      2.392      6.065      7.832     98.523     -1.863
 595.0000       0.000     11.821     61.449    -25.504      2.379      5.992      7.648     98.531     -1.848
 595.1250       0.000     11.828     62.093    -25.495      2.305      5.915      7.507     99.156     -1.818
 595.2500       0.000     11.829     62.249    -25.494      2.287      5.902      7.485     99.750     -1.787
 595.3750       0.000     11.837     63.865    -25.497      2.144      5.874      7.466    100.095     -1.780
 595.5000       0.000     11.888     66.558    -25.510      1.896      5.834      7.446    100.244     -1.794
 595.6250       0.000     12.228     72.528    -25.537      1.370      5.583      7.146    100.276     -1.855
 595.7500       0.000     12.640     76.704    -25.549      1.072      5.270      6.751    100.280     -1.946
 595.8750       0.000     13.013     78.759    -25.543      0.985      4.970      6.372    100.296     -2.093
 596.0000       0.000     13.261     79.536    -25.540      0.997      4.733      6.073    100.229     -2.196
 596.1250       0.000     13.329     79.303    -25.561      1.078      4.594      5.892     99.870     -2.291
 596.2500       0.000     13.237     78.542    -25.617      1.177      4.566      5.847     99.096     -2.382
 596.3750       0.000     13.068     77.971    -25.706      1.220      4.660      5.968     98.063     -2.442
 596.5000       0.000     12.923     77.755    -25.795      1.213      4.829      6.203     97.242     -2.464
 596.6250       0.000     12.836     77.650    -25.854      1.195      5.018      6.472     97.020     -2.452
 596.7500       0.000     12.803     77.477    -25.860      1.182      5.155      6.664     97.629     -2.388
 596.8750       0.000     12.814     77.312    -25.807      1.178      5.146      6.635     99.123     -2.255
 597.0000       0.000     12.847     77.364    -25.730      1.179      4.990      6.398    101.032     -2.165
 597.1250       0.000     12.913     77.914    -25.659      1.170      4.734      6.036    102.989     -2.029
 597.2500       0.000     13.026     79.129    -25.626      1.143      4.457      5.657    104.654     -1.866
 597.3750       0.000     13.174     80.562    -25.661      1.100      4.237      5.357    105.529     -1.740
 597.5000       0.000     13.292     81.386    -25.743      1.062      4.100      5.165    105.398     -1.635
 597.6250       0.000     13.333     81.254    -25.834      1.050      4.065      5.105    104.142     -1.587
 597.7500       0.000     13.285     80.111    -25.894      1.074      4.145      5.203    101.947     -1.568
 597.8750       0.000     13.162     78.226    -25.886      1.134      4.363      5.504     99.545     -1.622
 598.0000       0.000     13.009     76.615    -25.816      1.213      4.669      5.936     97.975     -1.666
 598.1250       0.000     12.858     76.054    -25.687      1.291      4.987      6.376     97.805     -1.789
 598.2500       0.000     12.750     76.619    -25.510      1.341      5.188      6.630     99.045     -1.959
 598.3750       0.000     12.767     77.784    -25.306      1.320      5.127      6.508    101.247     -2.091
 598.5000       0.000     12.932     78.824    -25.122      1.238      4.875      6.140    103.439     -2.215
 598.6250       0.000     13.201     79.590    -24.992      1.126      4.553      5.706    105.062     -2.300
 598.7500       0.000     13.471     80.230    -24.928      0.984      4.266      5.336    105.890     -2.373
 598.8750       0.000     13.621     80.886    -24.929      0.809      4.082      5.109    105.798     -2.377
 599.0000       0.000     13.635     81.460    -24.984      0.662      4.001      5.015    104.971     -2.397
 599.1250       0.000     13.531     81.675    -25.117      0.567      4.027      5.064    103.499     -2.380
 599.2500       0.000     13.341     81.251    -25.366      0.517      4.155      5.259    101.558     -2.370
 599.3750       0.000     13.085     79.909    -25.768      0.506      4.387      5.603     99.420     -2.396
 599.5000       0.000     12.812     77.918    -26.281      0.515      4.676      6.022     97.473     -2.415
 599.6250       0.000     12.573     75.656    -26.868      0.539      4.972      6.435     95.977     -2.373
 599.7500       0.000     12.413     73.701    -27.492      0.583      5.210      6.754     95.006     -2.327
 599.8750       0.000     12.349     72.721    -28.099      0.666      5.334      6.926     94.492     -2.332
 600.0000       0.000     12.327     72.473    -28.625      0.794      5.383      7.018     94.197     -2.312
 600.1250       0.000     12.315     72.205    -29.014      0.958      5.406      7.090     94.061     -2.290
 600.2500       0.000     12.298     71.135    -29.234      1.153      5.433      7.173     94.102     -2.229
 600.3750       0.000     12.270     69.010    -29.273      1.439      5.471      7.270     94.381     -2.145
 600.5000       0.000     12.228     66.619    -29.225      1.843      5.510      7.373     94.818     -2.062
 600.6250       0.000     12.171     64.564    -29.166      2.323      5.550      7.477     95.224     -2.053
 600.7500       0.000     12.102     63.239    -29.156      2.684      5.605      7.596     95.321     -2.056
 600.8750       0.000     12.037     62.700    -29.236      2.754      5.726      7.791     94.800     -2.026
 601.0000       0.000     11.992     62.333    -29.373      2.709      5.949      8.125     93.820     -2.019
 601.1250       0.000     11.975     61.789    -29.519      2.729      6.294      8.652     92.717     -1.996
 601.2500       0.000     11.983     61.016    -29.623      2.899      6.741      9.357     92.502     -2.007
 601.3750       0.000     12.003     60.402    -29.625      3.323      7.181     10.065     91.956     -2.031
 601.5000       0.000     12.013     60.529    -29.520      3.933      7.437     10.465     92.692     -2.080
 601.6250       0.000     11.998     61.706    -29.297      4.406      7.397     10.385     94.304     -2.053
 601.7500       0.000     11.994     62.012    -29.244      4.478      7.368     10.335     95.681     -2.056
 601.8750       0.000     11.949     63.999    -28.847      4.164      7.027      9.809     96.658     -2.096
 602.0000       0.000     11.885     65.825    -28.132      3.305      6.564      9.146     97.173     -2.111
 602.1250       0.000     11.839     66.419    -27.421      2.637      6.252      8.723     97.361     -2.135
 602.2500       0.000     11.826     65.978    -27.035      2.411      6.192      8.642     97.462     -2.129
 602.3750       0.000     11.823     65.770    -26.785      2.300      6.208      8.649     97.706     -2.114
 602.5000       0.000     11.827     66.303    -26.602      2.243      6.215      8.637     98.086     -2.080
 602.6250       0.000     11.840     67.610    -26.436      2.235      6.150      8.518     98.470     -2.133
 602.7500       0.000     11.868     69.391    -26.273      2.270      5.989      8.249     98.721     -2.110
 602.8750       0.000     11.920     71.106    -26.139      2.281      5.756      7.852     98.768     -2.019
 603.0000       0.000     11.989     72.314    -26.041      2.195      5.513      7.444     98.722     -1.964
 603.1250       0.000     12.065     73.127    -25.973      2.044      5.300      7.103     98.706     -1.874
 603.2500       0.000     12.141     73.945    -25.919      1.912      5.133      6.861     98.814     -1.756
 603.3750       0.000     12.240     74.882    -25.877      1.837      5.011      6.700     99.123     -1.657
 603.5000       0.000     12.409     75.689    -25.855      1.764      4.904      6.550     99.588     -1.561
 603.6250       0.000     12.684     76.172    -25.861      1.639      4.799      6.389    100.179     -1.424
 603.7500       0.000     13.048     76.195    -25.894      1.463      4.690      6.223    100.873     -1.320
 603.8750       0.000     13.409     75.658    -25.939      1.301      4.583      6.078    101.551     -1.249
 604.0000       0.000     13.662     74.673    -25.973      1.196      4.486      5.959    101.966     -1.153
 604.1250       0.000     13.747     73.372    -25.988      1.155      4.413      5.869    101.896     -1.151
 604.2500       0.000     13.665     71.975    -25.983      1.164      4.382      5.820    101.273     -1.159
 604.3750       0.000     13.454     70.980    -25.964      1.207      4.424      5.860    100.264     -1.157
 604.5000       0.000     13.207     71.055    -25.931      1.289      4.535      6.005     99.400     -1.178
 604.6250       0.000     12.972     72.628    -25.877      1.421      4.692      6.230     99.088     -1.272
 604.7500       0.000     12.802     75.534    -25.810      1.581      4.828      6.442     99.647     -1.370
 604.8750       0.000     12.805     78.891    -25.764      1.644      4.834      6.471    101.803     -1.449
 605.0000       0.000     13.006     81.406    -25.764      1.545      4.696      6.278    105.638     -1.513
 605.1250       0.000     13.356     82.461    -25.814      1.352      4.467      5.946    110.776     -1.516
 605.2500       0.000     13.744     81.977    -25.898      1.176      4.237      5.616    116.134     -1.549
 605.3750       0.000     14.019     80.451    -25.991      1.087      4.089      5.420    119.886     -1.565
 605.5000       0.000     14.126     78.950    -26.080      1.062      4.036      5.368    121.254     -1.543
 605.6250       0.000     14.097     77.960    -26.172      1.075      4.067      5.437    120.241     -1.377
 605.7500       0.000     14.007     77.661    -26.278      1.104      4.156      5.579    117.495     -1.232
 605.8750       0.000     13.897     78.326    -26.387      1.104      4.262      5.725    113.968     -1.101
 606.0000       0.000     13.769     79.723    -26.472      1.001      4.341      5.823    110.643     -0.982
 606.1250       0.000     13.641     81.401    -26.506      0.821      4.370      5.856    108.110     -0.904
 606.2500       0.000     13.564     82.692    -26.489      0.665      4.343      5.820    106.800     -0.799
 606.3750       0.000     13.611     82.928    -26.469      0.599      4.260      5.713    107.392     -0.712
 606.5000       0.000     13.801     82.014    -26.500      0.612      4.154      5.571    109.723     -0.653
 606.6250       0.000     14.139     80.300    -26.594      0.699      4.048      5.424    113.322     -0.737
 606.7500       0.000     14.588     78.756    -26.715      0.840      3.957      5.300    117.158     -0.787
 606.8750       0.000     15.059     78.610    -26.805      0.948      3.900      5.230    119.179     -0.824
 607.0000       0.000     15.442     79.767    -26.868      0.967      3.880      5.218    118.227     -0.903
 607.1250       0.000     15.643     81.497    -26.942      0.950      3.898      5.255    114.391     -0.912
 607.2500       0.000     15.596     82.836    -27.057      0.952      3.949      5.326    108.992     -0.955
 607.3750       0.000     15.298     83.173    -27.192      0.993      4.031      5.422    104.015     -0.988
 607.5000       0.000     14.915     82.986    -27.279      1.055      4.137      5.545    100.686     -1.012
 607.6250       0.000     14.558     82.822    -27.285      1.117      4.267      5.713     99.559     -0.933
 607.7500       0.000     14.265     82.873    -27.226      1.142      4.414      5.927     99.489     -0.912
 607.8750       0.000     13.993     82.670    -27.146      1.066      4.525      6.109    102.260     -0.927
 608.0000       0.000     13.697     81.851    -27.063      0.924      4.527      6.128    108.883     -0.885
 608.1250       0.000     13.431     80.669    -26.955      0.789      4.371      5.901    113.817     -0.918
 608.2500       0.000     13.383     80.428    -26.931      0.765      4.329      5.838    117.584     -0.961
 608.3750       0.000     13.428     80.264    -26.704      0.710      3.974      5.312    118.543     -1.013
 608.5000       0.000     13.927     81.718    -26.342      0.743      3.577      4.736    116.873     -1.056
 608.6250       0.000     14.371     82.730    -26.143      0.825      3.489      4.622    113.302     -1.168
 608.7500       0.000     14.713     82.727    -26.004      0.911      3.525      4.685    109.017     -1.196
 608.8750       0.000     14.879     81.098    -25.931      0.953      3.678      4.902    105.428     -1.154
 609.0000       0.000     14.935     78.619    -25.896      0.966      3.884      5.181    103.061     -1.153
 609.1250       0.000     14.934     76.265    -25.883      0.975      4.085      5.451    101.721     -1.099
 609.2500       0.000     14.898     74.568    -25.879      0.999      4.241      5.662    100.882     -1.015
 609.3750       0.000     14.811     73.276    -25.880      1.047      4.346      5.806     99.995     -0.927
 609.5000       0.000     14.657     71.894    -25.887      1.103      4.442      5.928     98.796     -0.866
 609.6250       0.000     14.418     70.303    -25.908      1.148      4.558      6.074     97.323     -0.703
 609.7500       0.000     14.097     68.731    -25.958      1.182      4.711      6.280     95.837     -0.607
 609.8750       0.000     13.719     67.971    -26.053      1.228      4.899      6.567     94.674     -0.589
 610.0000       0.000     13.343     68.119    -26.171      1.317      5.093      6.881     93.824     -0.543
 610.1250       0.000     13.017     68.538    -26.279      1.477      5.269      7.166     93.190     -0.529
 610.2500       0.000     12.773     68.423    -26.340      1.727      5.409      7.382     92.792     -0.555
 610.3750       0.000     12.639     67.550    -26.324      2.026      5.485      7.486     92.907     -0.586
 610.5000       0.000     12.597     66.791    -26.253      2.124      5.480      7.473     93.689     -0.568
 610.6250       0.000     12.650     66.968    -26.153      1.832      5.383      7.327     95.122     -0.688
 610.7500       0.000     12.805     68.438    -26.049      1.370      5.203      7.050     96.817     -0.738
 610.8750       0.000     13.088     70.719    -25.962      1.052      4.984      6.694     97.893     -0.766
 611.0000       0.000     13.456     72.558    -25.888      0.895      4.805      6.393     97.897     -0.775
 611.1250       0.000     13.809     73.114    -25.813      0.856      4.723      6.241     96.887     -0.804
 611.2500       0.000     14.001     72.022    -25.731      0.902      4.763      6.286     95.320     -0.759
 611.3750       0.000     13.872     69.386    -25.665      1.023      4.944      6.557     93.927     -0.697
 611.5000       0.000     13.503     66.287    -25.654      1.179      5.218      6.962     93.208     -0.689
 611.6250       0.000     13.042     63.364    -25.708      1.346      5.539      7.408     93.170     -0.605
 611.7500       0.000     12.649     60.921    -25.797      1.496      5.858      7.817     93.516     -0.543
 611.8750       0.000     12.445     58.997    -25.846      1.551      6.155      8.171     93.920     -0.457
 612.0000       0.000     12.378     57.482    -25.814      1.439      6.438      8.514     94.241     -0.420
 612.1250       0.000     12.380     56.507    -25.716      1.220      6.705      8.865     94.473     -0.279
 612.2500       0.000     12.401     56.308    -25.597      1.044      6.947      9.208     94.686     -0.183
 612.3750       0.000     12.424     56.974    -25.505      1.012      7.129      9.475     94.968     -0.110
 612.5000       0.000     12.439     57.955    -25.439      1.139      7.213      9.595     95.287      0.000
 612.6250       0.000     12.446     58.969    -25.386      1.497      7.156      9.518     95.593      0.080
 612.7500       0.000     12.450     60.319    -25.340      2.113      6.938      9.221     95.891      0.134
 612.8750       0.000     12.464     62.633    -25.316      2.248      6.548      8.679     96.188      0.139
 613.0000       0.000     12.508     65.616    -25.318      1.629      6.092      8.023     96.506      0.195
 613.1250       0.000     12.594     68.437    -25.352      1.068      5.669      7.392     96.885      0.143
 613.2500       0.000     12.711     70.051    -25.426      0.777      5.342      6.885     97.307      0.094
 613.3750       0.000     12.810     69.857    -25.562      0.675      5.149      6.572     97.652      0.055
 613.5000       0.000     12.867     68.894    -25.735      0.655      5.066      6.426     97.817      0.006
 613.6250       0.000     12.904     68.112    -25.903      0.679      5.079      6.421     97.768     -0.027
 613.7500       0.000     12.955     67.941    -26.014      0.712      5.158      6.507     97.544     -0.040
 613.8750       0.000     13.027     67.864    -26.019      0.717      5.269      6.624     97.392     -0.047
 614.0000       0.000     13.088     67.585    -25.942      0.705      5.360      6.706     97.668     -0.085
 614.1250       0.000     13.137     67.754    -25.819      0.701      5.376      6.696     98.567     -0.113
 614.2500       0.000     13.227     69.261    -25.675      0.727      5.269      6.542     98.790     -0.143
 614.3750       0.000     13.452     72.380    -25.519      0.803      5.026      6.234    101.502     -0.146
 614.5000       0.000     13.789     75.459    -25.352      0.910      4.742      5.876    102.473     -0.165
 614.6250       0.000     14.128     76.868    -25.185      1.022      4.500      5.568    102.522     -0.148
 614.7500       0.000     14.192     76.999    -25.153      1.044      4.456      5.513    101.560     -0.168
 614.8750       0.000     14.181     72.877    -24.941      1.082      4.387      5.446     99.622     -0.179
 615.0000       0.000     13.813     69.622    -24.879      1.064      4.568      5.712     97.010     -0.140
 615.1250       0.000     13.330     66.830    -24.836      1.089      4.902      6.194     93.844     -0.094
 615.2500       0.000     12.871     64.586    -24.803      1.200      5.384      6.881     90.386     -0.030
 615.3750       0.000     12.557     62.564    -24.796      1.483      6.020      7.778     87.224      0.006
 615.5000       0.000     12.386     60.613    -24.827      2.016      6.747      8.795     85.015      0.079
 615.6250       0.000     12.312     59.009    -24.893      2.884      7.465      9.791     84.292      0.104
 615.7500       0.000     12.280     58.153    -24.968      3.930      7.974     10.484     85.233      0.162
