FORWARD_TEXT_FORMAT_1.0
STDEP =   2358.790
ENDEP =   2714.000
RLEV  =      0.125
CURVENAME =  AC, C1, C2, CNL, DEN, GR, RI, RT, RXO, SP
END
#DEPTH           AC         C1         C2        CNL        DEN         GR         RI         RT        RXO         SP
2372.040      73.231      8.666      8.472     20.752      2.514    111.427      8.751      9.654     11.400    -37.146
2372.165      73.403      8.667      8.472     21.098      2.509    114.648      8.769      9.688     12.129    -37.070
2372.290      73.421      8.669      8.485     20.738      2.506    116.986      8.837      9.787     13.767    -36.997
2372.415      73.699      8.670      8.493     20.237      2.508    116.012      8.761      9.679     13.228    -36.892
2372.540      74.154      8.670      8.492     20.422      2.509    112.440      8.580      9.425     11.400    -36.786
2372.665      74.860      8.670      8.493     21.271      2.504    110.128      8.363      9.127     10.007    -36.665
2372.790      75.679      8.669      8.495     22.254      2.493    110.517      8.249      8.964      9.666    -36.520
2372.915      76.415      8.667      8.495     22.765      2.483    112.869      8.339      9.057     10.251    -36.346
2373.040      76.971      8.670      8.495     22.554      2.481    114.492      8.588      9.343     11.250    -36.143
2373.165      76.926      8.670      8.501     22.438      2.488    116.765      8.934      9.784     10.978    -35.931
2373.290      76.881      8.667      8.505     22.680      2.493    117.272      9.056      9.933     10.533    -35.703
2373.415      77.185      8.664      8.502     23.085      2.497    117.415      8.966      9.822     10.302    -35.460
2373.540      77.862      8.662      8.499     23.435      2.499    117.532      8.728      9.537     10.180    -35.218
2373.665      78.760      8.662      8.505     23.635      2.502    118.571      8.457      9.214      9.828    -34.993
2373.790      79.708      8.659      8.517     23.861      2.503    123.767      8.301      9.036      8.930    -34.786
2373.915      80.115      8.656      8.514     24.530      2.498    128.768      8.345      9.072      8.291    -34.601
2374.040      79.696      8.645      8.509     25.042      2.497    130.028      8.590      9.334      8.202    -34.454
2374.165      78.623      8.638      8.505     24.826      2.501    129.768      8.940      9.713      8.574    -34.341
2374.290      76.971      8.638      8.502     23.701      2.510    126.391      9.451     10.271      9.343    -34.263
2374.415      75.092      8.640      8.505     21.884      2.520    119.701     10.088     10.968     10.317    -34.216
2374.540      73.988      8.637      8.517     20.008      2.532    116.129     10.492     11.375     11.016    -34.194
2374.665      74.057      8.637      8.505     19.141      2.544    109.959     10.698     11.558     13.020    -34.202
2374.790      74.529      8.637      8.505     19.158      2.550    114.180     10.632     11.456     14.963    -34.226
2374.915      75.150      8.637      8.505     19.607      2.554    118.467     10.412     11.195     14.664    -34.271
2375.040      75.656      8.637      8.506     20.115      2.558    122.234     10.044     10.767     13.630    -34.324
2375.165      76.015      8.637      8.514     20.519      2.565    126.508      9.511     10.151     13.522    -34.373
2375.290      76.675      8.637      8.517     20.988      2.572    125.793      8.863      9.422     12.629    -34.422
2375.415      77.717      8.635      8.519     22.209      2.571    129.366      8.430      8.952     11.386    -34.475
2375.540      78.697      8.631      8.520     23.747      2.566    132.678      8.245      8.744     11.050    -34.506
2375.665      79.421      8.635      8.520     24.872      2.563    137.913      8.280      8.770     11.084    -34.511
2375.790      79.453      8.638      8.520     25.166      2.563    141.433      8.517      9.017     11.261    -34.500
2375.915      78.588      8.634      8.520     24.594      2.565    139.628      8.886      9.414     11.742    -34.480
2376.040      77.321      8.637      8.519     23.569      2.568    134.756      9.193      9.754     13.149    -34.444
2376.165      76.376      8.637      8.520     22.732      2.576    128.262      9.226      9.767     15.131    -34.380
2376.290      76.332      8.637      8.518     22.122      2.585    122.858      9.011      9.501     14.290    -34.310
2376.415      77.217      8.637      8.519     21.871      2.589    122.052      8.672      9.116     12.662    -34.235
2376.540      78.675      8.636      8.519     22.020      2.586    125.248      8.330      8.747     11.302    -34.152
2376.665      80.247      8.634      8.517     22.501      2.578    129.989      8.064      8.470     10.590    -34.061
2376.790      81.646      8.633      8.520     23.125      2.569    134.211      7.881      8.271     10.534    -33.977
2376.915      82.247      8.636      8.517     23.884      2.565    133.756      7.936      8.320     10.493    -33.913
2377.040      82.089      8.632      8.514     24.445      2.566    132.366      8.192      8.574     10.318    -33.872
2377.165      81.450      8.634      8.508     24.573      2.568    134.445      8.535      8.952     10.793    -33.864
2377.290      80.578      8.641      8.502     24.159      2.572    137.043      8.848      9.320     12.281    -33.895
2377.415      79.805      8.642      8.499     23.324      2.576    135.679      9.011      9.521     14.109    -33.963
2377.540      79.662      8.633      8.484     22.540      2.577    130.158      8.914      9.411     13.975    -34.057
2377.665      80.461      8.633      8.484     22.683      2.573    124.962      8.591      9.021     11.802    -34.177
2377.790      81.315      8.636      8.482     23.357      2.569    127.300      8.262      8.669     10.588    -34.296
2377.915      81.915      8.636      8.480     24.067      2.564    131.249      8.039      8.455     10.186    -34.416
2378.040      81.965      8.635      8.480     24.423      2.560    134.159      8.010      8.460     10.697    -34.534
2378.165      81.344      8.636      8.480     24.300      2.557    134.614      8.196      8.696     11.891    -34.641
2378.290      80.250      8.633      8.480     24.003      2.558    130.392      8.506      9.055     12.625    -34.738
2378.415      79.365      8.633      8.480     23.827      2.557    129.547      8.763      9.344     11.986    -34.816
2378.540      78.646      8.637      8.482     23.595      2.554    126.625      8.979      9.584     12.059    -34.889
2378.665      78.135      8.638      8.483     23.186      2.556    125.053      9.155      9.784     12.268    -34.942
2378.790      77.688      8.634      8.483     22.545      2.560    123.819      9.313      9.977     12.357    -34.975
2378.915      77.160      8.630      8.480     21.791      2.564    121.780      9.484     10.196     12.357    -34.992
2379.040      76.604      8.633      8.477     21.333      2.562    121.974      9.689     10.460     12.539    -34.998
2379.165      75.858      8.630      8.478     21.358      2.558    120.740      9.764     10.567     12.245    -34.985
2379.290      75.331      8.629      8.484     21.484      2.562    119.714      9.915     10.761     12.343    -34.964
2379.415      74.600      8.629      8.488     21.501      2.569    117.766     10.174     11.084     12.837    -34.928
2379.540      73.850      8.628      8.485     21.097      2.576    117.610     10.520     11.516     13.437    -34.884
2379.665      73.344      8.626      8.482     20.124      2.575    120.208     10.906     12.006     14.312    -34.837
2379.790      72.896      8.626      8.488     18.876      2.567    119.169     11.296     12.495     16.843    -34.783
2379.915      72.684      8.627      8.484     18.145      2.558    114.297     11.583     12.819     16.503    -34.732
2380.040      72.544      8.629      8.484     17.926      2.556    108.907     11.763     13.020     15.918    -34.693
2380.165      72.319      8.628      8.482     17.907      2.561    104.984     11.880     13.163     16.781    -34.675
2380.290      72.108      8.624      8.480     17.833      2.568    103.919     11.869     13.176     17.756    -34.681
2380.415      72.131      8.622      8.480     17.693      2.574    103.958     11.679     12.991     17.157    -34.710
2380.540      72.575      8.624      8.478     17.885      2.578     97.658     11.376     12.681     15.627    -34.767
2380.665      73.651      8.629      8.480     18.887      2.578     98.632     10.742     11.911     15.008    -34.866
2380.790      75.103      8.629      8.480     20.172      2.569    100.645     10.078     11.119     13.500    -34.983
2380.915      76.506      8.628      8.480     21.408      2.555    106.114      9.530     10.484     12.463    -35.119
2381.040      77.583      8.626      8.479     22.343      2.541    110.491      9.192     10.100     12.070    -35.266
2381.165      78.208      8.626      8.475     22.825      2.532    110.582      9.098      9.991     11.945    -35.412
2381.290      78.412      8.622      8.473     22.832      2.527    112.856      9.217     10.109     11.792    -35.542
2381.415      77.944      8.622      8.479     22.531      2.526    107.984      9.467     10.379     12.337    -35.633
2381.540      77.294      8.627      8.483     22.135      2.525    110.232      9.652     10.570     13.328    -35.682
2381.665      76.613      8.628      8.484     21.675      2.528    110.478      9.731     10.638     14.236    -35.692
2381.790      76.167      8.624      8.484     21.245      2.532    109.504      9.686     10.565     14.266    -35.662
2381.915      76.174      8.623      8.486     21.021      2.537    110.219      9.530     10.371     13.208    -35.594
2382.040      76.625      8.626      8.488     21.290      2.539    109.894      9.315     10.120     12.275    -35.495
2382.165      77.528      8.626      8.488     22.380      2.532    114.116      9.073      9.853     11.918    -35.375
2382.290      78.444      8.628      8.490     23.586      2.525    115.531      8.907      9.679     11.838    -35.258
2382.415      79.052      8.627      8.489     24.324      2.521    117.571      8.863      9.643     11.322    -35.133
2382.540      79.106      8.624      8.488     24.286      2.521    117.896      8.982      9.788     10.515    -35.010
2382.665      78.483      8.622      8.487     23.435      2.522    115.350      9.268     10.126     10.091    -34.903
2382.790      77.233      8.622      8.484     22.012      2.524    116.908      9.665     10.607     10.933    -34.817
2382.915      76.070      8.625      8.490     20.746      2.531    109.244     10.000     11.041     15.230    -34.759
2383.040      75.599      8.626      8.499     20.232      2.545    105.373     10.134     11.209     19.167    -34.718
2383.165      75.860      8.623      8.513     20.566      2.561    104.594     10.075     11.129     19.355    -34.711
2383.290      76.651      8.620      8.526     21.556      2.567    106.231      9.914     10.918     17.274    -34.732
2383.415      77.440      8.623      8.532     22.708      2.561    110.219      9.829     10.798     16.012    -34.767
2383.540      77.283      8.626      8.535     23.221      2.552    117.688     10.093     11.101     17.000    -34.817
2383.665      75.467      8.623      8.535     21.959      2.555    120.610     10.632     11.754     18.811    -34.877
2383.790      72.874      8.620      8.531     19.587      2.568    118.597     11.191     12.491     25.374    -34.939
2383.915      70.508      8.621      8.526     17.117      2.587    115.739     11.486     12.882     47.188    -34.988
2384.040      69.113      8.624      8.517     15.537      2.603    111.297     11.377     12.734     59.031    -35.028
2384.165      69.111      8.629      8.503     15.424      2.607    105.529     10.903     12.106     40.044    -35.066
2384.290      70.562      8.626      8.509     16.563      2.592    105.529     10.304     11.333     13.812    -35.101
2384.415      72.437      8.626      8.516     17.827      2.568    100.009      9.771     10.708     13.429    -35.128
2384.540      74.146      8.627      8.522     18.635      2.552     97.657      9.383     10.278     13.515    -35.149
2384.665      75.437      8.626      8.522     19.268      2.550     99.138      9.158     10.046     13.957    -35.171
2384.790      76.472      8.626      8.526     20.040      2.554    103.970      9.001      9.884     14.203    -35.186
2384.915      77.566      8.625      8.541     21.128      2.557    110.725      8.833      9.689     13.833    -35.182
2385.040      78.937      8.622      8.553     22.396      2.553    117.220      8.708      9.534     13.141    -35.155
2385.165      79.861      8.620      8.545     23.646      2.546    125.404      8.683      9.491     13.477    -35.104
2385.290      80.310      8.619      8.545     24.644      2.543    127.664      8.806      9.622     12.681    -35.038
2385.415      80.088      8.618      8.546     24.924      2.543    129.534      9.111      9.967     12.159    -34.960
2385.540      79.135      8.618      8.547     24.192      2.544    129.015      9.536     10.452     12.280    -34.883
2385.665      77.688      8.618      8.549     22.512      2.543    124.378      9.978     10.949     12.893    -34.817
2385.790      76.442      8.615      8.549     20.490      2.540    121.974     10.336     11.341     13.841    -34.762
2385.915      75.348      8.619      8.548     19.601      2.537    115.739     10.739     11.773     13.650    -34.739
2386.040      74.490      8.619      8.547     19.523      2.541    114.232     11.198     12.309     12.540    -34.734
2386.165      73.606      8.620      8.546     19.219      2.549    113.518     11.551     12.777     13.829    -34.746
2386.290      72.767      8.620      8.543     18.272      2.560    114.648     11.606     12.926     17.728    -34.765
2386.415      72.338      8.616      8.538     17.062      2.570    116.921     11.263     12.588     21.134    -34.781
2386.540      72.946      8.622      8.534     16.946      2.576    111.141     10.631     11.836     17.428    -34.813
2386.665      74.543      8.625      8.495     19.330      2.575    115.038      9.921     10.890     12.696    -34.834
2386.790      76.565      8.626      8.485     22.103      2.570    121.533      9.336     10.148     11.066    -34.865
2386.915      77.946      8.628      8.486     23.742      2.566    124.352      9.068      9.813     11.029    -34.894
2387.040      78.294      8.628      8.491     23.789      2.564    124.209      9.125      9.871     11.684    -34.930
2387.165      77.794      8.625      8.498     22.693      2.564    122.572      9.372     10.153     12.665    -34.986
2387.290      77.100      8.629      8.502     21.641      2.565    115.428      9.571     10.396     14.069    -35.050
2387.415      77.294      8.623      8.490     21.793      2.565    119.974      9.351     10.102     13.614    -35.142
2387.540      78.481      8.624      8.471     22.604      2.562    118.493      8.949      9.614     12.283    -35.229
2387.665      79.877      8.626      8.466     23.576      2.554    116.753      8.536      9.138     11.437    -35.314
2387.790      81.054      8.625      8.473     24.386      2.545    117.376      8.222      8.804     11.245    -35.389
2387.915      81.722      8.625      8.484     24.864      2.539    120.623      8.085      8.679     11.262    -35.442
2388.040      81.521      8.626      8.502     24.980      2.542    125.170      8.180      8.796     11.000    -35.463
2388.165      80.521      8.626      8.529     24.544      2.550    129.976      8.516      9.175     11.468    -35.423
2388.290      79.224      8.623      8.535     23.455      2.555    129.794      8.969      9.683     12.367    -35.369
2388.415      77.790      8.621      8.533     22.101      2.558    126.885      9.540     10.343     13.069    -35.301
2388.540      76.485      8.618      8.531     20.938      2.562    121.819     10.093     10.995     13.456    -35.221
2388.665      75.615      8.616      8.529     20.342      2.566    115.934     10.448     11.400     13.563    -35.136
2388.790      75.463      8.622      8.520     20.457      2.569    113.791     10.465     11.358     13.228    -35.059
2388.915      75.844      8.622      8.514     21.103      2.569    108.335     10.386     11.232     12.536    -35.034
2389.040      75.976      8.624      8.511     21.390      2.570    110.621     10.304     11.132     11.831    -35.034
2389.165      75.940      8.625      8.507     21.097      2.572    115.817     10.239     11.095     11.805    -35.068
2389.290      75.882      8.625      8.503     20.563      2.575    120.857     10.096     10.983     12.694    -35.142
2389.415      76.049      8.626      8.498     20.415      2.578    123.273      9.799     10.669     13.758    -35.259
2389.540      76.812      8.626      8.495     21.281      2.577    120.026      9.432     10.222     12.772    -35.417
2389.665      78.253      8.623      8.483     22.988      2.565    114.830      8.874      9.515     10.730    -35.590
2389.790      79.736      8.622      8.493     24.168      2.552    117.688      8.367      8.931      9.980    -35.771
2389.915      80.979      8.622      8.494     24.539      2.549    124.507      7.999      8.536     10.167    -35.951
2390.040      81.757      8.623      8.501     24.379      2.555    130.704      7.833      8.365     10.603    -36.126
2390.165      81.993      8.625      8.528     24.142      2.565    133.094      7.863      8.398     10.703    -36.290
2390.290      81.854      8.622      8.528     24.086      2.571    131.795      7.975      8.525     10.426    -36.430
2390.415      81.299      8.624      8.529     24.058      2.569    130.820      8.085      8.648     10.068    -36.552
2390.540      80.390      8.623      8.530     23.607      2.566    134.471      8.146      8.713     10.986    -36.652
2390.665      79.648      8.624      8.531     22.785      2.561    139.277      8.190      8.745     13.426    -36.731
2390.790      79.124      8.626      8.531     21.991      2.555    140.602      8.353      8.894     14.635    -36.791
2390.915      78.569      8.626      8.529     21.535      2.548    136.185      8.745      9.302     12.644    -36.834
2391.040      77.604      8.629      8.517     21.200      2.543    129.690      9.322      9.965     10.037    -36.871
2391.165      75.795      8.626      8.523     19.866      2.553    125.209      9.987     10.810     13.024    -36.891
2391.290      73.961      8.623      8.526     18.000      2.570    122.338     10.596     11.561     17.854    -36.908
2391.415      72.642      8.624      8.528     16.807      2.582    118.233     11.057     12.097     18.618    -36.926
2391.540      72.212      8.628      8.526     16.912      2.580    115.116     11.262     12.317     15.630    -36.941
2391.665      72.768      8.631      8.522     18.147      2.565    116.713     11.167     12.205     12.603    -36.948
2391.790      74.004      8.629      8.524     19.336      2.548    124.702     10.877     11.894     13.832    -36.952
2391.915      75.046      8.639      8.521     19.619      2.538    129.898     10.710     11.775     15.484    -36.978
2392.040      75.712      8.648      8.503     20.078      2.530    124.962     10.643     11.761     14.413    -37.019
2392.165      76.075      8.655      8.494     20.960      2.525    117.298     10.588     11.736     13.198    -37.084
2392.290      76.244      8.661      8.493     21.870      2.524    111.842     10.466     11.608     12.630    -37.180
2392.415      76.275      8.672      8.496     22.166      2.530    112.102     10.340     11.461     12.665    -37.308
2392.540      76.067      8.703      8.502     21.348      2.540    121.195     10.541     11.706     13.382    -37.459
2392.665      74.713      8.706      8.508     19.710      2.547    119.441     11.066     12.342     13.479    -37.612
2392.790      73.494      8.707      8.509     18.284      2.552    119.350     11.555     12.978     13.662    -37.767
2392.915      72.546      8.709      8.506     17.489      2.556    116.168     11.751     13.263     17.259    -37.908
2393.040      72.182      8.709      8.503     17.513      2.560    111.609     11.554     13.054     19.887    -38.029
2393.165      72.675      8.708      8.506     18.331      2.562    108.634     10.990     12.377     17.263    -38.132
2393.290      74.029      8.714      8.509     19.707      2.555    106.231     10.196     11.381     13.008    -38.225
2393.415      75.602      8.723      8.518     21.232      2.542    106.880      9.482     10.595     12.407    -38.302
2393.540      77.244      8.730      8.530     22.484      2.532    110.907      8.925     10.025     11.807    -38.367
2393.665      78.304      8.732      8.540     23.261      2.524    114.492      8.712      9.841     11.560    -38.430
2393.790      78.714      8.731      8.546     23.521      2.521    114.752      8.766      9.943     11.652    -38.489
2393.915      78.656      8.731      8.548     23.344      2.520    112.128      8.936     10.169     11.775    -38.536
2394.040      78.229      8.743      8.560     22.892      2.524    112.778      9.191     10.496     11.411    -38.563
2394.165      77.455      8.753      8.566     22.336      2.528    109.205      9.487     10.880     11.755    -38.575
2394.290      76.564      8.754      8.570     21.871      2.527    114.362      9.711     11.173     12.297    -38.565
