FORWARD_TEXT_FORMAT_1.0
STDEP =   288.0000
ENDEP =  2717.0000
RLEV  =     0.1250
CURVENAME =  AC, RT, RI, RXO, CALI, DEN, CNL, GR, SP, RA2, R2M, R025, BZSP
END
#DEPTH            AC         RT         RI        RXO       CALI        DEN        CNL         GR         SP        RA2        R2M       R025       BZSP
1079.6250       3.344      3.003      0.917      0.000      1.901    -30.398      0.000      0.000      2.842      6.001      6.001      4.734      2.842
1079.7500       3.522      3.104      0.895      0.000      1.901    -30.963      0.000      0.000      2.771      6.158      6.158      4.778      2.771
1079.8750       3.643      3.231      0.872      0.000      1.901    -31.287      0.000      0.000      2.714      6.348      6.348      4.836      2.714
1080.0000       3.782      3.355      0.877      2.197      1.901    -31.192    -48.674      0.505      2.685      6.530      6.530      4.911      2.685
1080.1250       3.936      3.503      0.889      2.197      1.901    -31.291    -48.933      0.505      2.666      6.684      6.684      5.007      2.666
1080.2500       4.031      3.609      0.888      2.197      1.900    -31.838    -48.856      0.507      2.683      6.836      6.836      5.196      2.683
1080.3750       3.949      3.540      0.866      2.197      1.900    -32.623    -48.800      0.507      2.690      7.038      7.038      5.245      2.690
1080.5000       3.826      3.456      0.839      2.197      1.901    -33.648    -48.765      0.509      2.742      7.313      7.313      5.351      2.742
1080.6250       3.752      3.399      0.824      2.197      1.903    -34.627    -48.719      0.514      2.779      7.588      7.588      5.390      2.779
1080.7500       3.735      3.378      0.816      2.197      1.903    -35.886    -48.599      0.521      2.834      7.773      7.773      5.325      2.834
1080.8750       3.813      3.441      0.808      2.197      1.904    -37.220    -48.291      0.517      2.849      7.809      7.809      5.304      2.849
1081.0000       3.989      3.609      0.798      2.197      1.904    -38.280    -48.182      0.517      2.843      7.687      7.687      5.096      2.843
1081.1250       4.173      3.807      0.806      2.197      1.904    -38.792    -47.907      0.516      2.827      7.506      7.506      5.039      2.827
1081.2500       4.375      4.022      0.844      2.197      1.904    -38.911    -47.533      0.512      2.748      7.335      7.335      4.849      2.748
1081.3750       4.630      4.256      0.887      2.197      1.904    -38.709    -47.250      0.507      2.727      7.210      7.210      4.805      2.727
1081.5000       4.739      4.336      0.923      2.197      1.903    -38.026    -47.262      0.506      2.655      7.142      7.142      4.724      2.655
1081.6250       4.645      4.243      0.947      2.197      1.901    -36.955    -47.390      0.504      2.611      7.114      7.114      4.673      2.611
1081.7500       4.432      4.088      0.966      2.197      1.902    -35.780    -47.451      0.508      2.580      7.107      7.107      4.663      2.580
1081.8750       4.224      3.904      0.974      2.197      1.904    -34.652    -47.552      0.517      2.556      7.107      7.107      4.671      2.556
1082.0000       4.061      3.746      0.947      2.197      1.904    -33.391    -47.669      0.521      2.568      7.118      7.118      4.678      2.568
1082.1250       3.849      3.536      0.902      2.197      1.904    -32.308    -47.728      0.520      2.596      7.158      7.158      4.662      2.596
1082.2500       3.679      3.364      0.873      2.197      1.904    -31.640    -47.625      0.525      2.701      7.230      7.230      4.541      2.701
1082.3750       3.634      3.300      0.869      2.197      1.903    -31.470    -47.599      0.513      2.727      7.318      7.318      4.506      2.727
1082.5000       3.685      3.312      0.845      2.197      1.903    -31.624    -47.773      0.513      2.879      7.374      7.374      4.371      2.879
1082.6250       3.687      3.296      0.820      2.197      1.904    -31.980    -48.047      0.518      2.919      7.358      7.358      4.346      2.919
1082.7500       3.718      3.308      0.812      2.197      1.904    -32.535    -48.320      0.517      3.069      7.261      7.261      4.273      3.069
1082.8750       3.730      3.338      0.805      2.197      1.904    -33.178    -48.531      0.506      3.105      7.106      7.106      4.258      3.105
1083.0000       3.728      3.359      0.799      2.197      1.904    -33.845    -48.787      0.511      3.204      6.939      6.939      4.241      3.204
1083.1250       3.762      3.360      0.800      2.197      1.904    -34.472    -48.882      0.504      3.288      6.790      6.790      4.232      3.288
1083.2500       3.926      3.505      0.810      2.197      1.904    -34.779    -48.819      0.505      3.386      6.664      6.664      4.221      3.386
1083.3750       4.047      3.619      0.850      2.197      1.904    -34.973    -48.750      0.505      3.410      6.556      6.556      4.218      3.410
1083.5000       4.127      3.725      0.922      2.197      1.904    -34.997    -48.787      0.502      3.520      6.459      6.459      4.226      3.520
1083.6250       4.234      3.821      0.973      2.197      1.904    -34.805    -48.934      0.502      3.538      6.382      6.382      4.227      3.538
1083.7500       4.322      3.868      0.984      2.197      1.904    -34.351    -48.806      0.509      3.588      6.335      6.335      4.232      3.588
1083.8750       4.179      3.785      0.997      2.197      1.904    -33.576    -48.575      0.515      3.654      6.321      6.321      4.231      3.654
1084.0000       4.084      3.706      0.987      2.197      1.904    -32.448    -48.319      0.512      3.750      6.325      6.325      4.222      3.750
1084.1250       3.965      3.589      0.982      2.197      1.904    -31.309    -48.024      0.506      3.873      6.310      6.310      4.205      3.873
1084.2500       3.873      3.484      0.977      2.197      1.903    -30.176    -47.674      0.507      4.044      6.257      6.257      4.191      4.044
1084.3750       3.745      3.359      0.963      2.197      1.903    -29.287    -47.367      0.510      4.100      6.171      6.171      4.186      4.100
1084.5000       3.540      3.191      0.929      2.197      1.901    -28.941    -47.367      0.509      4.269      6.088      6.088      4.177      4.269
1084.6250       3.515      3.131      0.863      2.197      1.900    -29.300    -47.448      0.509      4.465      6.040      6.040      4.171      4.465
1084.7500       3.512      3.153      0.801      2.197      1.900    -29.990    -47.538      0.508      4.575      6.027      6.027      4.176      4.575
1084.8750       3.636      3.253      0.775      2.197      1.900    -30.741    -47.608      0.506      4.752      6.030      6.030      4.192      4.752
1085.0000       3.786      3.370      0.775      2.197      1.901    -31.664    -47.658      0.504      4.912      6.021      6.021      4.221      4.912
1085.1250       3.904      3.473      0.791      2.197      1.901    -32.670    -47.683      0.499      5.076      5.994      5.994      4.253      5.076
1085.2500       4.009      3.569      0.811      2.197      1.900    -33.415    -47.730      0.489      5.335      5.969      5.969      4.299      5.335
1085.3750       3.962      3.543      0.842      2.197      1.901    -33.620    -47.797      0.485      5.399      5.978      5.978      4.310      5.399
1085.5000       3.922      3.526      0.891      2.197      1.903    -33.614    -47.954      0.487      5.544      6.053      6.053      4.329      5.544
1085.6250       3.960      3.558      0.926      2.197      1.903    -33.594    -48.245      0.490      5.646      6.155      6.155      4.305      5.646
1085.7500       4.034      3.609      0.947      2.197      1.903    -33.772    -48.578      0.487      5.720      6.227      6.227      4.242      5.720
1085.8750       4.083      3.639      0.960      2.197      1.902    -34.216    -48.716      0.483      5.789      6.209      6.209      4.177      5.789
1086.0000       4.111      3.668      0.972      2.197      1.904    -34.575    -48.788      0.482      5.862      6.064      6.064      4.107      5.862
1086.1250       4.062      3.588      0.969      2.197      1.904    -35.080    -48.892      0.479      5.908      5.865      5.865      4.042      5.908
1086.2500       3.855      3.423      0.951      2.197      1.904    -35.742    -48.954      0.476      5.917      5.691      5.691      3.992      5.917
1086.3750       3.695      3.306      0.920      2.197      1.903    -36.355    -48.808      0.477      5.917      5.596      5.596      3.962      5.917
1086.5000       3.644      3.273      0.878      2.197      1.904    -36.696    -48.757      0.471      5.915      5.599      5.599      3.975      5.915
1086.6250       3.618      3.264      0.829      2.197      1.904    -36.603    -48.728      0.472      5.908      5.664      5.664      4.009      5.908
1086.7500       3.670      3.315      0.822      2.197      1.903    -36.295    -48.473      0.474      5.909      5.769      5.769      4.039      5.909
1086.8750       3.918      3.522      0.816      2.197      1.904    -35.068    -48.035      0.474      5.917      5.899      5.899      4.064      5.917
1087.0000       3.987      3.565      0.811      2.197      1.904    -33.754    -47.563      0.473      5.908      6.035      6.035      4.092      5.908
1087.1250       3.904      3.478      0.809      2.197      1.904    -32.662    -47.255      0.474      5.902      6.150      6.150      4.123      5.902
1087.2500       3.772      3.358      0.810      2.197      1.904    -31.861    -47.074      0.476      5.928      6.217      6.217      4.161      5.928
1087.3750       3.594      3.209      0.812      2.197      1.904    -31.143    -46.875      0.477      5.960      6.230      6.230      4.213      5.960
1087.5000       3.476      3.125      0.834      2.197      1.904    -30.425    -46.851      0.478      5.986      6.204      6.204      4.266      5.986
1087.6250       3.459      3.092      0.840      2.197      1.902    -29.862    -47.038      0.478      6.024      6.188      6.188      4.307      6.024
1087.7500       3.488      3.103      0.862      2.197      1.900    -29.570    -47.315      0.477      6.053      6.201      6.201      4.340      6.053
1087.8750       3.496      3.114      0.899      2.197      1.900    -29.467    -47.341      0.488      6.070      6.238      6.238      4.366      6.070
1088.0000       3.431      3.072      0.922      0.000      1.900    -29.439      0.000      0.000      6.112      6.261      6.261      4.355      6.112
1088.1250       3.372      3.001      0.914      0.000      1.900    -30.105      0.000      0.000      6.167      6.241      6.241      4.321      6.167
1088.2500       3.262      2.904      0.860      0.000      1.900    -31.402      0.000      0.000      6.176      6.181      6.181      4.276      6.176
1088.3750       3.218      2.902      0.820      0.000      1.901    -33.056      0.000      0.000      6.179      6.115      6.115      4.261      6.179
1088.5000       3.334      3.031      0.797      0.000      1.901    -34.829      0.000      0.000      6.208      6.086      6.086      4.227      6.208
1088.6250       3.608      3.271      0.789      0.000      1.901    -36.516      0.000      0.000      6.274      6.096      6.096      4.203      6.274
1088.7500       3.897      3.542      0.789      0.000      1.900    -38.002      0.000      0.000      6.358      6.124      6.124      4.195      6.358
1088.8750       4.243      3.838      0.807      0.000      1.900    -38.822      0.000      0.000      6.448      6.147      6.147      4.202      6.448
1089.0000       4.487      4.145      0.815      0.000      1.902    -39.120      0.000      0.000      6.552      6.159      6.159      4.211      6.552
1089.1250       4.546      4.238      0.818      0.000      1.903    -39.072      0.000      0.000      6.643      6.168      6.168      4.206      6.643
1089.2500       4.421      4.113      0.823      0.000      1.902    -38.902      0.000      0.000      6.753      6.177      6.177      4.194      6.753
1089.3750       4.185      3.906      0.838      0.000      1.900    -38.845      0.000      0.000      6.893      6.177      6.177      4.177      6.893
1089.5000       4.031      3.777      0.869      0.000      1.900    -39.101      0.000      0.000      7.032      6.158      6.158      4.162      7.032
1089.6250       3.943      3.729      0.897      0.000      1.900    -39.171      0.000      0.000      7.134      6.132      6.132      4.147      7.134
1089.7500       3.925      3.707      0.925      0.000      1.899    -39.364      0.000      0.000      7.278      6.112      6.112      4.130      7.278
1089.8750       3.989      3.733      0.949      0.000      1.899    -39.644      0.000      0.000      7.314      6.105      6.105      4.126      7.314
1090.0000       4.111      3.821      0.962      0.000      1.899    -39.913      0.000      0.000      7.393      6.115      6.115      4.110      7.393
1090.1250       4.225      3.958      0.966      0.000      1.899    -40.063      0.000      0.000      7.488      6.140      6.140      4.082      7.488
1090.2500       4.271      4.000      0.956      0.000      1.899    -40.063      0.000      0.000      7.569      6.169      6.169      4.056      7.569
1090.3750       4.260      3.995      0.942      0.000      1.899    -39.731      0.000      0.000      7.607      6.184      6.184      4.045      7.607
1090.5000       4.218      3.940      0.924      0.000      1.899    -39.169      0.000      0.000      7.605      6.161      6.161      4.052      7.605
1090.6250       4.134      3.849      0.900      0.000      1.899    -38.598      0.000      0.000      7.601      6.110      6.110      4.057      7.601
1090.7500       3.989      3.734      0.866      0.000      1.899    -38.375      0.000      0.000      7.596      6.054      6.054      4.065      7.596
1090.8750       3.787      3.562      0.841      0.000      1.899    -39.196      0.000      0.000      7.576      6.017      6.017      4.081      7.576
1091.0000       3.768      3.547      0.817      0.000      1.900    -40.686      0.000      0.000      7.536      6.015      6.015      4.103      7.536
1091.1250       3.812      3.595      0.803      0.000      1.900    -41.931      0.000      0.000      7.488      6.034      6.034      4.120      7.488
1091.2500       3.888      3.682      0.802      0.000      1.901    -42.905      0.000      0.000      7.434      6.058      6.058      4.130      7.434
1091.3750       4.012      3.807      0.815      0.000      1.901    -43.712      0.000      0.000      7.393      6.081      6.081      4.128      7.393
1091.5000       4.226      3.986      0.841      0.000      1.901    -44.452      0.000      0.000      7.370      6.099      6.099      4.113      7.370
1091.6250       4.345      4.142      0.887      0.000      1.903    -44.708      0.000      0.000      7.341      6.100      6.100      4.098      7.341
1091.7500       4.271      4.127      0.929      0.000      1.902    -44.621      0.000      0.000      7.294      6.085      6.085      4.094      7.294
1091.8750       4.204      4.079      0.967      0.000      1.900    -44.436      0.000      0.000      7.247      6.068      6.068      4.101      7.247
1092.0000       4.152      4.025      0.988      0.000      1.899    -44.251      0.000      0.000      7.216      6.081      6.081      4.112      7.216
1092.1250       4.063      3.943      0.986      0.000      1.899    -44.078      0.000      0.000      7.186      6.129      6.129      4.112      7.186
1092.2500       3.888      3.794      0.979      0.000      1.899    -43.822      0.000      0.000      7.105      6.200      6.200      4.092      7.105
1092.3750       3.823      3.719      0.962      0.000      1.899    -43.517      0.000      0.000      7.082      6.269      6.269      4.086      7.082
1092.5000       3.782      3.677      0.938      0.000      1.899    -43.286      0.000      0.000      6.995      6.302      6.302      4.067      6.995
1092.6250       3.814      3.718      0.910      0.000      1.899    -43.081      0.000      0.000      6.893      6.290      6.290      4.055      6.893
1092.7500       3.969      3.867      0.880      0.000      1.899    -42.844      0.000      0.000      6.786      6.234      6.234      4.047      6.786
1092.8750       4.242      4.088      0.850      0.000      1.899    -42.537      0.000      0.000      6.661      6.139      6.139      4.026      6.661
1093.0000       4.235      4.058      0.837      0.000      1.899    -42.229      0.000      0.000      6.478      6.026      6.026      3.994      6.478
1093.1250       4.218      4.030      0.834      0.000      1.899    -41.655      0.000      0.000      6.255      5.935      5.935      3.964      6.255
1093.2500       4.188      4.024      0.823      0.000      1.899    -40.973      0.000      0.000      6.005      5.896      5.896      3.950      6.005
1093.3750       4.039      3.923      0.818      0.000      1.899    -40.257      0.000      0.000      5.727      5.920      5.920      3.950      5.727
1093.5000       3.823      3.734      0.832      0.000      1.899    -39.613      0.000      0.000      5.350      5.992      5.992      3.964      5.350
1093.6250       3.927      3.763      0.858      0.000      1.899    -39.254      0.000      0.000      4.953      6.061      6.061      3.983      4.953
1093.7500       3.968      3.773      0.897      0.000      1.899    -39.402      0.000      0.000      4.723      6.111      6.111      3.998      4.723
1093.8750       3.930      3.772      0.927      0.000      1.899    -39.714      0.000      0.000      4.336      6.176      6.176      4.035      4.336
1094.0000       3.956      3.805      0.949      0.000      1.899    -40.270      0.000      0.000      3.898      6.341      6.341      4.101      3.898
1094.1250       4.031      3.850      0.962      0.000      1.899    -40.988      0.000      0.000      3.465      6.629      6.629      4.165      3.465
1094.2500       4.056      3.858      0.962      0.000      1.899    -41.689      0.000      0.000      3.263      6.998      6.998      4.179      3.263
1094.3750       4.055      3.862      0.980      0.000      1.899    -42.253      0.000      0.000      2.958      7.336      7.336      4.178      2.958
1094.5000       4.120      3.936      0.961      0.000      1.899    -42.861      0.000      0.000      2.662      7.493      7.493      4.204      2.662
1094.6250       4.090      3.930      0.924      0.000      1.899    -43.614      0.000      0.000      2.416      7.448      7.448      4.222      2.416
1094.7500       4.029      3.882      0.888      0.000      1.899    -44.202      0.000      0.000      2.337      7.244      7.244      4.191      2.337
1094.8750       3.989      3.839      0.861      0.000      1.899    -44.413      0.000      0.000      2.141      6.947      6.947      4.108      2.141
1095.0000       3.949      3.810      0.838      0.000      1.899    -44.316      0.000      0.000      2.124      6.607      6.607      4.099      2.124
1095.1250       3.889      3.741      0.824      0.000      1.899    -44.521      0.000      0.000      2.059      6.258      6.258      4.057      2.059
1095.2500       3.822      3.678      0.817      0.000      1.899    -44.889      0.000      0.000      2.030      5.929      5.929      4.032      2.030
1095.3750       3.770      3.633      0.817      0.000      1.899    -45.507      0.000      0.000      2.001      5.651      5.651      4.053      2.001
1095.5000       3.745      3.607      0.829      0.000      1.899    -46.257      0.000      0.000      1.973      5.467      5.467      4.080      1.973
1095.6250       3.748      3.596      0.858      0.000      1.899    -46.967      0.000      0.000      1.958      5.366      5.366      4.081      1.958
1095.7500       3.786      3.605      0.899      0.000      1.899    -47.634      0.000      0.000      1.934      5.327      5.327      4.101      1.934
1095.8750       3.845      3.653      0.936      0.000      1.899    -48.112      0.000      0.000      1.915      5.321      5.321      4.176      1.915
1096.0000       3.865      3.674      0.962      0.000      1.899    -48.502      0.000      0.000      1.920      5.340      5.340      4.225      1.920
1096.1250       3.882      3.678      0.979      0.000      1.899    -48.613      0.000      0.000      1.903      5.397      5.397      4.241      1.903
1096.2500       3.897      3.671      0.989      0.000      1.899    -48.568      0.000      0.000      1.877      5.507      5.507      4.351      1.877
1096.3750       3.862      3.651      0.993      0.000      1.899    -48.822      0.000      0.000      1.867      5.660      5.660      4.512      1.867
1096.5000       3.785      3.590      0.968      0.000      1.899    -49.027      0.000      0.000      1.873      5.820      5.820      4.512      1.873
1096.6250       3.692      3.516      0.937      0.000      1.899    -49.189      0.000      0.000      1.873      5.943      5.943      4.465      1.873
1096.7500       3.645      3.451      0.903      0.000      1.899    -49.312      0.000      0.000      1.882      6.020      6.020      4.495      1.882
1096.8750       3.616      3.401      0.872      0.000      1.899    -49.336      0.000      0.000      1.891      6.065      6.065      4.523      1.891
1097.0000       3.565      3.364      0.850      0.000      1.899    -49.199      0.000      0.000      1.905      6.101      6.101      4.512      1.905
1097.1250       3.520      3.319      0.822      0.000      1.899    -48.891      0.000      0.000      1.964      6.136      6.136      4.539      1.964
1097.2500       3.534      3.310      0.814      0.000      1.899    -48.632      0.000      0.000      2.001      6.163      6.163      4.562      2.001
1097.3750       3.525      3.287      0.812      0.000      1.901    -48.675      0.000      0.000      2.043      6.180      6.180      4.673      2.043
1097.5000       3.494      3.249      0.826      0.000      1.901    -48.828      0.000      0.000      2.048      6.191      6.191      4.691      2.048
1097.6250       3.456      3.204      0.856      0.000      1.901    -48.967      0.000      0.000      2.071      6.200      6.200      4.777      2.071
1097.7500       3.432      3.168      0.894      0.000      1.901    -49.084      0.000      0.000      2.080      6.202      6.202      4.809      2.080
1097.8750       3.395      3.150      0.932      0.000      1.901    -49.392      0.000      0.000      2.068      6.202      6.202      4.785      2.068
1098.0000       3.353      3.136      0.960      0.000      1.901    -49.481      0.000      0.000      2.039      6.214      6.214      4.726      2.039
1098.1250       3.359      3.140      0.980      0.000      1.900    -49.403      0.000      0.000      1.942      6.239      6.239      4.646      1.942
1098.2500       3.385      3.154      0.986      0.000      1.900    -49.291      0.000      0.000      1.879      6.265      6.265      4.608      1.879
1098.3750       3.392      3.164      0.974      0.000      1.900    -49.280      0.000      0.000      1.830      6.284      6.284      4.602      1.830
1098.5000       3.367      3.148      0.958      0.000      1.901    -49.434      0.000      0.000      1.755      6.302      6.302      4.639      1.755
1098.6250       3.338      3.137      0.929      0.000      1.901    -49.738      0.000      0.000      1.650      6.343      6.343      4.660      1.650
1098.7500       3.301      3.132      0.895      0.000      1.901    -50.160      0.000      0.000      1.554      6.415      6.415      4.645      1.554
1098.8750       3.383      3.227      0.864      0.000      1.901    -50.512      0.000      0.000      1.488      6.502      6.502      4.623      1.488
1099.0000       3.610      3.428      0.840      0.000      1.900    -50.704      0.000      0.000      1.436      6.567      6.567      4.614      1.436
1099.1250       3.901      3.651      0.824      0.000      1.903    -50.710      0.000      0.000      1.372      6.605      6.605      4.607      1.372
1099.2500       3.995      3.685      0.825      0.000      1.900    -50.300      0.000      0.000      1.336      6.639      6.639      4.604      1.336
1099.3750       4.006      3.700      0.832      0.000      1.899    -50.115      0.000      0.000      1.275      6.694      6.694      4.575      1.275
1099.5000       3.925      3.662      0.838      0.000      1.899    -50.164      0.000      0.000      1.275      6.766      6.766      4.569      1.275
1099.6250       3.745      3.518      0.854      0.000      1.899    -50.341      0.000      0.000      1.281      6.817      6.817      4.547      1.281
1099.7500       3.555      3.323      0.883      0.000      1.899    -50.557      0.000      0.000      1.283      6.816      6.816      4.568      1.283
1099.8750       3.590      3.322      0.915      0.000      1.899    -50.813      0.000      0.000      1.257      6.770      6.770      4.650      1.257
1100.0000       3.594      3.267      0.949      0.000      1.899    -50.967      0.000      0.000      1.229      6.745      6.745      4.753      1.229
1100.1250       3.497      3.210      0.996      0.000      1.899    -51.000      0.000      0.000      1.220      6.808      6.808      4.835      1.220
1100.2500       3.396      3.148      1.025      0.000      1.899    -50.855      0.000      0.000      1.225      6.973      6.973      4.894      1.225
1100.3750       3.257      3.038      1.018      0.000      1.899    -50.528      0.000      0.000      1.244      7.190      7.190      4.927      1.244
1100.5000       3.030      2.856      0.974      0.000      1.899    -50.047      0.000      0.000      1.257      7.344      7.344      4.952      1.257
1100.6250       2.924      2.760      0.926      0.000      1.899    -49.431      0.000      0.000      1.278      7.370      7.370      4.965      1.278
1100.7500       2.978      2.796      0.875      0.000      1.899    -48.863      0.000      0.000      1.299      7.281      7.281      4.958      1.299
1100.8750       3.055      2.869      0.850      0.000      1.899    -48.441      0.000      0.000      1.360      7.132      7.132      4.919      1.360
1101.0000       3.175      3.007      0.841      0.000      1.899    -48.370      0.000      0.000      1.421      6.991      6.991      4.846      1.421
1101.1250       3.363      3.209      0.834      0.000      1.899    -48.575      0.000      0.000      1.495      6.884      6.884      4.729      1.495
1101.2500       3.617      3.421      0.819      0.000      1.899    -48.622      0.000      0.000      1.595      6.804      6.804      4.599      1.595
1101.3750       3.692      3.523      0.813      0.000      1.899    -48.519      0.000      0.000      1.696      6.742      6.742      4.504      1.696
1101.5000       3.631      3.484      0.816      0.000      1.899    -48.500      0.000      0.000      1.854      6.696      6.696      4.430      1.854
1101.6250       3.446      3.344      0.840      0.000      1.899    -48.621      0.000      0.000      1.891      6.659      6.659      4.412      1.891
1101.7500       3.216      3.158      0.880      0.000      1.899    -48.903      0.000      0.000      1.964      6.615      6.615      4.367      1.964
1101.8750       3.038      2.995      0.924      0.000      1.899    -49.297      0.000      0.000      2.013      6.543      6.543      4.319      2.013
1102.0000       2.958      2.950      0.957      0.000      1.899    -49.605      0.000      0.000      2.088      6.436      6.436      4.279      2.088
1102.1250       3.233      3.284      0.971      0.000      1.899    -49.817      0.000      0.000      2.141      6.331      6.331      4.276      2.141
1102.2500       3.849      3.826      0.979      0.000      1.899    -50.058      0.000      0.000      2.158      6.265      6.265      4.336      2.158
1102.3750       4.516      4.329      0.983      0.000      1.899    -50.035      0.000      0.000      2.159      6.263      6.263      4.389      2.159
1102.5000       5.105      4.728      0.988      0.000      1.899    -49.756      0.000      0.000      2.129      6.339      6.339      4.303      2.129
1102.6250       5.628      5.118      0.994      0.000      1.899    -49.572      0.000      0.000      2.123      6.459      6.459      4.302      2.123
1102.7500       5.256      5.029      0.940      0.000      1.899    -49.725      0.000      0.000      2.117      6.591      6.591      4.341      2.117
1102.8750       4.543      4.444      0.883      0.000      1.899    -49.750      0.000      0.000      2.117      6.703      6.703      4.436      2.117
1103.0000       4.145      4.051      0.842      0.000      1.899    -49.782      0.000      0.000      2.114      6.773      6.773      4.551      2.114
1103.1250       4.017      3.883      0.821      0.000      1.899    -49.874      0.000      0.000      2.138      6.807      6.807      4.675      2.138
1103.2500       3.933      3.786      0.815      0.000      1.899    -50.018      0.000      0.000      2.172      6.811      6.811      4.805      2.172
1103.3750       3.762      3.656      0.820      0.000      1.899    -50.121      0.000      0.000      2.196      6.790      6.790      4.910      2.196
1103.5000       3.622      3.545      0.835      0.000      1.899    -49.780      0.000      0.000      2.306      6.753      6.753      4.899      2.306
1103.6250       3.595      3.515      0.853      0.000      1.899    -49.345      0.000      0.000      2.343      6.714      6.714      4.866      2.343
1103.7500       3.597      3.497      0.884      0.000      1.899    -49.018      0.000      0.000      2.489      6.691      6.691      4.744      2.489
1103.8750       3.616      3.488      0.924      0.000      1.899    -48.781      0.000      0.000      2.526      6.689      6.689      4.715      2.526
1104.0000       3.684      3.530      0.960      0.000      1.899    -48.444      0.000      0.000      2.605      6.677      6.677      4.642      2.605
1104.1250       3.684      3.505      0.984      0.000      1.899    -47.777      0.000      0.000      2.614      6.611      6.611      4.613      2.614
1104.2500       3.506      3.325      1.012      0.000      1.899    -46.711      0.000      0.000      2.664      6.464      6.464      4.475      2.664
1104.3750       3.280      3.104      1.025      0.000      1.899    -44.522      0.000      0.000      2.678      6.251      6.251      4.439      2.678
1104.5000       3.090      2.924      1.011      0.000      1.900    -41.424      0.000      0.000      2.635      6.025      6.025      4.338      2.635
1104.6250       2.998      2.836      0.970      0.000      1.900    -38.111      0.000      0.000      2.608      5.847      5.847      4.319      2.608
1104.7500       3.045      2.837      0.913      0.000      1.899    -35.649      0.000      0.000      2.534      5.741      5.741      4.274      2.534
1104.8750       3.191      2.941      0.869      0.000      1.899    -35.270      0.000      0.000      2.446      5.705      5.705      4.242      2.446
1105.0000       3.479      3.152      0.840      0.000      1.899    -35.860      0.000      0.000      2.357      5.726      5.726      4.237      2.357
1105.1250       3.749      3.381      0.823      0.000      1.899    -36.560      0.000      0.000      2.275      5.777      5.777      4.249      2.275
1105.2500       3.910      3.533      0.814      0.000      1.899    -37.225      0.000      0.000      2.179      5.851      5.851      4.281      2.179
1105.3750       3.938      3.559      0.808      0.000      1.899    -38.114      0.000      0.000      2.098      5.947      5.947      4.335      2.098
1105.5000       3.928      3.613      0.811      0.000      1.899    -39.140      0.000      0.000      2.046      6.072      6.072      4.416      2.046
1105.6250       4.025      3.679      0.816      0.000      1.899    -39.754      0.000      0.000      1.998      6.222      6.222      4.502      1.998
1105.7500       4.056      3.724      0.853      0.000      1.899    -39.903      0.000      0.000      1.944      6.388      6.388      4.591      1.944
1105.8750       4.076      3.770      0.908      0.000      1.899    -39.805      0.000      0.000      1.915      6.548      6.548      4.671      1.915
1106.0000       4.128      3.827      0.959      0.000      1.900    -39.663      0.000      0.000      1.899      6.676      6.676      4.713      1.899
1106.1250       4.176      3.868      0.986      0.000      1.900    -39.561      0.000      0.000      1.885      6.767      6.767      4.733      1.885
1106.2500       4.226      3.886      1.003      0.000      1.900    -39.458      0.000      0.000      1.889      6.820      6.820      4.742      1.889
1106.3750       4.245      3.921      1.002      0.000      1.900    -39.601      0.000      0.000      1.879      6.836      6.836      4.751      1.879
1106.5000       4.266      3.951      0.983      0.000      1.901    -39.954      0.000      0.000      1.867      6.809      6.809      4.771      1.867
1106.6250       4.328      3.990      0.969      0.000      1.902    -40.397      0.000      0.000      1.885      6.756      6.756      4.792      1.885
1106.7500       4.431      4.040      0.972      0.000      1.903    -40.779      0.000      0.000      1.908      6.697      6.697      4.799      1.908
1106.8750       4.424      4.006      0.907      0.000      1.901    -40.984      0.000      0.000      1.928      6.649      6.649      4.806      1.928
1107.0000       4.332      3.923      0.843      0.000      1.900    -41.331      0.000      0.000      1.938      6.625      6.625      4.791      1.938
1107.1250       4.262      3.871      0.815      0.000      1.899    -41.474      0.000      0.000      1.961      6.615      6.615      4.763      1.961
1107.2500       4.207      3.829      0.809      0.000      1.900    -41.525      0.000      0.000      1.989      6.604      6.604      4.707      1.989
1107.3750       4.150      3.776      0.813      0.000      1.900    -41.616      0.000      0.000      2.038      6.580      6.580      4.632      2.038
1107.5000       4.075      3.721      0.824      0.000      1.900    -41.808      0.000      0.000      2.095      6.527      6.527      4.564      2.095
1107.6250       4.096      3.719      0.850      0.000      1.901    -41.706      0.000      0.000      2.135      6.450      6.450      4.508      2.135
1107.7500       4.126      3.756      0.870      0.000      1.900    -41.307      0.000      0.000      2.202      6.363      6.363      4.436      2.202
1107.8750       4.183      3.803      0.898      0.000      1.899    -40.877      0.000      0.000      2.221      6.290      6.290      4.419      2.221
1108.0000       4.237      3.848      0.936      0.000      1.899    -40.566      0.000      0.000      2.272      6.255      6.255      4.372      2.272
1108.1250       4.263      3.887      0.971      0.000      1.900    -40.403      0.000      0.000      2.321      6.247      6.247      4.319      2.321
1108.2500       4.289      3.908      0.972      0.000      1.900    -40.198      0.000      0.000      2.365      6.247      6.247      4.256      2.365
1108.3750       4.293      3.907      0.980      0.000      1.900    -40.042      0.000      0.000      2.379      6.247      6.247      4.180      2.379
1108.5000       4.279      3.914      0.964      0.000      1.899    -39.590      0.000      0.000      2.382      6.261      6.261      4.070      2.382
1108.6250       4.284      3.923      0.943      0.000      1.899    -38.870      0.000      0.000      2.391      6.315      6.315      3.965      2.391
