FORWARD_TEXT_FORMAT_1.0
STDEP =   288.0000
ENDEP =  2717.0000
RLEV  =     0.1250
CURVENAME =  AC, RT, RI, RXO, CALI, DEN, CNL, GR, SP, RA2, R2M, R025, BZSP
END
#DEPTH            AC         RT         RI        RXO       CALI        DEN        CNL         GR         SP        RA2        R2M       R025       BZSP
1818.6250       3.499      3.782      0.731    -42.676      1.864    -42.063      2.803      3.592    -13.177      3.859      3.859      3.715    -13.177
1818.7500       3.662      3.922      0.738    -43.005      1.864    -42.047      2.895      3.751    -13.850      3.674      3.674      3.675    -13.850
1818.8750       3.661      4.022      0.734    -43.207      1.864    -41.945      3.040      3.917    -14.988      3.479      3.479      3.600    -14.988
1819.0000       3.683      4.070      0.736    -43.292      1.864    -41.794      3.217      4.133    -15.106      3.325      3.325      3.595    -15.106
1819.1250       3.708      4.095      0.735    -43.328      1.864    -41.531      3.394      4.395    -15.684      3.236      3.236      3.574    -15.684
1819.2500       3.705      4.097      0.734    -43.405      1.864    -41.400      3.470      4.494    -16.230      3.209      3.209      3.564    -16.230
1819.3750       3.702      4.117      0.733    -43.381      1.864    -41.494      3.394      4.347    -16.727      3.221      3.221      3.559    -16.727
1819.5000       3.771      4.212      0.731    -43.179      1.864    -41.693      3.255      4.141    -17.164      3.235      3.235      3.560    -17.164
1819.6250       3.759      4.156      0.729    -42.867      1.864    -41.796      3.098      3.931    -17.721      3.221      3.221      3.540    -17.721
1819.7500       3.671      4.030      0.734    -42.525      1.864    -42.027      2.952      3.738    -18.025      3.175      3.175      3.520    -18.025
1819.8750       3.556      3.905      0.733    -42.204      1.864    -42.409      2.838      3.574    -18.319      3.108      3.108      3.468    -18.319
1820.0000       3.426      3.766      0.729    -41.768      1.864    -42.972      2.823      3.537    -18.668      3.039      3.039      3.396    -18.668
1820.1250       3.302      3.618      0.727    -41.514      1.864    -43.626      2.818      3.518    -19.137      2.985      2.985      3.276    -19.137
1820.2500       3.239      3.564      0.727    -41.420      1.864    -43.985      2.845      3.570    -19.398      2.952      2.952      3.206    -19.398
1820.3750       3.248      3.572      0.729    -41.406      1.864    -44.246      2.902      3.638    -19.892      2.935      2.935      3.093    -19.892
1820.5000       3.293      3.647      0.736    -41.394      1.864    -44.844      2.958      3.674    -19.947      2.924      2.924      3.082    -19.947
1820.6250       3.416      3.806      0.739    -41.347      1.864    -45.615      2.956      3.679    -20.317      2.895      2.895      3.003    -20.317
1820.7500       3.577      3.981      0.736    -41.603      1.864    -46.467      3.013      3.697    -20.520      2.821      2.821      2.959    -20.520
1820.8750       3.678      4.056      0.732    -41.717      1.864    -47.413      3.255      4.096    -20.844      2.683      2.683      2.859    -20.844
1821.0000       3.690      4.065      0.735    -41.617      1.864    -48.644      3.656      4.781    -20.874      2.489      2.489      2.846    -20.874
1821.1250       3.727      4.031      0.739    -41.541      1.864    -49.831      4.264      5.671    -21.048      2.288      2.288      2.765    -21.048
1821.2500       3.579      3.831      0.737    -41.746      1.864    -50.944      5.157      6.755    -21.130      2.119      2.119      2.722    -21.130
1821.3750       3.324      3.563      0.735    -41.951      1.864    -52.152      6.379      8.221    -21.197      2.004      2.004      2.658    -21.197
1821.5000       3.109      3.365      0.735    -42.320      1.864    -53.590      7.278      9.675    -21.197      1.953      1.953      2.650    -21.197
1821.6250       3.073      3.330      0.727    -42.580      1.864    -55.231      7.057      9.244    -21.188      1.931      1.931      2.613    -21.188
1821.7500       3.068      3.318      0.722    -42.797      1.864    -56.416      6.149      7.701    -21.156      1.910      1.910      2.582    -21.156
1821.8750       3.094      3.321      0.731    -42.929      1.864    -57.319      5.068      6.002    -21.082      1.879      1.879      2.534    -21.082
1822.0000       3.143      3.356      0.737    -42.777      1.864    -58.024      4.172      4.796    -21.074      1.847      1.847      2.532    -21.074
1822.1250       3.160      3.382      0.735    -42.675      1.864    -58.555      3.693      4.315    -21.014      1.838      1.838      2.533    -21.014
1822.2500       3.094      3.346      0.730    -42.698      1.864    -58.948      3.480      4.105    -20.978      1.856      1.856      2.540    -20.978
1822.3750       3.093      3.317      0.731    -42.703      1.864    -59.615      3.403      3.989    -20.911      1.885      1.885      2.557    -20.911
1822.5000       3.124      3.328      0.741    -42.561      1.864    -60.875      3.353      3.868    -20.906      1.888      1.888      2.560    -20.906
1822.6250       3.169      3.353      0.776    -42.228      1.864    -62.415      3.274      3.703    -20.889      1.857      1.857      2.577    -20.889
1822.7500       3.204      3.381      0.855    -41.895      1.864    -64.265      3.238      3.561    -20.886      1.808      1.808      2.600    -20.886
1822.8750       3.215      3.400      0.977    -41.682      1.864    -66.380      3.089      3.382    -20.880      1.770      1.770      2.620    -20.880
1823.0000       3.204      3.392      1.108    -41.347      1.864    -68.527      2.986      3.243    -20.844      1.752      1.752      2.645    -20.844
1823.1250       3.142      3.317      1.228    -41.079      1.863    -70.527      2.985      3.222    -20.825      1.726      1.726      2.644    -20.825
1823.2500       3.046      3.218      1.361    -41.020      1.864    -71.712      3.046      3.291    -20.807      1.660      1.660      2.643    -20.807
1823.3750       2.942      3.123      1.456    -41.198      1.864    -72.480      3.064      3.335    -20.801      1.542      1.542      2.637    -20.801
1823.5000       2.852      3.032      1.483    -41.352      1.864    -73.150      3.114      3.419    -20.795      1.392      1.392      2.643    -20.795
1823.6250       2.788      2.941      1.447    -41.462      1.864    -73.905      3.526      3.855    -20.777      1.263      1.263      2.653    -20.777
1823.7500       2.753      2.892      1.463    -41.660      1.864    -74.572      4.026      4.394    -20.758      1.193      1.193      2.664    -20.758
1823.8750       2.776      2.897      1.496    -41.875      1.864    -75.380      4.393      4.845    -20.752      1.191      1.191      2.666    -20.752
1824.0000       2.830      2.923      1.524      0.000      1.864    -76.200      9.665     15.926    -20.710      1.244      1.244      2.638    -20.710
1824.1250       2.794      2.879      1.542      0.000      1.864    -76.772      9.506     15.872    -20.694      1.313      1.313      2.627    -20.694
1824.2500       2.589      2.693      1.558      0.000      1.864    -76.853      9.326     15.456    -20.651      1.374      1.374      2.595    -20.651
1824.3750       2.227      2.353      1.586      0.000      1.863    -76.270      9.125     14.996    -20.575      1.418      1.418      2.563    -20.575
1824.5000       2.091      2.177      1.584      0.000      1.864    -75.245      8.911     14.810    -20.374      1.428      1.428      2.521    -20.374
1824.6250       1.972      2.077      1.529      0.000      1.864    -74.050      8.684     14.844    -20.233      1.396      1.396      2.507    -20.233
1824.7500       1.935      2.034      1.586      0.000      1.864    -72.325      8.429     14.798    -20.093      1.320      1.320      2.494    -20.093
1824.8750       2.079      2.148      1.817      0.000      1.864    -70.194      8.173     14.561    -19.904      1.222      1.222      2.487    -19.904
1825.0000       2.427      2.470      2.203      0.000      1.864    -67.785      7.932     14.560    -19.477      1.142      1.142      2.480    -19.477
1825.1250       2.770      2.795      2.611      0.000      1.863    -64.605      7.709     15.054    -19.229      1.103      1.103      2.484    -19.229
1825.2500       2.638      2.670      3.178      0.000      1.864    -58.766      7.515     15.830    -18.983      1.099      1.099      2.489    -18.983
1825.3750       2.470      2.522      3.580      0.000      1.864    -52.319      7.353     16.515    -18.708      1.117      1.117      2.513    -18.708
1825.5000       2.330      2.407      3.625      0.000      1.864    -47.057      7.228     17.063    -18.129      1.163      1.163      2.597    -18.129
1825.6250       2.233      2.333      3.185      0.000      1.864    -43.835      7.126     17.401    -17.976      1.244      1.244      2.615    -17.976
1825.7500       2.186      2.301      2.352      0.000      1.864    -42.482      7.045     17.307    -17.590      1.347      1.347      2.652    -17.590
1825.8750       2.365      2.489      2.862      0.000      1.864    -42.226      6.984     16.789    -17.201      1.434      1.434      2.677    -17.201
1826.0000       2.768      2.884      3.018      0.000      1.864    -42.362      6.926     16.311    -16.580      1.458      1.458      2.714    -16.580
1826.1250       3.108      3.224      3.101      0.000      1.864    -42.470      6.864     16.073    -16.274      1.435      1.435      2.751    -16.274
1826.2500       3.352      3.498      3.131      0.000      1.863    -42.353      6.783     16.069    -15.970      1.410      1.410      2.788    -15.970
1826.3750       3.534      3.731      3.119      0.000      1.863    -41.905      6.676     16.302    -15.670      1.421      1.421      2.849    -15.670
1826.5000       3.659      3.868      3.212      0.000      1.864    -41.085      6.526     16.596    -15.091      1.475      1.475      3.011    -15.091
1826.6250       3.716      3.932      3.506      0.000      1.863    -39.915      6.349     16.712    -14.810      1.539      1.539      3.076    -14.810
1826.7500       3.709      3.885      3.511      0.000      1.864    -38.658      6.142     16.592    -14.530      1.601      1.601      3.140    -14.530
1826.8750       3.512      3.658      3.273      0.000      1.864    -37.925      5.902     16.428    -14.274      1.674      1.674      3.193    -14.274
1827.0000       3.190      3.351      2.930      0.000      1.864    -38.107      5.642     16.335    -13.952      1.776      1.776      3.319    -13.952
1827.1250       2.957      3.175      2.612      0.000      1.864    -39.230      5.358     16.262    -13.664      1.899      1.899      3.491    -13.664
1827.2500       3.082      3.303      2.094      0.000      1.864    -40.307      5.056     16.251    -13.448      2.032      2.032      3.719    -13.448
1827.3750       3.219      3.438      1.629      0.000      1.864    -41.022      4.746     16.501    -13.377      2.164      2.164      3.794    -13.377
1827.5000       3.352      3.615      1.551      0.000      1.864    -41.351      4.449     16.924    -13.270      2.283      2.283      3.941    -13.270
1827.6250       3.605      3.916      1.526      0.000      1.864    -41.257      4.151     17.316    -13.213      2.374      2.374      4.014    -13.213
1827.7500       3.921      4.254      1.329      0.000      1.864    -40.745      3.860     17.605    -13.242      2.427      2.427      3.969    -13.242
1827.8750       3.904      4.253      1.184      0.000      1.864    -39.873      3.578     17.888    -13.255      2.449      2.449      3.950    -13.255
1828.0000       3.870      4.258      1.139      0.000      1.864    -38.693      3.302     18.134    -13.384      2.464      2.464      3.872    -13.384
1828.1250       4.045      4.402      1.073      0.000      1.864    -37.313      3.044     18.259    -13.548      2.492      2.492      3.805    -13.548
1828.2500       4.099      4.446      1.014      0.000      1.864    -35.790      2.787     18.340    -13.801      2.532      2.532      3.760    -13.801
1828.3750       3.993      4.333      0.973      0.000      1.864    -34.259      2.520     18.558    -13.884      2.569      2.569      3.745    -13.884
1828.5000       3.828      4.114      0.941      0.000      1.864    -32.931      2.253     18.960    -14.189      2.588      2.588      3.709    -14.189
1828.6250       3.558      3.851      0.880      0.000      1.864    -32.366      1.981     19.521    -14.518      2.595      2.595      3.676    -14.518
1828.7500       3.313      3.583      0.831      0.000      1.864    -32.544      1.701     20.079    -14.853      2.604      2.604      3.622    -14.853
1828.8750       3.207      3.418      0.783      0.000      1.864    -33.469      1.428     20.339    -14.964      2.623      2.623      3.604    -14.964
1829.0000       3.159      3.326      0.735      0.000      1.864    -34.963      1.158     20.377    -15.263      2.635      2.635      3.579    -15.263
1829.1250       3.113      3.272      0.699      0.000      1.864    -36.910      0.888     20.494    -15.555      2.615      2.615      3.576    -15.555
1829.2500       3.094      3.249      0.707      0.000      1.864    -39.309      0.640     20.871    -15.798      2.547      2.547      3.565    -15.798
1829.3750       3.240      3.401      0.704      0.000      1.864    -41.309      0.423     21.371    -15.878      2.439      2.439      3.562    -15.878
1829.5000       3.371      3.584      0.701      0.000      1.864    -42.766      0.243     21.638    -16.055      2.335      2.335      3.555    -16.055
1829.6250       3.586      3.834      0.700      0.000      1.864    -43.464      0.114     21.255    -16.202      2.289      2.289      3.548    -16.202
1829.7500       3.849      4.119      0.701      0.000      1.864    -43.244      0.024     19.873    -16.248      2.327      2.327      3.538    -16.248
1829.8750       4.024      4.327      0.702      0.000      1.864    -42.156     -0.015     17.708    -16.299      2.436      2.436      3.515    -16.299
1830.0000       3.833      4.165      0.693      0.000      1.864    -40.720     -0.021     15.809    -16.268      2.568      2.568      3.467    -16.268
1830.1250       3.579      3.908      0.683      0.000      1.864    -39.572      0.005     14.677    -16.177      2.671      2.671      3.396    -16.177
1830.2500       3.358      3.683      0.673      0.000      1.864    -39.140      0.061     14.071    -15.961      2.728      2.728      3.248    -15.961
1830.3750       3.240      3.550      0.665      0.000      1.864    -39.012      0.138     13.260    -15.890      2.738      2.738      3.200    -15.890
1830.5000       3.322      3.594      0.663      0.000      1.864    -38.811      0.205     12.115    -15.614      2.709      2.709      3.046    -15.614
1830.6250       3.703      3.914      0.671      0.000      1.864    -38.316      0.253     11.269    -15.295      2.659      2.659      2.897    -15.295
1830.7500       4.186      4.424      0.681      0.000      1.864    -37.239      0.299     11.445    -14.770      2.597      2.597      2.795    -14.770
1830.8750       4.132      4.409      0.697      0.000      1.864    -36.334      0.310     12.694    -14.640      2.537      2.537      2.779    -14.640
1831.0000       3.994      4.297      0.709      0.000      1.864    -36.190      0.302     14.038    -14.388      2.514      2.514      2.878    -14.388
1831.1250       3.867      4.168      0.709      0.000      1.864    -36.620      0.276     15.031    -14.237      2.548      2.548      3.040    -14.237
1831.2500       3.708      3.988      0.697      0.000      1.864    -37.180      0.225     15.645    -14.302      2.647      2.647      3.327    -14.302
1831.3750       3.425      3.714      0.694      0.000      1.864    -37.488      0.145     15.736    -14.335      2.783      2.783      3.398    -14.335
1831.5000       3.608      3.849      0.706      0.000      1.863    -37.845      0.045     15.128    -14.621      2.891      2.891      3.499    -14.621
1831.6250       3.873      4.108      0.718      0.000      1.864    -38.127     -0.068     13.859    -15.003      2.917      2.917      3.520    -15.003
1831.7500       3.945      4.182      0.735      0.000      1.864    -38.330     -0.208     12.340    -15.451      2.843      2.843      3.472    -15.451
1831.8750       3.811      4.043      0.751      0.000      1.864    -38.624     -0.331     11.102    -16.293      2.682      2.682      3.279    -16.293
1832.0000       3.662      3.889      0.760      0.000      1.864    -39.261      0.000      0.000    -16.381      2.474      2.474      3.256    -16.381
1832.1250       3.615      3.797      0.742      0.000      1.864    -40.133      0.000      0.000    -16.797      2.282      2.282      3.149    -16.797
1832.2500       3.420      3.588      0.715      0.000      1.864    -40.738      0.000      0.000    -17.145      2.144      2.144      3.070    -17.145
1832.3750       3.272      3.423      0.699      0.000      1.863    -40.938      0.000      0.000    -17.605      2.077      2.077      3.044    -17.605
1832.5000       3.218      3.360      0.696      0.000      1.863    -41.003      0.000      0.000    -17.680      2.087      2.087      3.082    -17.680
1832.6250       3.225      3.374      0.700      0.000      1.863    -41.199      0.000      0.000    -17.904      2.141      2.141      3.194    -17.904
1832.7500       3.195      3.320      0.700      0.000      1.864    -41.558      0.000      0.000    -18.009      2.219      2.219      3.299    -18.009
1832.8750       3.092      3.241      0.707      0.000      1.863    -42.524      0.000      0.000    -18.190      2.311      2.311      3.494    -18.190
1833.0000       3.137      3.285      0.712      0.000      1.864    -44.088      0.000      0.000    -18.395      2.409      2.409      3.686    -18.395
1833.1250       3.233      3.374      0.713      0.000      1.863    -45.945      0.000      0.000    -18.593      2.494      2.494      3.795    -18.593
1833.2500       3.353      3.487      0.712      0.000      1.863    -47.792      0.000      0.000    -18.782      2.536      2.536      3.771    -18.782
1833.3750       3.500      3.627      0.715      0.000      1.863    -49.410      0.000      0.000    -19.056      2.513      2.513      3.496    -19.056
1833.5000       3.564      3.696      0.729      0.000      1.862    -50.846      0.000      0.000    -19.079      2.425      2.425      3.460    -19.079
1833.6250       3.525      3.681      0.732      0.000      1.863    -52.327      0.000      0.000    -19.182      2.321      2.321      3.292    -19.182
1833.7500       3.512      3.734      0.736      0.000      1.863    -53.260      0.000      0.000    -19.243      2.230      2.230      3.161    -19.243
1833.8750       3.530      3.801      0.741      0.000      1.863    -53.393      0.000      0.000    -19.215      2.161      2.161      3.033    -19.215
1834.0000       3.587      3.871      0.745      0.000      1.863    -52.675      0.000      0.000    -19.198      2.095      2.095      3.024    -19.198
1834.1250       3.725      4.044      0.749      0.000      1.864    -51.268      0.000      0.000    -19.102      2.018      2.018      2.982    -19.102
1834.2500       4.012      4.302      0.757      0.000      1.863    -48.448      0.000      0.000    -18.969      1.942      1.942      2.949    -18.969
1834.3750       4.017      4.252      0.752      0.000      1.864    -44.933      0.000      0.000    -18.629      1.884      1.884      2.924    -18.629
1834.5000       3.818      4.002      0.744      0.000      1.864    -41.359      0.000      0.000    -18.527      1.854      1.854      2.926    -18.527
1834.6250       3.532      3.661      0.738      0.000      1.863    -38.111      0.000      0.000    -18.221      1.833      1.833      2.930    -18.221
1834.7500       3.224      3.286      0.730      0.000      1.863    -35.512      0.000      0.000    -18.046      1.811      1.811      2.937    -18.046
1834.8750       2.674      2.726      0.722      0.000      1.863    -34.230      0.000      0.000    -17.513      1.792      1.792      3.000    -17.513
1835.0000       2.486      2.554      0.709      0.000      1.863    -34.407      0.000      0.000    -17.453      1.796      1.796      3.012    -17.453
1835.1250       2.389      2.440      0.671      0.000      1.862    -35.217      0.000      0.000    -17.153      1.829      1.829      3.079    -17.153
1835.2500       2.442      2.459      0.648      0.000      1.863    -36.243      0.000      0.000    -16.861      1.887      1.887      3.168    -16.861
1835.3750       2.743      2.714      0.659      0.000      1.863    -37.067      0.000      0.000    -16.421      1.954      1.954      3.372    -16.421
1835.5000       3.342      3.245      0.680      0.000      1.863    -37.290      0.000      0.000    -16.381      2.019      2.019      3.392    -16.381
1835.6250       3.608      3.646      0.696      0.000      1.863    -36.778      0.000      0.000    -16.198      2.073      2.073      3.477    -16.198
1835.7500       3.969      3.990      0.718      0.000      1.863    -35.419      0.000      0.000    -16.056      2.115      2.115      3.516    -16.056
1835.8750       4.077      4.161      0.722      0.000      1.863    -33.698      0.000      0.000    -15.951      2.143      2.143      3.507    -15.951
1836.0000       3.852      4.014      0.715      0.000      1.863    -32.168      0.000      0.000    -15.892      2.156      2.156      3.457    -15.892
1836.1250       3.435      3.579      0.708      0.000      1.864    -31.236      0.000      0.000    -15.860      2.162      2.162      3.418    -15.860
1836.2500       3.286      3.399      0.703      0.000      1.863    -30.774      0.000      0.000    -15.865      2.153      2.153      3.416    -15.865
1836.3750       3.184      3.296      0.697      0.000      1.863    -30.264      0.000      0.000    -15.897      2.112      2.112      3.465    -15.897
1836.5000       3.043      3.141      0.698      0.000      1.863    -29.714      0.000      0.000    -15.907      2.027      2.027      3.490    -15.907
1836.6250       2.975      3.040      0.707      0.000      1.863    -29.516      0.000      0.000    -15.939      1.933      1.933      3.563    -15.939
1836.7500       2.981      3.019      0.716      0.000      1.863    -29.744      0.000      0.000    -15.958      1.880      1.880      3.599    -15.958
1836.8750       2.963      3.013      0.706      0.000      1.863    -30.192      0.000      0.000    -16.000      1.900      1.900      3.682    -16.000
1837.0000       2.910      2.935      0.699      0.000      1.862    -31.166      0.000      0.000    -15.999      1.993      1.993      3.694    -15.999
1837.1250       2.948      2.930      0.707      0.000      1.863    -32.576      0.000      0.000    -15.994      2.095      2.095      3.728    -15.994
1837.2500       3.007      2.991      0.713      0.000      1.863    -34.063      0.000      0.000    -15.985      2.168      2.168      3.741    -15.985
1837.3750       3.026      3.024      0.716      0.000      1.863    -35.635      0.000      0.000    -15.939      2.204      2.204      3.756    -15.939
1837.5000       2.991      2.986      0.721      0.000      1.863    -37.456      0.000      0.000    -15.929      2.237      2.237      3.750    -15.929
1837.6250       2.984      3.003      0.727      0.000      1.863    -39.815      0.000      0.000    -15.897      2.307      2.307      3.733    -15.897
1837.7500       3.027      3.070      0.723      0.000      1.863    -42.474      0.000      0.000    -15.887      2.425      2.425      3.722    -15.887
1837.8750       3.114      3.178      0.719      0.000      1.863    -44.986      0.000      0.000    -15.884      2.577      2.577      3.699    -15.884
1838.0000       3.228      3.303      0.716      0.000      1.864    -47.058      0.000      0.000    -15.914      2.720      2.720      3.650    -15.914
1838.1250       3.345      3.428      0.717      0.000      1.864    -48.477      0.000      0.000    -15.982      2.805      2.805      3.586    -15.982
1838.2500       3.439      3.539      0.724      0.000      1.864    -49.055      0.000      0.000    -16.042      2.816      2.816      3.551    -16.042
1838.3750       3.494      3.610      0.727      0.000      1.864    -48.337      0.000      0.000    -16.159      2.769      2.769      3.488    -16.159
1838.5000       3.475      3.552      0.720      0.000      1.864    -46.582      0.000      0.000    -16.344      2.698      2.698      3.386    -16.344
1838.6250       3.330      3.387      0.709      0.000      1.864    -45.057      0.000      0.000    -16.549      2.627      2.627      3.274    -16.549
1838.7500       3.131      3.197      0.699      0.000      1.864    -44.109      0.000      0.000    -16.660      2.548      2.548      3.220    -16.660
1838.8750       2.944      3.037      0.690      0.000      1.864    -43.796      0.000      0.000    -16.836      2.457      2.457      3.137    -16.836
1839.0000       2.773      2.891      0.680      0.000      1.864    -44.001      0.000      0.000    -17.001      2.365      2.365      3.054    -17.001
1839.1250       2.680      2.784      0.681      0.000      1.863    -44.513      0.000      0.000    -17.150      2.290      2.290      2.980    -17.150
1839.2500       2.722      2.824      0.685      0.000      1.863    -44.665      0.000      0.000    -17.277      2.237      2.237      2.923    -17.277
1839.3750       2.836      2.938      0.690      0.000      1.863    -44.255      0.000      0.000    -17.452      2.201      2.201      2.847    -17.452
1839.5000       2.979      3.078      0.695      0.000      1.864    -43.415      0.000      0.000    -17.471      2.169      2.169      2.839    -17.471
1839.6250       3.118      3.213      0.700      0.000      1.864    -42.550      0.000      0.000    -17.525      2.129      2.129      2.817    -17.525
1839.7500       3.187      3.304      0.701      0.000      1.864    -42.447      0.000      0.000    -17.530      2.078      2.078      2.814    -17.530
1839.8750       3.248      3.395      0.699      0.000      1.864    -42.995      0.000      0.000    -17.519      2.018      2.018      2.817    -17.519
1840.0000       3.347      3.556      0.698      0.000      1.864    -43.611      0.000      0.000    -17.469      1.971      1.971      2.829    -17.469
1840.1250       3.512      3.758      0.700      0.000      1.864    -43.914      0.000      0.000    -17.388      1.966      1.966      2.849    -17.388
1840.2500       3.729      3.963      0.704      0.000      1.863    -43.559      0.000      0.000    -17.261      2.020      2.020      2.886    -17.261
1840.3750       3.917      4.128      0.709      0.000      1.863    -42.272      0.000      0.000    -17.080      2.119      2.119      2.950    -17.080
1840.5000       3.730      3.852      0.707      0.000      1.864    -40.785      0.000      0.000    -16.842      2.223      2.223      3.047    -16.842
1840.6250       3.380      3.519      0.703      0.000      1.864    -40.376      0.000      0.000    -16.411      2.289      2.289      3.196    -16.411
1840.7500       3.143      3.318      0.693      0.000      1.863    -40.615      0.000      0.000    -16.147      2.300      2.300      3.280    -16.147
1840.8750       3.062      3.243      0.674      0.000      1.864    -41.109      0.000      0.000    -15.512      2.250      2.250      3.280    -15.512
1841.0000       3.073      3.226      0.654      0.000      1.864    -41.578      0.000      0.000    -15.423      2.139      2.139      3.262    -15.423
1841.1250       3.124      3.267      0.677      0.000      1.864    -42.091      0.000      0.000    -14.764      1.997      1.997      3.141    -14.764
1841.2500       3.310      3.438      0.693      0.000      1.864    -43.128      0.000      0.000    -14.372      1.858      1.858      3.076    -14.372
1841.3750       3.215      3.334      0.692      0.000      1.864    -44.607      0.000      0.000    -13.487      1.755      1.755      3.072    -13.487
1841.5000       3.022      3.158      0.683      0.000      1.864    -46.198      0.000      0.000    -13.374      1.713      1.713      3.081    -13.374
1841.6250       2.902      3.071      0.672      0.000      1.863    -47.793      0.000      0.000    -12.583      1.707      1.707      3.168    -12.583
1841.7500       2.926      3.108      0.665      0.000      1.863    -49.522      0.000      0.000    -12.133      1.713      1.713      3.226    -12.133
1841.8750       3.067      3.248      0.668      0.000      1.863    -51.009      0.000      0.000    -11.297      1.720      1.720      3.292    -11.297
1842.0000       3.232      3.425      0.675      0.000      1.863    -52.410      0.000      0.000    -11.207      1.746      1.746      3.297    -11.207
1842.1250       3.384      3.595      0.681      0.000      1.863    -53.858      0.000      0.000    -10.686      1.814      1.814      3.294    -10.686
1842.2500       3.470      3.689      0.684      0.000      1.863    -55.299      0.000      0.000    -10.437      1.932      1.932      3.277    -10.437
1842.3750       3.464      3.678      0.685      0.000      1.862    -56.629      0.000      0.000    -10.327      2.088      2.088      3.275    -10.327
1842.5000       3.398      3.632      0.682      0.000      1.863    -57.706      0.000      0.000    -10.324      2.257      2.257      3.385    -10.324
1842.6250       3.369      3.573      0.680      0.000      1.863    -58.684      0.000      0.000    -10.526      2.420      2.420      3.480    -10.526
1842.7500       3.306      3.498      0.676      0.000      1.863    -59.735      0.000      0.000    -10.681      2.571      2.571      3.499    -10.681
1842.8750       3.227      3.414      0.671      0.000      1.862    -60.758      0.000      0.000    -11.200      2.699      2.699      3.638    -11.200
1843.0000       3.143      3.327      0.666      0.000      1.862    -61.686      0.000      0.000    -11.273      2.770      2.770      3.657    -11.273
1843.1250       3.054      3.240      0.664      0.000      1.862    -62.485      0.000      0.000    -11.774      2.771      2.771      3.734    -11.774
1843.2500       2.976      3.153      0.671      0.000      1.862    -63.049      0.000      0.000    -12.054      2.706      2.706      3.757    -12.054
1843.3750       2.951      3.131      0.676      0.000      1.863    -63.302      0.000      0.000    -12.438      2.609      2.609      3.690    -12.438
1843.5000       2.956      3.131      0.681      0.000      1.863    -63.144      0.000      0.000    -12.462      2.534      2.534      3.678    -12.462
1843.6250       2.960      3.132      0.685      0.000      1.863    -62.806      0.000      0.000    -12.532      2.506      2.506      3.576    -12.532
1843.7500       2.950      3.125      0.692      0.000      1.863    -62.573      0.000      0.000    -12.529      2.510      2.510      3.509    -12.529
1843.8750       2.944      3.103      0.700      0.000      1.863    -62.624      0.000      0.000    -12.188      2.519      2.519      3.373    -12.188
1844.0000       2.890      3.044      0.702      0.000      1.862    -62.980      0.000      0.000    -12.114      2.506      2.506      3.364    -12.114
1844.1250       2.814      2.972      0.700      0.000      1.862    -63.299      0.000      0.000    -11.482      2.474      2.474      3.324    -11.482
1844.2500       2.785      2.934      0.698      0.000      1.863    -63.409      0.000      0.000    -11.072      2.438      2.438      3.310    -11.072
1844.3750       2.825      2.961      0.698      0.000      1.863    -63.207      0.000      0.000    -10.028      2.417      2.417      3.292    -10.028
1844.5000       2.914      3.053      0.698      0.000      1.863    -62.621      0.000      0.000     -9.889      2.420      2.420      3.293     -9.889
1844.6250       2.981      3.138      0.697      0.000      1.862    -61.442      0.000      0.000     -8.935      2.434      2.434      3.318     -8.935
1844.7500       3.044      3.216      0.705      0.000      1.862    -60.125      0.000      0.000     -8.400      2.454      2.454      3.342     -8.400
1844.8750       3.101      3.266      0.713      0.000      1.863    -58.413      0.000      0.000     -7.905      2.477      2.477      3.379     -7.905
1845.0000       3.104      3.265      0.719      0.000      1.863    -56.167      0.000      0.000     -7.342      2.515      2.515      3.435     -7.342
1845.1250       3.054      3.223      0.722      0.000      1.863    -53.368      0.000      0.000     -6.740      2.580      2.580      3.511     -6.740
1845.2500       3.047      3.195      0.722      0.000      1.862    -50.129      0.000      0.000     -6.436      2.673      2.673      3.549     -6.436
1845.3750       3.025      3.149      0.726      0.000      1.863    -46.385      0.000      0.000     -6.228      2.774      2.774      3.575     -6.228
1845.5000       2.921      3.028      0.722      0.000      1.863    -42.731      0.000      0.000     -6.050      2.850      2.850      3.611     -6.050
1845.6250       2.805      2.901      0.709      0.000      1.862    -39.474      0.000      0.000     -5.923      2.901      2.901      3.659     -5.923
1845.7500       2.717      2.798      0.691      0.000      1.861    -36.903      0.000      0.000     -5.874      2.949      2.949      3.685     -5.874
1845.8750       2.662      2.723      0.673      0.000      1.861    -35.184      0.000      0.000     -5.874      3.012      3.012      3.682     -5.874
1846.0000       2.591      2.659      0.669      0.000      1.861    -34.261      0.000      0.000     -5.906      3.066      3.066      3.669     -5.906
1846.1250       2.605      2.668      0.687      0.000      1.862    -34.235      0.000      0.000     -5.954      3.070      3.070      3.653     -5.954
1846.2500       2.684      2.744      0.700      0.000      1.862    -34.933      0.000      0.000     -5.978      3.014      3.014      3.648     -5.978
1846.3750       2.765      2.819      0.708      0.000      1.862    -35.710      0.000      0.000     -6.002      2.922      2.922      3.659     -6.002
1846.5000       2.814      2.868      0.716      0.000      1.862    -36.125      0.000      0.000     -6.015      2.842      2.842      3.680     -6.015
1846.6250       2.840      2.925      0.721      0.000      1.862    -36.110      0.000      0.000     -5.978      2.807      2.807      3.697     -5.978
