FORWARD_TEXT_FORMAT_1.0
STDEP =   2365.810
ENDEP =   2704.000
RLEV  =      0.125
CURVENAME =  AC, C1, C2, CNL, DEN, GR, RI, RT, RXO, SP
END
#DEPTH           AC         C1         C2        CNL        DEN         GR         RI         RT        RXO         SP
2452.685      75.634      8.036      8.066     24.455      2.486     71.692      5.565      5.947     10.570    -32.103
2452.810      76.762      8.036      8.066     24.995      2.488     72.634      5.399      5.801     10.278    -31.667
2452.935      78.401      8.036      8.063     26.296      2.489     72.701      5.091      5.445      9.775    -31.220
2453.060      79.699      8.038      8.064     28.159      2.481     70.024      4.630      4.915      9.534    -30.793
2453.185      79.996      8.038      8.063     29.562      2.462     66.258      4.148      4.387      8.340    -30.376
2453.310      79.247      8.036      8.063     29.605      2.435     63.138      3.781      4.008      6.501    -29.960
2453.435      77.744      8.041      8.066     27.932      2.412     61.725      3.642      3.873      5.087    -29.541
2453.560      75.838      8.061      8.066     25.139      2.401     61.658      3.784      4.009      5.172    -29.125
2453.685      73.983      8.070      8.066     22.746      2.416     65.020      4.392      4.575      7.776    -28.702
2453.810      72.165      8.091      8.066     21.248      2.442     70.535      5.213      5.447     11.029    -28.271
2453.935      70.994      8.104      8.073     20.184      2.462     74.207      6.132      6.533     12.153    -27.829
2454.060      71.287      8.108      8.080     19.160      2.473     75.566      7.007      7.592     11.785    -27.388
2454.185      73.330      8.109      8.079     18.200      2.477     75.041      7.679      8.362     11.769    -26.959
2454.310      76.125      8.115      8.076     18.086      2.477     71.342      7.975      8.689     12.936    -26.534
2454.435      78.819      8.127      8.084     20.121      2.435     78.740      7.632      8.306     14.048    -26.126
2454.560      81.094      8.131      8.144     22.876      2.348     85.385      7.017      7.641     12.489    -25.726
2454.685      82.587      8.118      8.207     25.288      2.252     92.204      6.329      6.887      8.006    -25.358
2454.810      84.151      8.098      8.243     27.073      2.172     95.769      5.666      6.161      4.081    -25.016
2454.935      86.401      8.107      8.244     28.550      2.122     95.096      5.083      5.549      3.471    -24.686
2455.060      88.258      8.212      8.239     30.461      2.101     98.459      4.647      5.148      3.758    -24.382
2455.185      90.012      8.416      8.259     32.855      2.102    105.050      4.401      4.918      2.489    -24.107
2455.310      90.085      8.438      8.234     34.349      2.101    106.906      4.288      4.784      1.923    -23.877
2455.435      87.956      8.511      8.146     34.512      2.093    107.982      4.250      4.717      1.662    -23.668
2455.560      85.393      8.643      8.074     33.527      2.094    107.094      4.293      4.734      1.489    -23.484
2455.685      84.234      8.744      8.079     31.935      2.126    103.678      4.443      4.872      1.360    -23.336
2455.810      84.175      8.753      8.094     30.377      2.208    103.543      4.712      5.163      1.399    -23.216
2455.935      85.928      8.441      8.130     29.903      2.284    106.233      4.934      5.394      1.732    -23.140
2456.060      87.557      8.288      8.169     30.484      2.279    110.807      5.013      5.475      1.951    -23.086
2456.185      88.873      8.149      8.189     31.887      2.200    116.536      4.971      5.434      1.898    -23.063
2456.310      89.850      8.061      8.200     33.760      2.094    120.088      4.806      5.269      1.667    -23.071
2456.435      90.487      8.133      8.194     35.596      2.022    119.899      4.549      5.010      1.435    -23.102
2456.560      90.671      8.436      8.098     36.706      2.029    120.572      4.325      4.785      1.285    -23.148
2456.685      88.154      8.480      8.095     36.475      2.105    124.271      4.193      4.668      1.323    -23.206
2456.810      84.828      8.354      8.094     34.996      2.188    121.836      4.210      4.697      1.543    -23.268
2456.935      81.431      8.249      8.096     32.747      2.266    117.223      4.411      4.923      1.974    -23.328
2457.060      79.383      8.230      8.101     30.644      2.315    111.506      4.814      5.368      2.708    -23.380
2457.185      79.623      8.260      8.109     29.474      2.300    105.467      5.355      5.996      3.649    -23.424
2457.310      81.446      8.236      8.112     29.343      2.167    102.171      5.841      6.680      4.266    -23.470
2457.435      83.053      8.252      8.102     29.445      1.978    101.499      6.002      6.956      3.189    -23.495
2457.560      83.814      8.276      8.099     28.883      1.902     98.136      5.855      6.787      2.147    -23.504
2457.685      83.190      8.416      8.168     28.115      1.968    100.920      5.578      6.454      1.657    -23.498
2457.810      81.561      8.441      8.242     27.468      2.144    105.588      5.334      6.179      2.037    -23.477
2457.935      79.681      8.230      8.248     26.901      2.354    106.892      5.267      6.130      3.293    -23.439
2458.060      78.125      8.236      8.246     25.776      2.503    110.726      5.489      6.408      5.016    -23.377
2458.185      77.431      8.242      8.242     24.055      2.529    103.665      5.942      6.959      6.473    -23.293
2458.310      77.917      8.265      8.251     22.692      2.521     98.755      6.421      7.571      7.954    -23.203
2458.435      78.594      8.288      8.270     22.325      2.484     96.926      6.774      8.009      8.766    -23.106
2458.560      80.730      8.303      8.286     23.323      2.401     99.427      6.916      8.191      8.649    -23.007
2458.685      85.275      8.307      8.288     25.778      2.266    106.879      6.800      8.072      7.340    -22.912
2458.810      90.275      8.305      8.289     29.497      2.119    118.312      6.394      7.526      4.135    -22.825
2458.935      95.535      8.307      8.279     33.261      2.050    122.683      5.608      6.470      2.354    -22.766
2459.060      99.251      8.310      8.304     35.904      2.035    124.849      4.809      5.495      1.693    -22.726
2459.185     100.652      8.407      8.515     37.196      2.047    122.590      4.141      4.744      1.461    -22.707
2459.310     100.346      8.512      8.709     37.495      2.070    117.667      3.666      4.237      1.394    -22.701
2459.435      99.356      8.518      8.679     37.381      2.093    112.892      3.394      3.950      1.457    -22.700
2459.560      98.158      8.464      8.565     37.286      2.109    109.193      3.322      3.889      1.653    -22.718
2459.685      96.603      8.509      8.574     37.212      2.107    102.938      3.356      3.935      1.734    -22.752
2459.810      95.214      8.413      8.868     37.030      2.100    101.687      3.446      4.043      1.604    -22.786
2459.935      93.415      8.320      8.879     36.291      2.106     96.643      3.562      4.174      1.524    -22.823
2460.060      91.008      8.269      8.740     34.697      2.131     93.348      3.679      4.299      1.554    -22.877
2460.185      88.184      8.235      8.678     32.205      2.171     97.316      3.806      4.435      1.718    -22.953
2460.310      85.521      8.158      8.418     29.115      2.212     99.669      4.012      4.669      2.171    -23.023
2460.435      82.476      8.208      8.322     26.698      2.266    105.588      4.313      4.995      2.553    -23.067
2460.560      80.145      8.199      8.274     25.494      2.350    102.467      4.663      5.438      3.435    -23.104
2460.685      79.096      8.182      8.247     25.440      2.440     98.701      5.059      5.967      5.383    -23.130
2460.810      78.946      8.175      8.233     26.090      2.504     97.006      5.380      6.417      6.782    -23.132
2460.935      79.219      8.175      8.230     26.862      2.526     97.598      5.534      6.668      6.274    -23.107
2461.060      80.208      8.172      8.227     27.281      2.519    101.364      5.607      6.819      5.178    -23.071
2461.185      80.139      8.175      8.227     27.293      2.530    103.718      5.590      6.832      4.945    -23.053
2461.310      79.139      8.175      8.230     26.910      2.541    104.996      5.593      6.865      4.880    -23.029
2461.435      78.219      8.175      8.230     26.333      2.538    104.270      5.669      6.984      5.029    -23.005
2461.560      77.708      8.175      8.227     25.791      2.529    103.140      5.792      7.152      5.952    -22.989
2461.685      77.976      8.169      8.231     25.679      2.518    104.350      5.895      7.281      7.672    -22.983
2461.810      80.146      8.140      8.249     26.700      2.484    110.403      5.914      7.290      8.619    -22.982
2461.935      82.993      8.054      8.251     29.744      2.337    113.900      5.632      6.892      8.317    -22.974
2462.060      85.621      8.034      8.250     32.920      2.159    115.353      5.235      6.370      7.320    -22.983
2462.185      87.160      8.102      8.252     34.854      2.037    114.721      4.865      5.904      4.887    -23.001
2462.310      87.178      8.173      8.357     34.796      2.009    113.443      4.628      5.604      2.496    -23.026
2462.435      85.882      8.178      8.564     32.832      2.069    112.851      4.573      5.518      1.666    -23.059
2462.560      84.333      8.189      8.594     30.096      2.177    112.582      4.679      5.644      1.785    -23.111
2462.685      85.312      8.204      8.546     28.831      2.233    110.901      4.825      5.857      1.869    -23.172
2462.810      88.036      8.210      8.390     29.381      2.204    110.027      4.854      5.924      2.300    -23.241
2462.935      92.102      8.213      8.326     31.037      2.132    109.273      4.694      5.732      2.472    -23.318
2463.060      95.186      8.241      8.391     32.941      2.069    111.210      4.381      5.330      2.225    -23.400
2463.185      95.554      8.318      8.525     34.227      2.055    115.851      4.022      4.877      1.749    -23.486
2463.310      94.575      8.443      8.637     34.169      2.092    114.842      3.771      4.588      1.478    -23.571
2463.435      90.374      8.303      8.679     32.690      2.148    114.976      3.755      4.569      1.572    -23.663
2463.560      85.672      8.263      8.742     30.644      2.217    106.933      3.907      4.747      1.720    -23.725
2463.685      81.090      8.221      8.464     27.827      2.304    101.284      4.245      5.128      1.795    -23.770
2463.810      76.692      8.170      8.226     24.650      2.392     99.266      4.788      5.725      1.841    -23.800
2463.935      73.426      8.143      8.344     21.930      2.452     98.257      5.526      6.566      2.021    -23.809
2464.060      74.554      8.140      8.245     20.678      2.460     97.248      6.382      7.703      2.573    -23.789
2464.185      80.978      8.137      8.239     22.580      2.386     96.912      6.836      8.374      2.752    -23.730
2464.310      90.462      8.136      8.240     26.463      2.252     96.307      6.305      7.448      2.188    -23.680
2464.435     100.116      8.136      8.242     30.905      2.108     96.038      5.273      5.984      1.565    -23.620
2464.560     106.574      8.114      8.292     34.882      2.006     97.114      4.167      4.702      1.266    -23.554
2464.685     107.730      8.089      8.458     37.734      1.972     99.414      3.335      3.955      1.345    -23.491
2464.810     104.483      8.193      8.788     39.141      1.988    100.154      3.042      3.703      1.501    -23.433
2464.935      96.511      8.290      8.865     38.799      2.009    101.163      3.122      3.822      1.685    -23.418
2465.060      89.109      8.213      8.914     37.196      2.036    103.785      3.422      4.171      1.746    -23.411
2465.185      83.475      8.134      8.757     35.069      2.075    105.359      3.885      4.703      1.659    -23.428
2465.310      80.163      8.102      8.536     33.215      2.117    108.305      4.410      5.340      1.562    -23.473
2465.435      79.187      8.096      8.501     32.351      2.147    113.873      4.885      5.964      1.602    -23.539
2465.560      80.146      8.093      8.792     32.975      2.149    115.891      5.219      6.405      1.767    -23.620
2465.685      82.264      8.064      8.827     34.748      2.116    116.227      5.283      6.470      1.898    -23.683
2465.810      84.576      8.058      8.916     36.171      2.080    114.089      5.159      6.286      1.953    -23.741
2465.935      85.854      8.058      9.059     36.889      2.062    114.156      4.965      6.050      1.863    -23.792
2466.060      85.819      8.054      9.208     36.531      2.068    114.788      4.779      5.852      1.713    -23.825
2466.185      84.774      8.047      9.267     35.084      2.087    113.645      4.681      5.769      1.619    -23.838
2466.310      83.229      8.054      9.089     33.253      2.093    113.309      4.815      5.957      1.610    -23.856
2466.435      81.840      8.063      9.035     32.041      2.059    109.273      4.911      6.112      1.526    -23.875
2466.560      82.518      8.084      8.831     31.688      2.016    108.466      4.998      6.263      1.569    -23.905
2466.685      84.933      8.093      8.812     32.561      1.987    111.492      4.938      6.204      1.528    -23.920
2466.810      88.642      8.114      8.905     34.540      1.974    116.160      4.730      5.918      1.383    -23.929
2466.935      92.542      8.186      8.875     37.130      1.969    120.330      4.441      5.505      1.248    -23.943
2467.060      94.333      8.343      8.558     39.566      1.959    124.768      4.136      5.105      1.303    -23.941
2467.185      93.361      8.379      8.540     39.768      1.966    126.786      3.951      4.862      1.404    -23.938
2467.310      90.458      8.467      8.828     38.221      1.999    126.114      3.919      4.800      1.294    -23.917
2467.435      86.886      8.363      9.073     36.008      2.039    124.769      4.005      4.883      1.162    -23.904
2467.560      83.660      8.201      8.924     34.002      2.068    123.558      4.201      5.096      1.130    -23.897
2467.685      82.396      8.154      8.419     32.829      2.074    122.078      4.467      5.393      1.211    -23.888
2467.810      86.146      8.090      8.374     32.828      2.053    118.716      4.675      5.646      1.276    -23.885
2467.935      90.555      8.128      8.707     34.393      2.022    115.286      4.535      5.411      1.294    -23.886
2468.060      96.451      8.269      8.625     36.797      2.010    109.435      4.256      5.059      1.335    -23.898
2468.185      99.942      8.451      8.810     39.051      2.019    108.063      3.944      4.702      1.597    -23.917
2468.310     100.224      8.587      9.142     40.387      2.038    109.273      3.716      4.454      1.864    -23.946
2468.435      97.911      8.559      9.298     40.380      2.053    109.690      3.639      4.374      1.877    -23.986
2468.560      93.363      8.215      9.355     39.076      2.060    111.775      3.663      4.418      1.709    -24.031
2468.685      87.557      8.229      8.944     36.177      2.098    106.597      3.875      4.674      1.558    -24.081
2468.810      83.718      8.234      8.621     32.441      2.184    110.134      4.214      5.091      1.600    -24.140
2468.935      79.869      8.200      8.409     28.833      2.295    110.202      4.804      5.759      2.884    -24.207
2469.060      76.164      8.162      8.240     26.232      2.398    109.515      5.627      6.700      5.253    -24.275
2469.185      73.705      8.157      8.088     25.046      2.463    112.824      6.523      7.818      7.607    -24.340
2469.310      73.354      8.155      8.091     24.817      2.478    114.035      7.204      8.853      8.148    -24.396
2469.435      77.528      8.142      8.172     24.647      2.458    121.432      7.309      8.988      8.358    -24.451
2469.560      82.168      8.137      8.200     25.110      2.428    125.602      6.893      8.398      8.020    -24.486
2469.685      86.664      8.136      8.218     26.392      2.376    127.230      6.317      7.575      6.667    -24.511
2469.810      89.749      8.136      8.245     28.263      2.297    126.921      5.652      6.695      4.521    -24.524
2469.935      90.667      8.131      8.316     30.174      2.201    124.863      4.963      5.893      2.403    -24.522
2470.060      90.354      8.108      8.533     31.344      2.113    120.491      4.583      5.551      1.648    -24.512
2470.185      90.128      8.152      8.341     31.969      2.065    114.775      4.487      5.472      1.500    -24.485
2470.310      89.889      8.127      8.414     33.111      2.040    107.606      4.502      5.467      1.435    -24.463
2470.435      90.158      8.084      8.535     34.408      2.028    103.987      4.449      5.335      1.466    -24.426
2470.560      89.976      8.072      8.777     35.319      2.042    103.651      4.347      5.135      1.444    -24.381
2470.685      88.431      8.111      9.205     35.297      2.103    105.184      4.293      5.014      1.301    -24.342
2470.810      86.192      8.165      9.589     33.952      2.224    110.161      4.351      5.041      1.308    -24.312
2470.935      84.574      8.167      8.815     31.903      2.334    109.152      4.665      5.376      1.575    -24.300
2471.060      83.739      8.156      8.496     30.727      2.348    106.798      4.971      5.732      1.972    -24.305
2471.185      84.233      8.129      8.414     30.935      2.268    102.898      5.211      6.039      2.111    -24.340
2471.310      85.469      8.023      8.536     32.368      2.149    100.611      5.273      6.131      1.981    -24.403
2471.435      86.419      7.890      8.811     34.274      2.069    101.364      5.120      5.941      1.755    -24.488
2471.560      86.308      8.070      8.962     35.387      2.106     99.750      4.918      5.705      1.601    -24.598
2471.685      84.590      8.146      8.793     34.229      2.255    103.449      4.793      5.577      1.652    -24.730
2471.810      82.051      8.166      8.735     32.041      2.377    106.341      4.882      5.687      2.059    -24.851
2471.935      80.102      8.168      8.692     29.726      2.442    110.605      5.139      5.990      2.634    -24.961
2472.060      78.407      8.169      8.620     27.765      2.469    113.174      5.501      6.415      3.170    -25.063
2472.185      76.648      8.170      8.480     26.316      2.494    111.600      5.924      6.909      3.689    -25.155
2472.310      76.283      8.175      8.198     25.311      2.527    109.919      6.419      7.472      4.696    -25.230
2472.435      76.492      8.149      8.163     24.822      2.497    103.866      6.713      7.822      5.908    -25.275
2472.560      78.150      8.056      8.403     25.633      2.408     98.513      6.731      7.842      6.310    -25.323
2472.685      81.139      7.975      8.564     27.810      2.303     98.096      6.438      7.468      4.999    -25.360
2472.810      84.758      7.977      9.031     30.720      2.206    102.037      5.891      6.751      3.119    -25.382
2472.935      88.105      8.058      9.893     33.415      2.121    108.964      5.234      5.889      2.101    -25.388
2473.060      90.467      8.061      9.908     35.004      2.035    120.733      4.685      5.244      1.897    -25.379
2473.185      90.963      8.060      9.914     34.923      1.960    114.950      4.315      4.863      1.713    -25.373
2473.310      90.968      8.056      9.915     34.632      1.923    113.040      4.185      4.738      1.644    -25.358
2473.435      91.119      8.054      9.923     34.785      1.930    107.821      4.168      4.716      1.512    -25.347
2473.560      91.539      8.084      9.801     35.498      1.973    104.054      4.177      4.710      1.333    -25.347
2473.685      92.031      8.115      9.440     36.569      2.029    106.126      4.162      4.678      1.216    -25.362
2473.810      92.271      7.972      8.929     37.701      2.072    105.722      4.108      4.601      1.270    -25.387
2473.935      91.670      8.064      8.982     38.187      2.071    107.471      4.061      4.546      1.477    -25.426
2474.060      90.258      8.183      9.179     38.000      2.060    111.318      4.122      4.613      1.452    -25.491
2474.185      88.581      8.215      9.229     36.872      2.069    113.672      4.273      4.780      1.351    -25.574
2474.310      86.478      8.210      9.022     34.727      2.100    113.578      4.574      5.111      1.406    -25.669
2474.435      83.670      8.227      8.667     31.857      2.139    111.493      5.069      5.647      1.727    -25.778
2474.560      80.354      8.179      8.529     29.099      2.168    108.063      5.697      6.297      2.108    -25.914
2474.685      76.622      8.167      8.652     27.536      2.216    105.036      6.618      7.385      2.140    -26.058
2474.810      74.847      8.158      8.471     26.835      2.299    106.314      7.615      8.612      2.959    -26.189
2474.935      74.302      8.149      8.296     26.491      2.383    107.498      8.724      9.984      4.411    -26.322
2475.060      75.458      8.141      8.214     26.294      2.428    108.708      9.325     10.694      5.685    -26.453
2475.185      78.771      8.136      8.200     26.276      2.408    111.049      8.890     10.092      5.865    -26.570
2475.310      83.458      8.136      8.224     26.667      2.334    113.066      7.738      8.644      4.500    -26.669
2475.435      88.319      8.110      8.340     27.932      2.253    113.739      6.456      7.243      3.167    -26.752
2475.560      91.297      8.100      8.488     30.076      2.176    118.177      5.523      6.175      2.214    -26.821
2475.685      91.331      8.099      8.622     31.956      2.119    119.523      4.938      5.494      1.608    -26.864
2475.810      88.661      8.109      8.612     32.377      2.117    118.716      4.633      5.140      1.367    -26.890
2475.935      84.406      8.131      8.392     30.716      2.194    117.223      4.603      5.092      1.518    -26.907
2476.060      80.146      8.158      8.119     27.531      2.338    109.758      5.045      5.509      2.054    -26.907
2476.185      78.649      8.158      8.104     25.108      2.429    109.287      5.727      6.235      4.321    -26.891
2476.310      80.419      8.162      8.157     24.852      2.423    107.848      6.394      6.989      5.739    -26.878
2476.435      84.142      8.168      8.219     26.468      2.335    106.973      6.722      7.311      5.308    -26.869
2476.560      88.143      8.172      8.266     29.538      2.187    106.556      6.568      7.011      3.726    -26.866
2476.685      91.129      8.172      8.308     33.390      2.023    105.722      5.974      6.200      2.200    -26.873
2476.810      92.921      8.172      8.389     36.965      1.912    103.705      5.179      5.332      1.239    -26.895
2476.935      91.185      8.252      8.515     38.321      1.939    108.412      4.646      4.847      1.427    -26.937
2477.060      89.643      8.374      8.663     38.069      2.014    109.892      4.442      4.678      2.332    -26.991
2477.185      88.127      8.272      8.638     37.063      2.086    109.152      4.458      4.729      2.598    -27.066
2477.310      86.982      8.135      8.480     36.053      2.138    107.605      4.618      4.928      2.183    -27.157
2477.435      86.477      8.193      8.330     35.479      2.169    105.655      4.873      5.219      1.690    -27.257
2477.560      86.217      8.315      8.289     35.278      2.190    101.284      5.185      5.557      1.711    -27.372
2477.685      83.873      8.451      8.321     34.690      2.209    103.436      5.589      5.971      2.213    -27.514
2477.810      80.496      8.227      8.505     32.902      2.254    102.790      6.101      6.472      2.556    -27.661
2477.935      76.590      8.142      8.430     30.125      2.342    101.405      6.868      7.246      3.445    -27.808
2478.060      73.693      8.185      8.244     27.368      2.455    100.772      7.939      8.415      6.774    -27.947
2478.185      73.068      8.191      8.198     25.801      2.559    102.346      9.169      9.854     12.739    -28.075
2478.310      74.387      8.193      8.198     26.107      2.612    108.063     10.129     11.017     16.940    -28.183
2478.435      76.825      8.193      8.201     27.053      2.614    118.218     10.205     11.055     14.481    -28.252
2478.560      77.601      8.193      8.203     26.664      2.611    125.199      9.879     10.630     11.284    -28.297
2478.685      77.298      8.191      8.188     24.968      2.608    122.832      9.682     10.402      9.276    -28.314
2478.810      76.135      8.191      8.184     22.775      2.604    115.568      9.850     10.626     10.113    -28.306
2478.935      74.587      8.193      8.207     21.121      2.590    108.897     10.379     11.263     14.255    -28.275
2479.060      74.000      8.193      8.213     20.695      2.546     99.751     11.079     12.080     20.040    -28.220
2479.185      76.437      8.195      8.207     21.287      2.456     99.414     11.639     12.730     21.494    -28.136
2479.310      80.286      8.196      8.208     22.284      2.381    100.961     10.946     11.802     17.661    -28.038
2479.435      84.394      8.195      8.209     24.414      2.342    108.224      9.773     10.414     14.432    -27.927
2479.560      87.454      8.196      8.209     27.832      2.336    119.657      8.560      9.123     11.956    -27.809
2479.685      88.408      8.199      8.209     31.786      2.345    130.619      7.628      8.204      8.343    -27.689
2479.810      86.846      8.193      8.213     34.270      2.365    135.663      7.388      7.934      3.367    -27.575
2479.935      83.252      8.211      8.231     33.010      2.417    131.561      7.412      7.899      3.069    -27.480
2480.060      79.886      8.151      8.209     30.619      2.458    123.047      7.793      8.203      4.053    -27.409
2480.185      78.081      8.110      8.276     29.079      2.470    116.779      8.394      8.756      4.616    -27.361
2480.310      77.912      8.029      8.740     28.892      2.459    113.147      8.966      9.322      4.073    -27.336
2480.435      78.638      7.894      9.542     29.512      2.440    112.380      9.265      9.621      2.751    -27.335
2480.560      79.142      7.933      9.721     29.783      2.416    120.652      9.171      9.438      1.983    -27.357
2480.685      78.614      8.013      9.660     29.045      2.400    122.401      9.002      9.245      2.069    -27.399
2480.810      77.592      8.039      8.883     27.980      2.439    121.406      9.102      9.343      2.566    -27.444
2480.935      77.071      8.093      8.387     27.292      2.511    116.093      9.442      9.724      2.991    -27.490
2481.060      77.110      8.151      8.269     27.262      2.572    112.205      9.887     10.247      3.239    -27.536
2481.185      77.526      8.167      8.268     27.741      2.586    113.309     10.310     10.773      3.473    -27.579
2481.310      78.596      8.165      8.313     28.154      2.557    111.291     10.708     11.302      4.024    -27.604
2481.435      78.509      8.162      8.352     27.685      2.536    114.990     10.845     11.496      3.717    -27.608
2481.560      78.033      8.164      8.367     26.706      2.528    114.707     10.824     11.494      3.808    -27.592
2481.685      77.529      8.161      8.240     25.662      2.533    116.658     10.858     11.548      5.474    -27.559
2481.810      77.421      8.158      8.105     24.895      2.541    118.581     10.942     11.662      7.948    -27.506
2481.935      78.132      8.158      8.097     24.759      2.529    118.514     10.953     11.703      9.849    -27.432
2482.060      80.021      8.158      8.091     25.739      2.458    123.558     10.735     11.506     10.491    -27.346
2482.185      81.979      8.158      8.091     28.342      2.321    128.534     10.122     10.841      7.393    -27.256
2482.310      83.037      8.165      8.076     30.557      2.225    130.875      9.376     10.030      4.085    -27.169
2482.435      82.310      8.140      8.157     31.139      2.203    126.907      8.941      9.585      2.320    -27.084
2482.560      80.228      8.082      8.321     29.908      2.249    120.115      8.919      9.592      1.902    -27.007
2482.685      77.791      8.037      8.426     27.574      2.338    114.734      9.244      9.966      2.097    -26.949
2482.810      75.829      8.101      8.198     25.556      2.450    109.354      9.856     10.724      3.046    -26.919
2482.935      76.246      8.145      8.124     25.678      2.549    107.942     10.320     11.327      7.236    -26.904
2483.060      78.029      8.156      8.101     27.046      2.587    110.618     10.258     11.283     11.230    -26.900
2483.185      80.015      8.122      8.101     28.329      2.564    114.721      9.808     10.759     11.435    -26.917
2483.310      81.060      8.076      8.118     28.698      2.511    116.833      9.152     10.010      8.657    -26.948
2483.435      80.515      8.054      8.169     27.905      2.465    115.743      8.507      9.310      5.519    -26.980
2483.560      78.696      8.055      8.292     26.354      2.458    115.407      8.100      8.891      3.881    -26.999
2483.685      76.005      8.054      8.193     25.260      2.492    111.372      8.111      8.920      5.078    -27.010
2483.810      74.467      8.142      8.152     24.731      2.537    112.717      8.288      9.121      8.931    -27.010
2483.935      73.504      8.197      8.139     24.353      2.570    113.591      8.690      9.568     11.672    -26.992
2484.060      73.106      8.208      8.138     24.046      2.584    111.533      9.178     10.110     12.525    -26.954
2484.185      73.199      8.208      8.148     23.889      2.579    107.619      9.592     10.577     12.327    -26.898
2484.310      73.025      8.211      8.181     23.937      2.569    106.610      9.926     10.966     12.160    -26.828
2484.435      73.581      8.217      8.204     24.119      2.571    105.265     10.043     11.104     12.055    -26.742
2484.560      74.703      8.217      8.204     24.579      2.576    108.977     10.050     11.127     12.573    -26.652
2484.685      76.058      8.214      8.205     25.407      2.580    109.919      9.862     10.921     13.312    -26.550
2484.810      77.075      8.212      8.212     26.383      2.581    109.408      9.509     10.527     13.403    -26.431
2484.935      77.245      8.209      8.201     27.108      2.583    110.282      9.078     10.060     12.169    -26.297
2485.060      76.429      8.179      8.127     27.129      2.594    109.273      8.661      9.629      9.804    -26.152
2485.185      75.429      8.167      8.103     26.157      2.610    107.659      8.610      9.619      8.236    -25.992
2485.310      74.618      8.167      8.098     25.205      2.625    102.225      8.714      9.776      9.564    -25.816
2485.435      74.500      8.167      8.098     24.617      2.633     99.468      8.965     10.104     11.047    -25.641
2485.560      74.854      8.164      8.099     24.481      2.632     98.728      9.255     10.464     12.232    -25.486
2485.685      75.364      8.163      8.100     24.742      2.622     98.728      9.439     10.676     13.130    -25.362
2485.810      76.246      8.165      8.098     25.320      2.613    104.108      9.395     10.624     12.393    -25.263
2485.935      78.051      8.162      8.101     26.150      2.604    106.462      9.140     10.333     11.806    -25.205
2486.060      79.690      8.162      8.099     27.313      2.590    113.389      8.636      9.738     11.597    -25.172
2486.185      80.967      8.155      8.094     28.417      2.572    116.012      8.113      9.131     10.938    -25.161
2486.310      81.311      8.140      8.092     29.070      2.558    116.994      7.655      8.618      9.548    -25.160
2486.435      80.701      8.121      8.095     29.023      2.554    120.168      7.295      8.232      7.757    -25.156
2486.560      80.579      8.096      8.098     28.305      2.559    120.168      7.103      8.039      6.567    -25.157
2486.685      82.315      8.088      8.098     28.059      2.540    122.858      6.877      7.802      7.704    -25.166
2486.810      84.415      8.086      8.100     28.549      2.493    120.491      6.581      7.460      7.787    -25.176
2486.935      86.131      8.063      8.103     28.821      2.441    116.133      6.184      6.983      6.429    -25.186
2487.060      86.124      8.037      8.099     28.446      2.400    113.497      5.768      6.482      4.585    -25.196
2487.185      83.943      8.047      8.085     27.534      2.378    114.506      5.427      6.082      3.377    -25.205
2487.310      81.513      8.126      8.080     26.764      2.372    116.859      5.186      5.806      2.903    -25.211
2487.435      80.669      8.173      8.092     27.104      2.398    120.895      5.213      5.852      2.857    -25.189
2487.560      81.233      8.147      8.093     27.852      2.425    119.012      5.367      6.058      3.205    -25.167
2487.685      82.610      8.074      8.090     28.499      2.424    116.053      5.517      6.282      3.782    -25.134
2487.810      83.482      7.966      8.088     29.012      2.394    112.340      5.577      6.393      3.875    -25.088
2487.935      82.948      7.965      8.090     29.460      2.360    108.238      5.537      6.354      3.140    -25.031
2488.060      81.667      8.481      8.086     29.633      2.369    108.708      5.493      6.305      2.527    -24.962
2488.185      79.736      8.532      8.090     28.712      2.448    108.036      5.613      6.447      2.562    -24.901
2488.310      77.295      8.319      8.088     27.212      2.526    110.053      5.893      6.793      3.341    -24.833
2488.435      75.142      8.188      8.087     25.875      2.570    111.775      6.334      7.315      5.766    -24.771
2488.560      74.372      8.170      8.088     25.460      2.565    111.345      6.948      8.058      8.677    -24.733
2488.685      76.052      8.179      8.090     26.522      2.497    108.789      7.586      8.884     10.061    -24.728
2488.810      80.896      8.200      8.098     29.201      2.340    106.772      7.765      9.208      8.249    -24.747
2488.935      87.076      8.358      8.098     32.779      2.134    107.915      7.275      8.589      7.767    -24.781
2489.060      91.660      8.683      8.052     35.890      2.008    111.856      6.402      7.548      5.781    -24.832
2489.185      93.242      8.876      8.056     37.612      1.983    115.528      5.622      6.625      3.081    -24.893
2489.310      91.685      8.933      8.082     37.690      2.036    118.151      5.046      5.943      1.342    -24.947
2489.435      87.883      8.956      8.079     36.477      2.119    118.702      4.652      5.483      1.452    -24.983
2489.560      83.525      8.956      8.076     34.888      2.176    113.389      4.525      5.360      1.843    -25.014
2489.685      81.612      8.954      8.080     33.904      2.166    111.439      4.690      5.568      1.977    -25.066
2489.810      81.807      8.960      8.078     33.333      2.131    107.821      4.977      5.968      1.973    -25.124
2489.935      83.283      8.978      8.071     32.809      2.093    108.426      5.237      6.329      1.910    -25.179
2490.060      84.950      8.967      8.063     32.226      2.074    111.560      5.370      6.506      1.758    -25.236
2490.185      85.694      8.847      8.059     31.482      2.093    113.672      5.337      6.456      1.545    -25.294
