FORWARD_TEXT_FORMAT_1.0
STDEP =   2365.810
ENDEP =   2704.000
RLEV  =      0.125
CURVENAME =  AC, C1, C2, CNL, DEN, GR, RI, RT, RXO, SP
END
#DEPTH           AC         C1         C2        CNL        DEN         GR         RI         RT        RXO         SP
2541.685      67.213      8.345      8.668     20.743      2.516     82.157     11.851     14.274     13.035    -43.114
2541.810      65.782      8.348      8.668     19.107      2.542     81.188     13.553     16.521     14.121    -43.178
2541.935      65.420      8.349      8.666     17.775      2.575     79.440     15.869     19.675     17.169    -43.270
2542.060      66.250      8.345      8.670     17.598      2.605     78.767     18.312     23.010     26.036    -43.397
2542.185      68.319      8.349      8.675     18.837      2.598     83.071     18.521     23.165     31.373    -43.560
2542.310      70.594      8.345      8.683     20.430      2.567     82.910     16.760     20.645     25.442    -43.717
2542.435      72.587      8.345      8.671     21.972      2.528     82.601     14.488     17.539     18.770    -43.863
2542.560      74.017      8.349      8.642     23.258      2.492     81.726     12.529     14.949     14.808    -43.996
2542.685      74.781      8.348      8.609     24.181      2.465     79.036     11.210     13.251     13.041    -44.115
2542.810      74.937      8.339      8.579     24.625      2.448     76.346     10.494     12.348     12.119    -44.204
2542.935      74.747      8.342      8.573     24.121      2.446     78.027     10.042     11.781     12.548    -44.264
2543.060      74.625      8.345      8.566     23.469      2.447     78.095      9.735     11.385     12.726    -44.309
2543.185      74.521      8.348      8.560     23.280      2.448     78.525      9.552     11.132     12.562    -44.344
2543.310      74.467      8.356      8.560     23.762      2.448     79.009      9.459     10.986     12.153    -44.361
2543.435      74.469      8.369      8.565     24.765      2.448     78.243      9.441     10.932     11.712    -44.353
2543.560      74.400      8.374      8.565     25.817      2.452     75.216      9.523     11.007     11.493    -44.338
2543.685      74.331      8.378      8.565     26.267      2.464     77.906      9.781     11.299     11.797    -44.307
2543.810      74.244      8.381      8.560     26.136      2.490     78.229     10.136     11.724     12.007    -44.265
2543.935      74.271      8.382      8.559     25.690      2.523     80.542     10.583     12.285     12.630    -44.201
2544.060      74.542      8.380      8.562     25.248      2.549     80.812     11.132     12.981     13.644    -44.128
2544.185      75.087      8.373      8.546     25.175      2.559     76.198     11.771     13.782     14.720    -44.061
2544.310      75.729      8.343      8.450     25.870      2.554     74.651     12.431     14.597     15.441    -43.995
2544.435      76.771      8.317      8.372     27.558      2.559     65.371     12.845     15.125     15.365    -43.936
2544.560      77.724      8.309      8.352     28.885      2.559     62.707     12.817     15.122     15.543    -43.887
2544.685      78.502      8.307      8.303     29.366      2.540     60.891     12.499     14.777     15.804    -43.867
2544.810      78.742      8.307      8.248     29.041      2.502     61.846     12.062     14.285     15.731    -43.875
2544.935      78.191      8.307      8.229     28.406      2.456     66.325     11.689     13.861     15.172    -43.897
2545.060      77.104      8.305      8.222     28.340      2.426     65.048     11.564     13.746     14.759    -43.929
2545.185      75.153      8.304      8.220     29.372      2.442     62.021     11.996     14.331     13.876    -43.975
2545.310      73.679      8.306      8.220     29.993      2.494     57.381     12.901     15.540     13.927    -44.030
2545.435      73.200      8.286      8.111     29.905      2.551     53.305     14.181     17.243     17.596    -44.090
2545.560      73.835      8.244      7.971     29.181      2.580     51.651     15.412     18.845     25.150    -44.153
2545.685      75.433      8.202      7.933     28.285      2.559     52.996     16.068     19.615     34.351    -44.221
2545.810      77.704      8.190      8.062     28.098      2.495     55.686     15.738     19.015     40.378    -44.297
2545.935      79.058      8.155      8.062     29.675      2.447     60.057     14.516     17.321     34.029    -44.366
2546.060      79.899      8.121      8.062     31.587      2.446     60.125     13.292     15.712     23.942    -44.434
2546.185      79.904      8.109      8.062     32.802      2.478     57.905     12.364     14.529     16.993    -44.486
2546.310      79.476      8.110      8.062     32.754      2.515     54.744     11.823     13.851     14.238    -44.519
2546.435      79.186      8.108      8.062     31.484      2.529     52.323     11.617     13.593     13.743    -44.532
2546.560      79.221      8.108      8.062     29.778      2.517     53.668     11.617     13.610     13.423    -44.525
2546.685      79.099      8.108      8.062     28.748      2.506     53.937     11.676     13.718     13.910    -44.500
2546.810      78.931      8.105      8.064     28.416      2.498     55.874     11.597     13.665     14.477    -44.456
2546.935      78.598      8.100      8.067     28.589      2.486     56.412     11.462     13.530     14.061    -44.409
2547.060      78.219      8.098      8.062     29.103      2.470     57.515     11.316     13.366     13.428    -44.359
2547.185      77.806      8.100      8.047     29.808      2.458     61.026     11.219     13.259     13.372    -44.302
2547.310      76.917      8.098      8.045     30.560      2.458     63.514     11.302     13.392     12.916    -44.248
2547.435      75.896      8.097      8.059     30.688      2.490     63.178     11.614     13.860     12.212    -44.208
2547.560      74.831      8.097      8.064     29.924      2.525     63.111     11.971     14.418     11.972    -44.187
2547.685      73.931      8.086      8.060     28.300      2.531     63.635     12.196     14.813     12.515    -44.185
2547.810      73.318      8.070      8.056     26.068      2.501     66.365     12.193     14.887     13.202    -44.214
2547.935      73.033      8.057      8.058     23.677      2.449     71.046     11.918     14.556     13.199    -44.279
2548.060      73.050      8.051      8.062     21.758      2.408     72.391     11.358     13.800     12.229    -44.360
2548.185      73.085      8.051      8.065     20.861      2.400     71.383     10.708     12.931     11.634    -44.468
2548.310      72.864      8.047      8.065     20.840      2.399     72.149     10.209     12.308     11.282    -44.583
2548.435      72.465      7.997      8.060     21.231      2.403     74.409      9.933     11.983     11.044    -44.692
2548.560      71.853      7.896      8.055     21.554      2.413     77.530      9.880     11.937     11.119    -44.780
2548.685      71.026      7.799      8.054     21.546      2.428     80.287     10.002     12.109     11.762    -44.843
2548.810      70.158      7.825      8.048     21.387      2.444     80.623     10.225     12.406     13.006    -44.897
2548.935      69.644      7.977      8.048     21.402      2.451     79.547     10.439     12.694     14.460    -44.908
2549.060      69.792      8.041      8.067     21.444      2.456     80.139     10.588     12.906     15.587    -44.895
2549.185      70.375      8.042      8.075     21.398      2.460     80.341     10.630     12.972     16.064    -44.866
2549.310      71.174      8.011      8.076     21.335      2.457     79.386     10.576     12.922     16.228    -44.822
2549.435      71.969      7.979      8.079     21.416      2.442     77.543     10.468     12.828     16.279    -44.769
2549.560      72.542      7.979      8.076     21.780      2.414     75.862     10.366     12.743     15.485    -44.710
2549.685      72.778      7.979      8.080     22.137      2.386     72.163     10.242     12.649     14.769    -44.639
2549.810      73.228      7.979      8.083     22.286      2.370     70.132     10.171     12.614     14.152    -44.567
2549.935      73.992      7.979      8.091     22.392      2.370     69.486     10.062     12.517     13.627    -44.492
2550.060      74.890      7.999      8.098     22.665      2.374     70.697      9.905     12.348     13.246    -44.416
2550.185      75.622      8.042      8.098     23.271      2.370     73.373      9.717     12.131     12.923    -44.339
2550.310      75.921      8.055      8.098     24.238      2.350     74.651      9.489     11.851     12.242    -44.249
2550.435      75.192      8.117      8.128     24.921      2.348     70.213      9.307     11.630     11.755    -44.188
2550.560      74.338      8.227      8.189     24.962      2.372     71.746      9.222     11.538     12.167    -44.137
2550.685      73.433      8.288      8.248     24.548      2.405     75.377      9.172     11.483     12.759    -44.105
2550.810      72.758      8.299      8.278     23.963      2.430     78.767      9.105     11.395     13.201    -44.094
2550.935      72.519      8.300      8.276     23.491      2.441     80.166      8.982     11.219     13.264    -44.107
2551.060      72.571      8.318      8.285     23.315      2.441     77.476      8.780     10.922     12.524    -44.149
2551.185      72.633      8.384      8.349     23.280      2.433     75.458      8.562     10.608     11.695    -44.197
2551.310      72.526      8.411      8.387     23.404      2.420     74.624      8.446     10.436     11.495    -44.253
2551.435      72.321      8.418      8.401     23.783      2.411     76.427      8.464     10.447     11.551    -44.305
2551.560      72.113      8.415      8.401     24.280      2.413     78.444      8.630     10.668     11.758    -44.347
2551.685      72.007      8.409      8.396     24.671      2.429     78.659      8.908     11.060     12.213    -44.380
2551.810      72.104      8.407      8.392     24.787      2.452     79.736      9.178     11.464     13.152    -44.402
2551.935      72.646      8.401      8.434     24.522      2.454     76.037      9.299     11.634     14.699    -44.402
2552.060      73.601      8.310      8.457     24.075      2.433     75.028      9.324     11.645     14.875    -44.379
2552.185      74.994      8.168      8.410     23.738      2.406     75.983      9.342     11.643     13.601    -44.344
2552.310      76.433      8.068      8.335     23.777      2.389     77.745      9.401     11.715     11.963    -44.297
2552.435      77.424      8.061      8.290     24.353      2.385     78.821      9.515     11.894     11.275    -44.235
2552.560      77.667      8.058      8.281     25.451      2.383     77.476      9.666     12.147     12.141    -44.160
2552.685      76.851      8.062      8.292     26.117      2.372     75.795      9.776     12.322     13.358    -44.076
2552.810      75.604      8.047      8.266     25.800      2.370     73.037      9.739     12.255     13.184    -44.000
2552.935      74.279      8.013      8.218     24.882      2.378     70.616      9.581     11.997     12.880    -43.915
2553.060      73.294      7.982      8.152     23.885      2.388     69.809      9.384     11.683     12.761    -43.817
2553.185      73.027      7.993      8.086     23.300      2.393     70.952      9.258     11.480     12.566    -43.711
2553.310      73.704      8.083      8.073     23.417      2.387     72.634      9.319     11.531     11.817    -43.601
2553.435      75.162      8.089      8.070     23.805      2.374     74.920      9.497     11.762     11.984    -43.523
2553.560      76.426      8.090      8.074     24.312      2.373     75.378      9.666     11.972     12.845    -43.467
2553.685      77.475      8.088      8.080     25.035      2.386     75.176      9.826     12.157     13.061    -43.451
2553.810      78.149      8.085      8.087     25.917      2.404     75.942      9.966     12.308     12.082    -43.485
2553.935      78.374      8.082      8.096     26.755      2.411     78.296     10.070     12.426     10.697    -43.570
2554.060      78.392      8.079      8.105     27.208      2.399     80.381     10.136     12.519     11.584    -43.689
2554.185      78.704      8.081      8.111     26.562      2.380     82.062     10.078     12.454     15.490    -43.808
2554.310      79.450      8.082      8.129     25.595      2.371     79.709     10.013     12.353     16.548    -43.916
2554.435      80.633      8.088      8.109     24.996      2.369     78.525      9.993     12.302     15.052    -44.009
2554.560      81.989      8.088      8.048     25.027      2.371     77.046     10.010     12.305     13.016    -44.070
2554.685      83.121      8.076      7.982     25.545      2.373     73.293     10.068     12.371     12.512    -44.091
2554.810      83.642      8.072      7.976     26.024      2.375     70.939     10.247     12.619     14.016    -44.099
2554.935      83.211      8.075      7.973     26.212      2.368     69.594     10.454     12.867     13.846    -44.091
2555.060      82.167      8.078      7.967     26.294      2.352     69.110     10.672     13.115     11.982    -44.080
2555.185      81.000      8.078      7.972     26.282      2.340     71.019     10.723     13.128     10.825    -44.062
2555.310      80.213      8.080      8.005     26.070      2.341     72.768     10.637     12.971     10.721    -44.049
2555.435      80.245      8.086      8.059     25.697      2.353     72.230     10.503     12.775     11.034    -44.043
2555.560      81.408      8.086      8.062     25.613      2.362     72.230     10.318     12.505     11.217    -44.014
2555.685      83.457      8.086      8.064     26.780      2.359     71.894     10.260     12.421     11.451    -43.955
2555.810      85.578      8.086      8.063     28.066      2.355     70.482     10.184     12.308     12.040    -43.874
2555.935      86.912      8.084      8.067     28.902      2.350     69.809     10.139     12.244     11.996    -43.768
2556.060      87.369      8.083      8.074     29.198      2.337     70.455     10.131     12.234     11.683    -43.636
2556.185      87.072      8.082      8.076     29.226      2.316     71.948     10.151     12.253     11.764    -43.489
2556.310      85.808      8.079      8.074     29.502      2.293     72.956     10.196     12.294     12.142    -43.355
2556.435      83.777      8.079      8.073     29.745      2.283     77.664     10.269     12.348     13.174    -43.263
2556.560      81.149      8.079      8.075     28.959      2.291     78.660     10.356     12.402     14.159    -43.201
2556.685      78.454      8.081      8.076     27.250      2.320     79.978     10.426     12.413     14.083    -43.170
2556.810      76.542      8.082      8.077     25.216      2.362     81.000     10.490     12.409     13.442    -43.171
2556.935      76.009      8.081      8.079     23.735      2.406     80.596     10.581     12.439     12.968    -43.196
2557.060      76.637      8.079      8.080     23.759      2.444     81.269     10.736     12.538     12.361    -43.221
2557.185      78.009      8.082      8.077     25.965      2.473     80.798     10.996     12.787     12.970    -43.228
2557.310      79.108      8.082      8.078     28.141      2.487     77.046     11.226     12.973     14.209    -43.214
2557.435      79.960      8.082      8.079     28.854      2.478     74.207     11.341     13.003     15.405    -43.191
2557.560      80.872      8.083      8.080     27.843      2.450     71.585     11.363     12.898     15.703    -43.155
2557.685      82.101      8.082      8.079     25.869      2.411     68.141     11.331     12.707     14.702    -43.102
2557.810      83.525      8.079      8.076     24.556      2.381     67.065     11.206     12.424     13.089    -43.049
2557.935      84.737      8.089      8.076     25.799      2.393     63.030     11.259     12.402     13.595    -42.987
2558.060      85.815      8.157      8.074     28.062      2.426     63.299     11.549     12.705     13.790    -42.927
2558.185      88.462      8.275      8.080     29.952      2.449     65.007     12.097     13.309     13.317    -42.844
2558.310      93.330      8.719      8.191     31.207      2.440     66.339     12.845     14.121     13.272    -42.738
2558.435     100.513      9.688      8.481     32.546      2.384     65.317     13.688     15.012     14.929    -42.614
2558.560     110.041     10.946      8.888     35.530      2.256     58.592     14.508     15.847     18.448    -42.461
2558.685     119.871     11.101      8.879     40.825      1.975     49.849     15.748     17.212     16.112    -42.286
2558.810     128.698     11.222      8.877     46.140      1.663     39.169     17.373     19.026     11.559    -42.087
2558.935     135.554     11.270      8.870     50.035      1.425     30.305     19.276     21.167      7.945    -41.886
2559.060     139.547     11.273      8.855     52.087      1.295     23.485     21.317     23.427      5.445    -41.697
2559.185     140.496     11.274      8.835     52.722      1.256     18.172     23.236     25.472      3.474    -41.526
2559.310     139.558     11.271      8.802     53.035      1.255     15.818     24.584     26.795      2.903    -41.380
2559.435     138.347     10.468      8.798     53.130      1.249     17.096     25.329     27.337      5.103    -41.256
2559.560     136.102     10.329      8.808     53.305      1.238     18.158     25.916     27.542      6.840    -41.153
2559.685     135.194     10.460      8.752     53.378      1.229     18.158     26.578     27.759      7.892    -41.064
2559.810     135.433     10.495      8.696     53.463      1.226     17.082     27.460     28.187      9.375    -40.978
2559.935     136.073     10.295      8.713     53.703      1.228     15.939     28.609     28.962     12.686    -40.887
2560.060     137.812     10.126      8.744     54.010      1.231     16.948     29.948     30.233     18.450    -40.791
2560.185     137.903     10.718      8.529     53.565      1.232     19.302     27.747     27.388     15.777    -40.665
2560.310     137.796     11.012      8.268     52.659      1.233     19.772     19.943     18.328      8.274    -40.533
2560.435     137.713     10.784      8.163     51.669      1.237     19.571     13.460     11.795      4.332    -40.394
2560.560     137.447     10.227      8.205     51.022      1.243     18.831      9.751      8.862      5.399    -40.239
2560.685     136.887      9.749      8.283     50.990      1.249     18.158      7.956      7.598      9.058    -40.060
2560.810     136.529      9.770      8.295     51.473      1.252     20.176      8.072      7.745     12.092    -39.849
2560.935     135.488     10.178      8.292     52.275      1.250     18.831     10.019      9.282     12.669    -39.655
2561.060     133.682     10.244      8.210     52.705      1.249     18.132     13.246     12.231      9.461    -39.434
2561.185     132.358     10.046      8.100     52.536      1.248     16.302     18.454     18.032     10.261    -39.185
2561.310     131.918      9.818      8.017     51.720      1.246     14.957     23.850     24.125     13.540    -38.923
2561.435     132.296      9.739      8.005     50.565      1.242     15.710     28.188     28.601     18.172    -38.670
2561.560     133.337      9.716      8.066     49.896      1.236     16.786     33.798     34.858     33.183    -38.437
2561.685     132.313      9.249      8.320     50.602      1.230     17.795     45.988     48.680     38.561    -38.193
2561.810     128.420      8.600      8.495     52.205      1.231     19.342     66.413     74.717     67.341    -37.977
2561.935     121.357      8.298      8.506     53.683      1.256     25.502     68.423     81.963     69.896    -37.790
2562.060     111.673      8.274      8.439     53.366      1.335     37.715     51.693     65.633     41.838    -37.631
2562.185     100.657      8.274      8.401     49.861      1.502     56.276     29.940     38.764      7.749    -37.496
2562.310      90.230      8.268      8.374     42.974      1.784     81.832     18.632     23.810      4.906    -37.386
2562.435      83.243      8.237      8.304     34.675      2.122    103.085     13.668     16.823      4.783    -37.329
2562.560      78.763      8.218      8.238     28.350      2.372    113.954     10.754     12.962      6.220    -37.309
2562.685      76.398      8.211      8.218     24.467      2.510    118.070      9.186     11.083      8.008    -37.321
2562.810      75.321      8.211      8.221     22.374      2.560    116.994      8.599     10.455      9.150    -37.364
2562.935      74.699      8.210      8.218     21.120      2.563    112.636      8.750     10.635      9.576    -37.431
2563.060      74.129      8.211      8.234     20.283      2.549    109.677      9.307     11.338     10.860    -37.505
2563.185      74.268      8.211      8.234     20.206      2.538    103.624      9.987     12.172     12.247    -37.576
2563.310      74.810      8.210      8.236     20.898      2.539    105.103     10.706     13.099     13.149    -37.635
2563.435      75.398      8.212      8.239     21.933      2.547    108.224     11.346     13.974     13.731    -37.685
2563.560      75.865      8.212      8.240     22.953      2.556    110.941     11.740     14.565     14.167    -37.725
2563.685      76.176      8.208      8.238     23.724      2.561    112.488     11.777     14.721     14.450    -37.754
2563.810      76.367      8.211      8.238     24.186      2.562    110.807     11.503     14.534     14.202    -37.777
2563.935      76.176      8.210      8.235     24.371      2.561    113.228     11.146     14.251     14.015    -37.788
2564.060      75.671      8.208      8.234     24.352      2.563    116.133     10.838     14.041     13.802    -37.788
2564.185      75.077      8.208      8.234     24.220      2.564    114.923     10.631     13.944     13.684    -37.779
2564.310      74.529      8.208      8.233     23.936      2.556    110.135     10.542     13.974     13.722    -37.761
2564.435      74.113      8.208      8.230     23.409      2.539    104.257     10.548     14.102     13.925    -37.731
2564.560      73.904      8.208      8.234     22.568      2.517     98.540     10.588     14.233     14.261    -37.687
2564.685      73.738      8.211      8.237     21.794      2.501     99.212     10.594     14.274     14.257    -37.643
2564.810      73.413      8.209      8.240     21.399      2.493    101.929     10.521     14.163     13.885    -37.593
2564.935      73.038      8.208      8.239     21.468      2.486    103.422     10.374     13.922     13.323    -37.541
2565.060      72.625      8.209      8.234     21.845      2.476    101.203     10.171     13.579     12.801    -37.488
2565.185      72.244      8.210      8.204     22.271      2.463     95.177      9.936     13.172     12.521    -37.435
2565.310      72.175      8.204      8.087     22.519      2.452     89.259      9.698     12.757     12.575    -37.396
2565.435      72.279      8.249      8.058     22.350      2.442     82.198      9.545     12.489     12.183    -37.362
2565.560      72.567      8.281      8.049     21.918      2.435     80.785      9.480     12.362     11.656    -37.345
2565.685      72.815      8.298      7.918     21.381      2.435     81.108      9.476     12.352     11.458    -37.322
2565.810      72.957      8.305      7.794     20.902      2.443     84.389      9.513     12.415     11.608    -37.291
2565.935      73.012      8.308      7.873     20.603      2.458     91.115      9.584     12.512     11.969    -37.256
2566.060      73.012      8.310      8.220     20.525      2.476     95.150      9.690     12.630     12.546    -37.207
2566.185      73.012      8.308      8.304     20.770      2.495     94.881      9.820     12.747     13.148    -37.137
2566.310      72.999      8.307      8.318     21.189      2.506     93.751      9.951     12.857     13.665    -37.044
2566.435      72.850      8.318      8.318     21.555      2.507     91.196     10.075     12.953     13.959    -36.948
2566.560      72.615      8.336      8.311     21.710      2.501     89.931     10.203     13.040     13.879    -36.845
2566.685      72.335      8.354      8.305     21.587      2.493     90.967     10.350     13.128     13.567    -36.727
2566.810      71.867      8.375      8.353     21.231      2.491     88.613     10.524     13.220     13.751    -36.601
2566.935      71.537      8.380      8.374     21.003      2.501     88.277     10.740     13.335     14.170    -36.449
2567.060      71.449      8.380      8.378     20.998      2.510     83.744     10.997     13.485     14.565    -36.262
2567.185      71.583      8.379      8.374     21.098      2.512     82.923     11.270     13.645     14.909    -36.041
2567.310      71.903      8.379      8.372     21.228      2.510     85.950     11.516     13.775     15.233    -35.797
2567.435      72.297      8.379      8.375     21.370      2.506     89.514     11.674     13.823     15.493    -35.535
2567.560      72.533      8.382      8.382     21.581      2.508     91.195     11.665     13.742     15.425    -35.249
2567.685      74.061      8.382      8.391     22.363      2.514     92.272     11.658     13.799     14.659    -34.965
2567.810      77.839      8.380      8.378     25.203      2.520     93.294     11.685     13.958     14.034    -34.708
2567.935      82.858      8.379      8.373     30.796      2.506     99.548     11.829     14.299     13.839    -34.496
2568.060      87.857      8.373      8.368     37.755      2.447    105.373     12.003     14.652     14.066    -34.328
2568.185      91.433      8.337      8.322     43.302      2.336    105.924     12.094     14.817     14.462    -34.199
2568.310      92.162      8.218      8.170     43.963      2.212    108.950     12.095     14.791     14.584    -34.105
2568.435      89.677      8.209      8.202     37.865      2.200    106.933     12.051     14.473     13.786    -34.056
2568.560      86.152      8.208      8.226     31.449      2.290    108.412     11.948     13.880     11.857    -34.047
2568.685      82.794      8.208      8.236     27.618      2.407    111.452     11.794     13.209     11.308    -34.045
2568.810      80.367      8.208      8.238     26.369      2.488    113.551     11.639     12.643     11.784    -34.042
2568.935      78.922      8.210      8.240     26.119      2.508    114.290     11.531     12.301     12.026    -34.050
2569.060      77.533      8.208      8.242     25.024      2.501    117.989     11.486     12.197     11.846    -34.083
2569.185      76.440      8.211      8.239     23.124      2.529    110.726     11.605     12.323     12.467    -34.128
2569.310      75.565      8.210      8.240     22.244      2.574    110.887     11.713     12.420     12.562    -34.154
2569.435      75.435      8.212      8.242     22.561      2.612    111.009     11.816     12.493     12.706    -34.176
2569.560      75.217      8.212      8.239     23.453      2.630    112.770     11.944     12.572     13.137    -34.200
2569.685      73.936      8.208      8.236     24.009      2.632    116.591     12.128     12.691     13.654    -34.220
2569.810      71.700      8.211      8.242     23.523      2.630    111.211     12.387     12.862     13.511    -34.223
2569.935      69.061      8.210      8.240     21.396      2.643    109.327     13.390     13.875     13.660    -34.216
2570.060      67.158      8.211      8.238     18.721      2.661     99.536     15.265     15.893     15.167    -34.213
2570.185      66.629      8.209      8.236     16.774      2.674     93.213     17.914     18.879     22.576    -34.215
2570.310      67.523      8.215      8.234     16.388      2.674     90.389     20.726     22.182     44.322    -34.213
2570.435      69.461      8.231      8.235     17.714      2.660     89.689     22.646     24.541     73.423    -34.205
2570.560      71.787      8.243      8.238     19.985      2.642     98.297     22.247     24.089     68.162    -34.197
2570.685      73.551      8.240      8.244     21.580      2.632    105.359     19.862     21.263     34.982    -34.181
2570.810      74.501      8.239      8.244     22.351      2.630    108.654     17.394     18.488     20.035    -34.168
2570.935      75.071      8.237      8.243     22.818      2.632    112.178     15.482     16.479     15.777    -34.156
2571.060      75.707      8.237      8.243     23.475      2.632    117.047     14.261     15.345     15.443    -34.153
2571.185      76.966      8.240      8.246     24.821      2.620    121.890     13.570     14.845     14.985    -34.164
2571.310      79.608      8.243      8.249     27.400      2.578    123.235     13.155     14.646     15.018    -34.180
2571.435      82.594      8.239      8.251     30.616      2.478    120.007     12.892     14.609     14.960    -34.217
2571.560      85.108      8.237      8.262     32.389      2.374    114.250     12.524     14.498     14.263    -34.264
2571.685      85.958      8.236      8.277     31.965      2.315    112.098     11.889     14.038     13.045    -34.326
2571.810      85.371      8.237      8.290     29.707      2.319    112.824     11.043     13.259     10.915    -34.401
2571.935      84.058      8.247      8.294     26.767      2.376    113.806     10.187     12.374      8.056    -34.490
2572.060      82.288      8.290      8.292     24.749      2.443    115.487      9.595     11.651      6.327    -34.612
2572.185      80.624      8.328      8.307     24.517      2.468    115.151      8.900     10.506      6.969    -34.763
2572.310      79.431      8.341      8.307     24.841      2.478    114.438      8.317      9.620      7.479    -34.928
2572.435      77.813      8.343      8.295     24.925      2.490    113.510      7.927      9.067      6.505    -35.093
2572.560      76.035      8.329      8.279     24.405      2.509    112.367      7.902      8.987      5.454    -35.249
2572.685      74.610      8.300      8.268     23.297      2.536    111.842      8.362      9.468      6.581    -35.384
2572.810      73.388      8.300      8.274     21.928      2.569    114.600      9.234     10.428     11.055    -35.473
2572.935      73.665      8.296      8.275     21.215      2.595    112.179     10.320     11.657     12.313    -35.528
2573.060      74.110      8.296      8.277     21.351      2.610    112.232     11.484     13.068     13.018    -35.551
2573.185      74.429      8.297      8.276     22.124      2.624    107.660     12.478     14.277     13.596    -35.559
2573.310      74.637      8.299      8.270     23.164      2.641    101.768     13.215     15.201     14.053    -35.560
2573.435      74.840      8.302      8.264     23.972      2.655     99.602     13.746     15.959     14.325    -35.561
2573.560      75.021      8.297      8.270     23.963      2.650     99.266     14.229     16.768     14.615    -35.577
2573.685      74.872      8.309      8.282     23.273      2.621    108.345     14.351     17.196     15.114    -35.592
2573.810      74.564      8.313      8.299     22.926      2.592    115.272     14.041     17.105     15.658    -35.619
2573.935      73.744      8.318      8.310     22.852      2.570    118.796     13.587     16.789     16.249    -35.653
2574.060      72.356      8.337      8.328     22.724      2.558    118.017     13.235     16.538     16.575    -35.697
2574.185      70.404      8.380      8.365     22.135      2.555    113.107     13.240     16.692     16.565    -35.754
2574.310      67.713      8.439      8.407     20.784      2.565    106.046     13.921     17.695     16.963    -35.814
2574.435      64.900      8.442      8.447     18.782      2.591     99.387     15.728     20.171     18.673    -35.869
2574.560      62.527      8.445      8.466     16.665      2.621     89.071     19.019     24.622     23.697    -35.930
2574.685      61.235      8.450      8.493     14.736      2.647     82.359     24.882     32.608     33.105    -35.986
2574.810      61.378      8.452      8.515     13.432      2.664     78.929     34.561     45.964     60.214    -36.026
2574.935      63.005      8.448      8.509     13.192      2.668     77.422     47.490     64.058    107.760    -36.045
2575.060      65.866      8.439      8.479     14.338      2.657     81.995     59.328     81.053    145.033    -36.055
2575.185      69.217      8.392      8.419     17.049      2.620     86.703     50.213     67.890    132.179    -36.066
2575.310      71.998      8.377      8.399     19.947      2.571     93.562     37.764     50.170    107.626    -36.064
2575.435      73.796      8.376      8.403     22.112      2.531     98.459     27.434     35.666     70.169    -36.053
2575.560      74.565      8.376      8.410     23.148      2.520    101.606     20.753     26.448     35.616    -36.037
2575.685      74.597      8.366      8.403     23.176      2.542    105.036     17.031     21.394     19.204    -36.019
2575.810      74.475      8.336      8.364     22.828      2.582    110.080     15.056     18.712     18.005    -35.991
2575.935      75.128      8.300      8.328     22.911      2.605    114.519     14.284     17.627     16.928    -35.946
2576.060      76.439      8.272      8.306     23.423      2.611    116.967     13.805     16.850     16.466    -35.865
2576.185      77.675      8.246      8.297     24.323      2.616    116.739     13.332     16.026     16.055    -35.763
2576.310      78.493      8.223      8.291     25.446      2.628    115.595     12.856     15.177     15.259    -35.642
2576.435      78.723      8.203      8.285     26.480      2.646    115.326     12.505     14.489     14.085    -35.498
2576.560      78.150      8.183      8.288     26.957      2.664    115.326     12.390     14.100     13.302    -35.329
2576.685      77.230      8.174      8.288     26.388      2.667    112.300     12.601     14.062     14.737    -35.141
2576.810      76.613      8.167      8.291     25.487      2.660    114.653     12.978     14.186     15.956    -34.989
2576.935      76.117      8.163      8.292     24.760      2.650    116.577     13.337     14.257     15.627    -34.860
2577.060      76.018      8.161      8.292     24.369      2.641    119.092     13.564     14.169     14.657    -34.760
2577.185      76.414      8.162      8.293     24.244      2.631    122.832     13.637     13.933     14.306    -34.707
2577.310      76.587      8.165      8.299     24.192      2.621    120.814     13.635     13.678     14.306    -34.709
2577.435      76.896      8.186      8.296     23.972      2.613    117.452     13.498     13.419     13.114    -34.761
2577.560      77.594      8.271      8.293     23.825      2.607    114.788     13.244     13.134     13.902    -34.827
2577.685      80.173      8.312      8.288     24.023      2.596    114.196     12.848     12.754     14.357    -34.907
2577.810      85.502      8.311      8.286     25.040      2.560    118.769     12.352     12.284     13.741    -34.987
2577.935      93.635      8.311      8.286     27.482      2.471    125.899     11.904     11.861     12.518    -35.053
2578.060     103.608      8.329      8.277     32.008      2.290    119.846     11.797     11.816     11.971    -35.093
2578.185     114.823      8.331      8.291     38.581      2.014    106.060     12.813     12.887     11.811    -35.109
2578.310     123.191      8.334      8.326     44.762      1.743     80.276     15.185     15.476      9.694    -35.098
2578.435     128.575      8.336      8.364     49.031      1.521     58.068     19.670     20.430     11.318    -35.061
2578.560     131.022      8.334      8.390     50.884      1.375     43.070     27.592     28.909     18.680    -35.000
2578.685     131.348      8.325      8.375     50.735      1.305     33.977     41.479     43.023     27.295    -34.918
2578.810     131.712      8.304      8.252     49.802      1.290     31.555     65.703     66.476     23.395    -34.823
2578.935     131.973      8.301      8.258     50.217      1.291     30.883    106.186    100.998     22.504    -34.734
2579.060     132.581      8.337      8.318     51.612      1.284     28.865    113.418    103.415     25.897    -34.646
2579.185     134.910      8.509      8.348     52.784      1.271     25.866     99.909     89.476     23.350    -34.558
